i,MicrobiotaDensityFoldChange,qmd_Density_delta,permutation_quantitle,permutation_pvalue,permutation_test
57.0,6.1510842062312605,6.16,1.0,0.0,True
58.0,3.2171391106371137,4.279999999999999,1.0,0.0,True
59.0,6.637392074482492,6.5,1.0,0.0,True
60.0,5.486512692670146,5.27,1.0,0.0,True
61.0,3.0425058485055487,3.1099999999999994,1.0,0.0,True
62.0,5.360084414742403,5.470000000000001,1.0,0.0,True
63.0,4.665387126667252,4.6899999999999995,1.0,0.0,True
64.0,4.064352004971088,4.300000000000001,1.0,0.0,True
65.0,5.3479139357905146,5.07,1.0,0.0,True
66.0,6.895593769920674,6.800000000000001,1.0,0.0,True
67.0,5.1762550896478565,5.029999999999999,1.0,0.0,True
68.0,1.904941101106857,1.8699999999999992,1.0,0.0,True
69.0,5.321205978537318,5.609999999999999,1.0,0.0,True
70.0,5.125161483301081,5.16,1.0,0.0,True
71.0,6.399028717540602,6.280000000000001,1.0,0.0,True
72.0,3.776874765437604,3.8499999999999996,1.0,0.0,True
73.0,2.4929025010905264,2.4800000000000004,1.0,0.0,True
74.0,2.921360162832393,3.1899999999999995,1.0,0.0,True
75.0,7.725300706887778,6.120000000000001,1.0,0.0,True
76.0,5.637546669583937,5.65,1.0,0.0,True
77.0,4.320550416098808,3.91,1.0,0.0,True
78.0,5.422047195170023,5.5600000000000005,1.0,0.0,True
79.0,4.631625267228606,4.76,1.0,0.0,True
80.0,5.89579684761155,6.23,1.0,0.0,True
81.0,5.801711207991719,5.82,1.0,0.0,True
82.0,4.019036339865831,3.9000000000000004,1.0,0.0,True
83.0,3.086037658364976,3.1899999999999995,1.0,0.0,True
84.0,4.9296562106482975,5.16,1.0,0.0,True
85.0,2.643404472309463,2.5299999999999994,1.0,0.0,True
86.0,4.523457597671616,4.4399999999999995,1.0,0.0,True
87.0,5.075976983639652,5.18,1.0,0.0,True
88.0,4.810614741160592,4.800000000000001,1.0,0.0,True
89.0,5.472430447593794,5.8100000000000005,1.0,0.0,True
90.0,5.8065964912461885,5.82,1.0,0.0,True
91.0,1.2174354040843944,1.2400000000000002,1.0,0.0,True
92.0,5.359014609516162,5.18,1.0,0.0,True
93.0,4.1827218301771545,4.800000000000001,1.0,0.0,True
94.0,5.152527502922663,5.029999999999999,1.0,0.0,True
95.0,4.827892765300273,3.3000000000000007,1.0,0.0,True
96.0,1.8980996580507143,1.83,1.0,0.0,True
97.0,3.953361911236055,4.02,1.0,0.0,True
98.0,4.976143069307423,5.039999999999999,1.0,0.0,True
99.0,1.6904515009817942,1.4000000000000004,1.0,0.0,True
100.0,4.041446874169567,3.8900000000000006,1.0,0.0,True
101.0,4.803644698838227,4.57,1.0,0.0,True
102.0,5.6341632751018444,5.619999999999999,1.0,0.0,True
103.0,3.2677258139374,3.1400000000000006,1.0,0.0,True
104.0,0.2559771861273141,0.2599999999999998,1.0,0.0,True
105.0,6.1325155284048405,6.120000000000001,1.0,0.0,True
106.0,1.5665454919416248,1.4399999999999995,1.0,0.0,True
107.0,6.248620297653207,6.25,1.0,0.0,True
108.0,3.635015007775365,3.7200000000000006,1.0,0.0,True
109.0,2.221761528827269,2.0,1.0,0.0,True
110.0,5.9505062980777765,6.129999999999999,1.0,0.0,True
111.0,5.294774082825519,5.279999999999999,1.0,0.0,True
112.0,7.4494691634825125,7.379999999999999,1.0,0.0,True
113.0,4.911317335531597,5.98,1.0,0.0,True
114.0,3.728348981304773,3.9700000000000006,1.0,0.0,True
115.0,3.886059560173489,3.92,1.0,0.0,True
116.0,6.699269731693852,6.73,1.0,0.0,True
117.0,5.520801569329922,5.01,1.0,0.0,True
118.0,4.307944150324413,4.35,1.0,0.0,True
119.0,2.1014117003460235,1.92,1.0,0.0,True
120.0,5.599648730325203,5.59,1.0,0.0,True
121.0,5.522809656943751,5.710000000000001,1.0,0.0,True
122.0,5.567906082573437,5.550000000000001,1.0,0.0,True
123.0,2.692017211321432,3.08,1.0,0.0,True
124.0,1.2440337949291091,1.1899999999999995,1.0,0.0,True
125.0,2.6770529769323157,2.42,1.0,0.0,True
126.0,5.337111341099217,5.1899999999999995,1.0,0.0,True
127.0,3.483230520936456,3.33,1.0,0.0,True
128.0,6.175366297726463,6.109999999999999,1.0,0.0,True
129.0,2.418425235799585,2.24,1.0,0.0,True
130.0,5.661632272406006,5.630000000000001,1.0,0.0,True
131.0,6.702756821851598,6.620000000000001,1.0,0.0,True
132.0,3.670080090354229,3.5999999999999996,1.0,0.0,True
133.0,3.8986020841733513,3.789999999999999,1.0,0.0,True
134.0,5.114455003170882,4.609999999999999,1.0,0.0,True
135.0,5.688074805370243,5.85,1.0,0.0,True
136.0,6.760141957466677,6.68,1.0,0.0,True
137.0,4.3607069710747695,4.460000000000001,1.0,0.0,True
138.0,5.99864700062199,5.93,1.0,0.0,True
139.0,1.2949837419289698,1.1600000000000001,1.0,0.0,True
140.0,2.5446890203843324,2.7300000000000004,1.0,0.0,True
141.0,6.693260992642276,6.800000000000001,1.0,0.0,True
142.0,0.904171273803776,1.0700000000000003,1.0,0.0,True
143.0,4.6050280057053,4.58,1.0,0.0,True
144.0,4.978599602111995,4.68,1.0,0.0,True
145.0,1.8296443861995364,1.7799999999999994,1.0,0.0,True
146.0,1.997122774738262,2.2300000000000004,1.0,0.0,True
147.0,4.3863988106790766,4.98,1.0,0.0,True
148.0,5.8711944544479024,5.699999999999999,1.0,0.0,True
149.0,1.2647352384491342,0.9600000000000009,1.0,0.0,True
150.0,6.6258283442102766,6.739999999999998,1.0,0.0,True
151.0,5.834762223079358,5.68,1.0,0.0,True
152.0,6.018330885060941,6.059999999999999,1.0,0.0,True
153.0,2.9114078890445536,2.789999999999999,1.0,0.0,True
154.0,2.9500434169887377,3.0,1.0,0.0,True
155.0,6.520812324697584,5.9399999999999995,1.0,0.0,True
156.0,5.4527252410274905,5.41,1.0,0.0,True
157.0,5.378273467845889,5.32,1.0,0.0,True
158.0,5.400111531422368,5.33,1.0,0.0,True
159.0,2.995414186125963,3.039999999999999,1.0,0.0,True
160.0,5.090331279281799,5.039999999999999,1.0,0.0,True
161.0,6.294313263396102,6.25,1.0,0.0,True
162.0,3.1959341951694573,3.42,1.0,0.0,True
163.0,3.724018529322137,3.4700000000000006,1.0,0.0,True
164.0,4.186864692008289,4.609999999999999,1.0,0.0,True
165.0,7.252868903242612,7.32,1.0,0.0,True
166.0,5.828622443514991,5.77,1.0,0.0,True
167.0,5.120497455023057,5.23,1.0,0.0,True
168.0,2.9512949774356905,3.09,1.0,0.0,True
169.0,5.059834088934622,5.039999999999999,1.0,0.0,True
170.0,5.76756399010867,5.890000000000001,1.0,0.0,True
171.0,4.563704863619051,4.630000000000001,1.0,0.0,True
172.0,4.674603922107412,4.630000000000001,1.0,0.0,True
173.0,3.5056637432098405,3.34,1.0,0.0,True
174.0,4.466407288710028,4.24,1.0,0.0,True
175.0,5.527122751652776,5.59,1.0,0.0,True
176.0,5.580473846040388,5.470000000000001,1.0,0.0,True
177.0,5.748409802470113,5.67,1.0,0.0,True
178.0,1.6754595217694153,1.5600000000000005,1.0,0.0,True
179.0,3.977583275506969,4.109999999999999,1.0,0.0,True
180.0,5.3073368201705655,5.199999999999999,1.0,0.0,True
181.0,6.511540592728848,6.420000000000002,1.0,0.0,True
182.0,6.070661236877648,6.420000000000002,1.0,0.0,True
183.0,2.2232390024225763,2.210000000000001,1.0,0.0,True
184.0,0.6662992864739437,0.8800000000000008,1.0,0.0,True
185.0,2.4803047948705133,2.66,1.0,0.0,True
186.0,3.795103765512252,3.58,1.0,0.0,True
187.0,5.651383242282421,5.67,1.0,0.0,True
188.0,3.011306283581547,2.880000000000001,1.0,0.0,True
189.0,5.452245989033243,5.48,1.0,0.0,True
190.0,6.266960643599037,6.300000000000001,1.0,0.0,True
191.0,5.930148780625813,6.170000000000002,1.0,0.0,True
192.0,3.861431068925612,3.9499999999999993,1.0,0.0,True
193.0,3.5717920964859893,3.3000000000000007,1.0,0.0,True
194.0,3.332260897575665,3.51,1.0,0.0,True
195.0,5.736974508490963,6.140000000000001,1.0,0.0,True
196.0,6.217325496883419,6.309999999999999,1.0,0.0,True
197.0,5.1182036344145585,5.720000000000001,1.0,0.0,True
198.0,4.7554021582119645,4.84,1.0,0.0,True
199.0,4.737612048326302,4.66,1.0,0.0,True
200.0,5.430088776138408,5.41,1.0,0.0,True
201.0,3.6070410270916575,3.630000000000001,1.0,0.0,True
202.0,4.393044962041824,4.07,1.0,0.0,True
203.0,3.8183912248459455,3.66,1.0,0.0,True
204.0,6.7202468436653175,6.710000000000001,1.0,0.0,True
205.0,1.267528221322774,1.4900000000000002,1.0,0.0,True
206.0,2.3334431530668134,2.2300000000000004,1.0,0.0,True
207.0,3.4586607602449533,3.4700000000000006,1.0,0.0,True
208.0,3.8234635246256548,4.199999999999999,1.0,0.0,True
209.0,5.708884970841358,5.6,1.0,0.0,True
210.0,1.4581730168615792,1.6400000000000006,1.0,0.0,True
211.0,5.65629378101688,5.539999999999999,1.0,0.0,True
212.0,5.684675279247259,5.6899999999999995,1.0,0.0,True
213.0,0.6336202620433369,0.6600000000000001,1.0,0.0,True
214.0,5.039820405904688,5.35,1.0,0.0,True
215.0,6.34071762927849,6.52,1.0,0.0,True
216.0,3.616683034374024,3.7200000000000006,1.0,0.0,True
217.0,2.608324903435172,2.4499999999999993,1.0,0.0,True
218.0,1.4944393484263756,1.4600000000000009,1.0,0.0,True
219.0,4.509994155437519,4.539999999999999,1.0,0.0,True
220.0,5.015534396025807,5.029999999999999,1.0,0.0,True
221.0,6.328335513171308,6.23,1.0,0.0,True
222.0,4.842796825396847,5.119999999999999,1.0,0.0,True
223.0,4.959278301711638,4.99,1.0,0.0,True
224.0,6.287455894811303,5.98,1.0,0.0,True
225.0,4.193108450464223,4.08,1.0,0.0,True
226.0,3.7925667698418337,3.9299999999999997,1.0,0.0,True
227.0,5.393732289333983,5.27,1.0,0.0,True
228.0,4.589081493926717,4.65,1.0,0.0,True
229.0,7.642167362080194,7.52,1.0,0.0,True
230.0,0.8239224073117661,0.9100000000000001,1.0,0.0,True
231.0,3.191384717357611,3.130000000000001,1.0,0.0,True
232.0,2.909479475705101,2.9800000000000004,1.0,0.0,True
233.0,5.069631754701288,5.02,1.0,0.0,True
234.0,5.11909304927282,5.07,1.0,0.0,True
235.0,5.6184265478288795,5.68,1.0,0.0,True
236.0,5.888907560053062,6.16,1.0,0.0,True
237.0,4.899747180624996,4.720000000000001,1.0,0.0,True
238.0,3.4187189499402955,3.6999999999999993,1.0,0.0,True
239.0,5.332124938885375,5.49,1.0,0.0,True
240.0,3.8724396413940174,3.6799999999999997,1.0,0.0,True
241.0,6.788811290287594,6.510000000000002,1.0,0.0,True
242.0,7.2017749979979575,7.260000000000002,1.0,0.0,True
243.0,7.266454694574385,7.359999999999999,1.0,0.0,True
244.0,3.2672211873853243,3.3599999999999994,1.0,0.0,True
245.0,3.8022494083834815,3.7699999999999996,1.0,0.0,True
246.0,4.6512238028616055,4.73,1.0,0.0,True
247.0,5.113396181896499,5.050000000000001,1.0,0.0,True
248.0,1.0613647095136898,0.9499999999999993,1.0,0.0,True
249.0,5.530032546021251,5.380000000000001,1.0,0.0,True
250.0,5.1975472025155405,4.960000000000001,1.0,0.0,True
251.0,6.793152316830401,4.880000000000001,1.0,0.0,True
252.0,5.29999736056984,5.300000000000001,1.0,0.0,True
253.0,4.82458986207995,4.630000000000001,1.0,0.0,True
254.0,4.8956651773665385,4.93,1.0,0.0,True
255.0,3.4080800999828966,3.5,1.0,0.0,True
256.0,-0.0007747706076450811,0.21000000000000085,1.0,0.0,True
257.0,3.905665748422699,3.76,1.0,0.0,True
258.0,4.88447303690435,4.85,1.0,0.0,True
259.0,5.583291123892369,5.49,1.0,0.0,True
260.0,6.494309407421582,6.5,1.0,0.0,True
261.0,1.6480839145071684,1.5899999999999999,1.0,0.0,True
262.0,6.2025233685338295,5.82,1.0,0.0,True
263.0,5.602397483584332,6.399999999999999,1.0,0.0,True
264.0,5.629113325366113,5.609999999999999,1.0,0.0,True
265.0,5.169373209683823,5.01,1.0,0.0,True
266.0,6.214763124645916,6.27,1.0,0.0,True
267.0,1.0070156260237084,1.1500000000000004,1.0,0.0,True
268.0,5.296315165514706,5.210000000000001,1.0,0.0,True
269.0,5.443140950877769,5.460000000000001,1.0,0.0,True
270.0,7.044299320729647,6.960000000000001,1.0,0.0,True
271.0,5.172166357846997,5.33,1.0,0.0,True
272.0,5.148153604345501,5.029999999999999,1.0,0.0,True
273.0,4.171752409789264,4.109999999999999,1.0,0.0,True
274.0,2.5415446243850788,2.380000000000001,1.0,0.0,True
275.0,4.559672873173233,4.460000000000001,1.0,0.0,True
276.0,2.635066079551663,2.66,1.0,0.0,True
277.0,6.5646717712903735,6.469999999999999,1.0,0.0,True
278.0,2.7638588361874774,2.5700000000000003,1.0,0.0,True
279.0,6.63246537465468,6.620000000000001,1.0,0.0,True
280.0,5.9146641129999376,5.9399999999999995,1.0,0.0,True
281.0,4.878065304906112,4.779999999999999,1.0,0.0,True
282.0,2.23059008657016,2.17,1.0,0.0,True
283.0,5.066732767417786,4.92,1.0,0.0,True
284.0,3.431279671220743,3.5,1.0,0.0,True
285.0,6.2666089232161575,6.420000000000002,1.0,0.0,True
286.0,5.702591882894013,6.07,1.0,0.0,True
287.0,2.1792336897084112,2.039999999999999,1.0,0.0,True
288.0,5.398891324654244,5.4399999999999995,1.0,0.0,True
289.0,7.471287991332474,7.690000000000001,1.0,0.0,True
290.0,6.059007524809528,6.399999999999999,1.0,0.0,True
291.0,4.346147075901648,4.449999999999999,1.0,0.0,True
292.0,6.097842505698242,6.27,1.0,0.0,True
293.0,7.225868896891388,7.629999999999999,1.0,0.0,True
294.0,6.005476639740259,6.600000000000001,1.0,0.0,True
295.0,6.652741833318147,6.739999999999998,1.0,0.0,True
296.0,3.2909126773783512,3.6899999999999995,1.0,0.0,True
297.0,5.1663294564357365,4.949999999999999,1.0,0.0,True
298.0,2.629453858598996,2.8499999999999996,1.0,0.0,True
299.0,6.105290404934389,6.32,1.0,0.0,True
300.0,6.0703362385981805,6.239999999999998,1.0,0.0,True
301.0,5.164471734416106,5.220000000000001,1.0,0.0,True
302.0,3.3975203240369285,3.210000000000001,1.0,0.0,True
303.0,5.9550753480959235,5.41,1.0,0.0,True
304.0,1.05169731025099,1.4100000000000001,1.0,0.0,True
305.0,5.463788479109013,5.6,1.0,0.0,True
306.0,4.724505972890847,4.949999999999999,1.0,0.0,True
307.0,2.725524371530046,2.75,1.0,0.0,True
308.0,6.04846643697023,5.93,1.0,0.0,True
309.0,5.248325166427602,5.1899999999999995,1.0,0.0,True
310.0,5.197359930059228,5.220000000000001,1.0,0.0,True
311.0,5.113949812913817,4.92,1.0,0.0,True
312.0,6.498673253701803,6.73,1.0,0.0,True
313.0,4.2536258050496585,4.15,1.0,0.0,True
314.0,5.634671429981051,5.6,1.0,0.0,True
315.0,5.046963692058026,4.91,1.0,0.0,True
316.0,3.6669288801152256,3.7300000000000004,1.0,0.0,True
317.0,5.308787701072422,5.699999999999999,1.0,0.0,True
318.0,2.6915198788791024,2.7300000000000004,1.0,0.0,True
319.0,0.5706440377013244,0.5999999999999996,1.0,0.0,True
320.0,5.34026489480723,5.220000000000001,1.0,0.0,True
321.0,5.6955292457002855,5.539999999999999,1.0,0.0,True
322.0,3.6901073355086713,3.8100000000000005,1.0,0.0,True
323.0,6.319641656924357,6.309999999999999,1.0,0.0,True
324.0,4.811200538408652,4.390000000000001,1.0,0.0,True
325.0,6.240163673721406,5.789999999999999,1.0,0.0,True
326.0,5.5836585478479615,5.609999999999999,1.0,0.0,True
327.0,6.474016571314621,5.720000000000001,1.0,0.0,True
328.0,6.0598843445441375,5.74,1.0,0.0,True
329.0,4.872206645485387,4.9399999999999995,1.0,0.0,True
330.0,5.323923527182416,5.4399999999999995,1.0,0.0,True
331.0,5.658056504393856,5.76,1.0,0.0,True
332.0,1.1386422196984327,1.1799999999999997,1.0,0.0,True
333.0,4.660937327423714,4.0600000000000005,1.0,0.0,True
334.0,5.36142086740405,5.58,1.0,0.0,True
335.0,6.498648334211942,6.370000000000001,1.0,0.0,True
336.0,3.352275001801253,3.4800000000000004,1.0,0.0,True
337.0,5.895156497118638,5.68,1.0,0.0,True
338.0,6.5699643789727675,6.350000000000001,1.0,0.0,True
339.0,4.178854682457011,4.18,1.0,0.0,True
340.0,4.989099238988089,5.130000000000001,1.0,0.0,True
341.0,5.660560774917923,5.59,1.0,0.0,True
342.0,3.1225841304947264,3.119999999999999,1.0,0.0,True
343.0,5.049001587801198,4.83,1.0,0.0,True
344.0,6.835974646619783,6.670000000000002,1.0,0.0,True
345.0,5.564745312668156,5.550000000000001,1.0,0.0,True
346.0,3.6841206850563566,3.67,1.0,0.0,True
347.0,5.370576390204704,5.4,1.0,0.0,True
348.0,5.7592891008552565,5.65,1.0,0.0,True
349.0,6.02209584414739,6.190000000000001,1.0,0.0,True
350.0,5.4624085480514095,5.41,1.0,0.0,True
351.0,3.3494291577073083,3.42,1.0,0.0,True
352.0,0.22171314537013487,-0.02999999999999936,0.0,0.0,True
353.0,4.774039770048233,4.74,1.0,0.0,True
354.0,6.695484495370327,6.75,1.0,0.0,True
355.0,5.496295218221762,5.9,1.0,0.0,True
356.0,7.039347015426043,6.75,1.0,0.0,True
357.0,4.990851484849537,4.92,1.0,0.0,True
358.0,7.984828561739691,7.77,1.0,0.0,True
359.0,5.291536813162704,5.369999999999999,1.0,0.0,True
360.0,2.5826711517108976,2.5999999999999996,1.0,0.0,True
361.0,4.331125143176987,4.279999999999999,1.0,0.0,True
362.0,5.543578193580935,5.43,1.0,0.0,True
363.0,3.704107765675378,3.7200000000000006,1.0,0.0,True
364.0,4.078277049520359,4.42,1.0,0.0,True
365.0,5.04599976511614,4.9,1.0,0.0,True
366.0,3.3244537214616194,3.5700000000000003,1.0,0.0,True
367.0,5.3563392522962125,5.289999999999999,1.0,0.0,True
368.0,6.979976692217469,7.02,1.0,0.0,True
369.0,4.912303827990198,5.0,1.0,0.0,True
370.0,3.564708968651235,4.130000000000001,1.0,0.0,True
371.0,6.5397428618386675,6.629999999999999,1.0,0.0,True
372.0,4.738566530594063,4.26,1.0,0.0,True
373.0,2.5950423423931817,2.8000000000000007,1.0,0.0,True
374.0,5.069686223687358,5.109999999999999,1.0,0.0,True
375.0,4.8888900558790525,4.779999999999999,1.0,0.0,True
376.0,4.706994143664693,4.98,1.0,0.0,True
377.0,4.110642678456757,5.18,1.0,0.0,True
378.0,5.6182693213343065,5.789999999999999,1.0,0.0,True
379.0,5.510826296094934,5.16,1.0,0.0,True
380.0,5.686184823387436,5.73,1.0,0.0,True
381.0,6.380623218205543,6.329999999999998,1.0,0.0,True
382.0,3.6365218205657968,3.6999999999999993,1.0,0.0,True
383.0,4.397708124036537,4.25,1.0,0.0,True
384.0,4.646402684258447,4.85,1.0,0.0,True
385.0,4.6555709820251865,4.890000000000001,1.0,0.0,True
386.0,4.923953306561945,4.789999999999999,1.0,0.0,True
387.0,3.253160223453904,3.0999999999999996,1.0,0.0,True
388.0,0.3466715221511443,0.28999999999999915,1.0,0.0,True
389.0,6.237889166226744,6.43,1.0,0.0,True
390.0,5.507120195292998,5.390000000000001,1.0,0.0,True
391.0,5.561335538863831,5.33,1.0,0.0,True
392.0,7.109386615400815,7.120000000000001,1.0,0.0,True
393.0,1.1042133665830995,1.33,1.0,0.0,True
394.0,5.079598313272104,5.1899999999999995,1.0,0.0,True
395.0,6.387357188201605,6.649999999999999,1.0,0.0,True
396.0,2.4537375141035653,2.2200000000000006,1.0,0.0,True
397.0,3.7538052496042766,4.470000000000001,1.0,0.0,True
398.0,1.207469451408098,1.1899999999999995,1.0,0.0,True
399.0,4.086361256710294,4.1,1.0,0.0,True
400.0,3.9561205016727716,3.9399999999999995,1.0,0.0,True
401.0,4.984018463510175,4.960000000000001,1.0,0.0,True
402.0,5.746243354709827,5.35,1.0,0.0,True
403.0,5.692556004625556,5.74,1.0,0.0,True
404.0,5.338641031242702,5.529999999999999,1.0,0.0,True
405.0,6.092130512597238,6.140000000000001,1.0,0.0,True
406.0,2.4019514451632773,2.5700000000000003,1.0,0.0,True
407.0,4.204246639808506,4.300000000000001,1.0,0.0,True
408.0,4.006452957876518,4.300000000000001,1.0,0.0,True
409.0,5.298094436530136,5.289999999999999,1.0,0.0,True
410.0,1.5153055221790799,1.6199999999999992,1.0,0.0,True
411.0,2.004765955709729,2.1400000000000006,1.0,0.0,True
412.0,5.647384469459157,5.65,1.0,0.0,True
413.0,4.869064534977948,5.130000000000001,1.0,0.0,True
414.0,5.421046830011953,5.8100000000000005,1.0,0.0,True
415.0,5.123644090287275,4.99,1.0,0.0,True
416.0,6.200286198782326,5.699999999999999,1.0,0.0,True
417.0,3.930294873601405,3.880000000000001,1.0,0.0,True
418.0,5.964235122799384,6.16,1.0,0.0,True
419.0,5.830816587928304,6.199999999999999,1.0,0.0,True
420.0,5.398822048843581,5.16,1.0,0.0,True
421.0,5.246983494413339,5.1,1.0,0.0,True
422.0,5.452357008955642,5.449999999999999,1.0,0.0,True
423.0,6.354178309671539,6.41,1.0,0.0,True
424.0,6.826183433525437,6.600000000000001,1.0,0.0,True
425.0,4.994058603422007,5.18,1.0,0.0,True
426.0,5.433802194749234,5.24,1.0,0.0,True
427.0,2.2753726341473843,2.5,1.0,0.0,True
428.0,5.575161173863788,5.52,1.0,0.0,True
429.0,4.909862701681483,4.880000000000001,1.0,0.0,True
430.0,4.427971094095327,4.49,1.0,0.0,True
431.0,4.4263478713916085,4.529999999999999,1.0,0.0,True
432.0,4.064988706782131,4.470000000000001,1.0,0.0,True
433.0,5.859444375961214,5.57,1.0,0.0,True
434.0,2.9929846702126386,3.17,1.0,0.0,True
435.0,0.2513218457717983,0.34999999999999964,1.0,0.0,True
436.0,4.760777694581287,4.9,1.0,0.0,True
437.0,5.374866115636035,5.289999999999999,1.0,0.0,True
438.0,3.591729039706788,3.5500000000000007,1.0,0.0,True
439.0,4.781196774457823,5.09,1.0,0.0,True
440.0,3.6821037337013607,3.8200000000000003,1.0,0.0,True
441.0,0.6861381873428662,0.75,1.0,0.0,True
442.0,0.6022732961355501,0.6600000000000001,1.0,0.0,True
443.0,5.383457118300503,5.32,1.0,0.0,True
444.0,2.049002519213719,1.9700000000000006,1.0,0.0,True
445.0,5.141853222248933,5.1,1.0,0.0,True
446.0,3.7007015547559305,3.83,1.0,0.0,True
447.0,5.8336222150727535,6.010000000000002,1.0,0.0,True
448.0,5.304944520124359,5.15,1.0,0.0,True
449.0,4.3129843447790845,4.460000000000001,1.0,0.0,True
450.0,1.9976711416463964,2.0500000000000007,1.0,0.0,True
451.0,5.211077223183615,5.199999999999999,1.0,0.0,True
452.0,4.733708881184498,4.960000000000001,1.0,0.0,True
453.0,3.5092230594891767,3.4800000000000004,1.0,0.0,True
454.0,6.24830402516325,6.260000000000002,1.0,0.0,True
455.0,4.185344172471723,3.869999999999999,1.0,0.0,True
456.0,5.570048367086732,5.5,1.0,0.0,True
457.0,2.817801993238138,3.0999999999999996,1.0,0.0,True
458.0,4.778152782014659,4.59,1.0,0.0,True
459.0,5.300433971497611,5.41,1.0,0.0,True
460.0,6.011934381057332,6.109999999999999,1.0,0.0,True
461.0,5.3819986392985735,5.43,1.0,0.0,True
462.0,2.720472201027913,2.4700000000000006,1.0,0.0,True
463.0,2.6892476903356552,3.1400000000000006,1.0,0.0,True
464.0,4.706659789461725,4.640000000000001,1.0,0.0,True
465.0,2.7114198120497046,2.84,1.0,0.0,True
466.0,5.404058699183153,5.470000000000001,1.0,0.0,True
467.0,3.1961015373587145,3.2200000000000006,1.0,0.0,True
468.0,6.021024581887262,6.190000000000001,1.0,0.0,True
469.0,3.610071696132224,3.51,1.0,0.0,True
470.0,4.028461385942372,3.8900000000000006,1.0,0.0,True
471.0,4.587794263872438,4.77,1.0,0.0,True
472.0,6.269579422788116,6.34,1.0,0.0,True
473.0,5.0315516379184055,5.07,1.0,0.0,True
474.0,5.416511736669346,5.52,1.0,0.0,True
475.0,4.841236242862077,4.529999999999999,1.0,0.0,True
476.0,4.3933470383151265,4.51,1.0,0.0,True
477.0,2.5730771109053268,2.710000000000001,1.0,0.0,True
478.0,2.5972114531540877,2.869999999999999,1.0,0.0,True
479.0,2.6387004253993176,2.789999999999999,1.0,0.0,True
