group,Escherichia/Shigella,Veillonella,Bacillus,Arthrobacter,Plesiomonas,Paracoccus,Ralstonia,Prevotella,Victivallis,Acetanaerobacterium,Erysipelotrichaceae_incertae_sedis,Gardnerella,Coprobacillus,Pseudoflavonifractor,Delftia,Bilophila,Paraprevotella,Stenotrophomonas,Alteromonas,Enhydrobacter,Campylobacter,Dorea,Pseudocitrobacter,Anaerostipes,Marinobacter,Terrisporobacter,Rothia,Lautropia,Flavonifractor,Slackia,Psychrobacter,Weissella,Methylophaga,Clostridium_XlVb,Mycoplasma,Anaerococcus,Clostridium_III,Enterobacter,Barnesiella,Lactobacillus,Limnohabitans,Sphingopyxis,Atopobium,Clostridium_XVIII,Sphingobium,Coprococcus,Senegalimassilia,Holdemania,Polaromonas,Klebsiella,Vulcaniibacterium,Paraeggerthella,Gordonibacter,Shinella,Negativicoccus,Howardella,Micrococcus,Devosia,Lachnospira,Actinomyces,Treponema,Luteimonas,Robinsoniella,Alloprevotella,Catonella,Kocuria,Desulfovibrio,Cloacibacillus,Comamonas,Pelomonas,Rummeliibacillus,Cellulosilyticum,Adlercreutzia,Eikenella,Methylobacterium,Tepidimonas,Flavobacterium,Coprobacter,Ruminococcus2,Oribacterium,Rhodococcus,Leptotrichia,Aggregatibacter,Abiotrophia,Peptoniphilus,Brachybacterium,Faecalibacterium,Dialister,Anaerosporobacter,Selenomonas,Alcanivorax,Cronobacter,Lachnoanaerobaculum,Ottowia,Bacteroides,Stomatobaculum,Porphyrobacter,Romboutsia,Acinetobacter,Helicobacter,Vibrio,Enterococcus,Mobilitalea,Succinivibrio,Hydrogenoanaerobacterium,Hyphomicrobium,Chitinimonas,Lacihabitans,Cloacibacterium,Hydrogenophaga,Paenibacillus,Moryella,Intestinibacter,Xenophilus,Parvimonas,Zoogloea,Megamonas,Ramlibacter,Sutterella,Roseovarius,Phascolarctobacterium,Blastococcus,Rhodoluna,Butyrivibrio,Moraxella,Roseburia,Tsukamurella,Cellvibrio,Cetobacterium,Haemophilus,Roseomonas,Faecalitalea,Odoribacter,Serratia,Oxalobacter,Pantoea,Elizabethkingia,Leuconostoc,Propionispira,Buttiauxella,Raoultella,Methyloversatilis,Leifsonia,Microbacterium,Terrimonas,Obesumbacterium,Algoriphagus,Pyramidobacter,Arcobacter,Filifactor,Christensenella,Catenibacterium,Finegoldia,Neisseria,Ezakiella,Acidaminococcus,Shuttleworthia,Acetatifactor,Isoptericola,Hydrogenophilus,Aquabacterium,Mitsuokella,Catabacter,Thiothrix,Fretibacterium,Cardiobacterium,Massilia,Brevibacterium,Salinihabitans,Herpetosiphon,Burkholderia,Sphingorhabdus,Lawsonia,Anaeroglobus,Gordonia,Phyllobacterium,Porphyromonas,Caulobacter,Gemella,Melaminivora,Faecalicoccus,Clostridium_sensu_stricto,Pseudorhodobacter,Pseudobutyrivibrio,Lysobacter,Peptococcus,Lachnospiracea_incertae_sedis,Chryseobacterium,Undibacterium,Oceanobacillus,Clostridium_IV,Lactococcus,Tannerella,Thiopseudomonas,Pseudoxanthomonas,Holdemanella,Phocaeicola,Murdochiella,Thalassospira,Pelagibius,Novosphingobium,Parabacteroides,Butyricicoccus,Collinsella,Marivita,Leucobacter,Granulicatella,Eisenbergiella,Succinatimonas,Oscillibacter,Lactonifactor,Rhizobium,Schwartzia,Alistipes,Diplorickettsia,Coprothermobacter,Akkermansia,Erysipelothrix,Saccharopolyspora,Sphingobacterium,Cnuella,Butyricimonas,Capnocytophaga,Megasphaera,Corynebacterium,Nocardioides,Ruminococcus,Scardovia,Bulleidia,Alloscardovia,Halobacteriovorax,Geodermatophilus,Dermacoccus,Bosea,Nitrosospira,Intestinimonas,Azoarcus,Pseudoramibacter,Gemmiger,Brevibacillus,Skermanella,Thermicanus,Bdellovibrio,Brevundimonas,Centipeda,Aquihabitans,Sphingomonas,Bradyrhizobium,Phenylobacterium,Clostridium_XlVa,Shewanella,Gemmobacter,Hyphomonas,Luteolibacter,Actinobacillus,Allisonella,Allobaculum,Schlegelella,Youngiibacter,Sandaracinobacter,Pseudonocardia,Anaerofilum,Olsenella,Bifidobacterium,Mucispirillum,Tepidimicrobium,Turicibacter,Exiguobacterium,Aureimonas,Piscicoccus,Fusicatenibacter,Blautia,Rhodobacter,Kinneretia,Acidovorax,Chitinilyticum,Fusobacterium,Pasteurella,Parasutterella,Streptomyces,Aestuariibacter,Mucilaginibacter,Citrobacter,Alkanindiges,Geobacillus,Flavisolibacter,Eggerthella,Peptostreptococcus,Anaerotruncus,Methanobrevibacter,Eubacterium,Proteus,Propionibacterium,Solobacterium,Hungatella,Staphylococcus,Streptococcus,Morganella,Clostridium_XI,Elusimicrobium,Sneathia,Aeromonas,Pseudomonas
oCRC(huadong cohort),0.405862458,0.045095829,0,0,0,0,0,0.270574972,0,0,0.011273957,0,0,0.0526118,0,0.011273957,0.007515971,0.007515971,0,0,0.060127772,0.943254416,0,0.037579857,0,0.033821871,0,0,0.217963172,0,0,0,0,0.161593386,0,0,0,0,0,0.011273957,0,0,0,0.018789929,0,0.033821871,0,0.003757986,0,0.011273957,0,0,0,0,0,0.011273957,0,0,0,0.015031943,0,0,0,0.003757986,0.214205186,0,1.382938745,0,0.003757986,0,0,0,0,0,0.003757986,0,0,0,1.206313416,0,0,0,0.011273957,0,0,0,44.88538144,0.071401729,0,0,0,0,0,0,8.169860955,0.003757986,0,0.124013529,0,0,0,0,0,0,0.003757986,0,0,0,0,0,0,0.037579857,0.150319429,0,0.1052236,0,0.601277715,0,0.263059,0,1.101089816,0,0,0,0,15.61067268,0,0,0,0.003757986,0,0,0.217963172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187899286,0,0.030063886,0,0,0.450958286,0,0,0,0.191657272,3.99473882,0,0,0,1.157459602,0,0,0,0,0,0,0,0,0,0,0.717775272,0,0.150319429,0,0,0.015031943,0.007515971,0,5.930101466,0,0,0,0.672679444,0,0.0526118,0.048853814,0,0,0,0,0.398346486,0,0,0,0,2.570462232,0,0,0,0,0,0,0,0,0.217963172,0,0,1.743705374,0,0,0,0,0,0,0.003757986,0,0,0,1.292747088,0,0,0,0,0,0.056369786,0,0,0,0,0,0.007515971,0,0.048853814,0,0,0.003757986,0,0,0,0.1052236,0.819240887,0,0,0,0,1.90529876,0,0.007515971,0,0,0,0,0,0,0,0,0.240511086,0.0263059,0,0.180383315,0,0,0,0.142803457,0,0.075159714,0,0,0,0,0,0
oCRC(huadong cohort),0.178519264,0.003245805,0,0,0,0,0,4.596059593,0,0.009737414,0.587490668,0,0.08114512,0.285630822,0,0.331072089,0.003245805,0,0,0.003245805,0,0.00649161,0,0.003245805,0,0,0,0,0.055178682,0,0,0.032458048,0,1.171735532,0,0,0.00649161,0,0.305105651,1.019182706,0,0,0.003245805,0.165536045,0,0.107111558,0,0.058424486,0,0.00649161,0,0,0,0,0,0,0,0,0,0.068161901,0,0,0,0,0,0,1.158752313,0.347301113,0.003245805,0,0,0,0,0,0,0,0,0.022720634,13.91151936,0,0,0,0,0,0,0,0.973741439,0.029212243,0,0,0,0,0.009737414,0,15.73566166,0,0,0.00649161,0.00649161,0,0,0.207731507,0,0,0.003245805,0,0,0,0,0.003245805,0,0,0,0,0.003245805,0,0.003245805,0,0.003245805,0,2.843325002,0,0,0,0,0.022720634,0,0,0,0.00649161,0,0,0.259664384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00649161,0,0,0.042195462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003245805,0,0,0,0,0,0.003245805,0,0,0,0,0,1.2853387,0,0.009737414,0,0,0.120094778,0,0,0,0,0.678373203,0,0,0,2.200655653,0,0,0,0,0,0,0,0,0,0,1.308059333,0,0.168781849,0,0,0.003245805,2.879028855,0,2.028627998,0.016229024,0,0,18.25440618,0,0,4.956343925,0,0,0,0,0.051932877,0,0,0.003245805,0,9.143432114,0,0,0,0,0,0,0,0,0.298614041,0,0,3.5184524,0,0,0,0,0.003245805,0,0,0.003245805,0,0,3.343178941,0,0,0,0,0,0.064916096,0,0,0,0,0,0.061670291,0.003245805,1.450874744,0.009737414,0,0,0,0,0,0,0.506345548,0,0,0,0,0.019474829,0.003245805,0.003245805,0.003245805,0,0,0,0,0,0,0.538803596,0.025966438,0.470641696,0.944529196,0.56152423,0,0,0,0.061670291,0.003245805,0.259664384,0,0.029212243,0,0,0,0
oCRC(huadong cohort),1.793000536,0.235491618,0,0,0,0,0.0023316,1.44326051,0,0,0.034974003,0,0.034974003,0,0.009326401,0.163212012,0,0.009326401,0,0,0,0.39404043,0,0.006994801,0,0,0.0023316,0,0.044300403,0,0,0,0,1.58548812,0,0,0,0,2.576418196,0.629532048,0,0.0023316,0.013989601,0.228496817,0,0.778754459,0.018652801,0.044300403,0,9.881321551,0,0,0.016321201,0,0,0,0,0,0,0.060621605,0,0,0,0.009326401,0,0,0.78574926,0,0,0,0,0,0,0,0.0023316,0,0,0,2.529786192,0.018652801,0,0,0,0,0.0046632,0,2.427195784,9.892979552,0,0,0,0,0.0023316,0,5.437291613,0.0023316,0,0.13756441,0.0046632,0,0,0.083937606,0,0,0,0,0,0,0,0,0,0,0.0046632,0,0.020984402,0,2.301289375,0,0,0,0.557252442,0,0,0,0,5.337032806,0,0,0,0.013989601,0,0,0.233160018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023316,0,0,0.0023316,0,0.016321201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011658001,0,0,0,0,0,0.0023316,0,0.039637203,0,0,0.023316002,0,0,0,0,11.35256126,0,0,0,0.876681667,0,0,0,0,0.0023316,0.0023316,0,0,0,0,3.219939845,0.0046632,0,0,0,0.027979202,0.020984402,0,0.613210847,0,0,0,13.59089743,0,0,0.037305603,0,0,0,0,0.202849215,0,0.373056028,0.0023316,0,2.121756161,0,0,0,0,0,0,0,0,0.016321201,0,0,3.331856653,0,0,0,0,0.013989601,0,0,0.006994801,0,0,1.461913311,0,0,0,0,0,0.081606006,0.030310802,0,0,0,0,0,0.0023316,0.748443657,0.0023316,0,0,0,0,0,0.181864814,1.70906293,0,0,0,0,0.016321201,0,0.489636037,0.0023316,0,0,0,0,0,0,0.0023316,0,0.067616405,0,1.718389331,0,0,0.016321201,0.046632004,0,7.689617384,0,0,0,0,0,0
oCRC(huadong cohort),34.70231068,13.70382864,0,0,0,0,0.042165627,0.084331253,0,0,0,0,0,0,0,0.008433125,0.025299376,0,0,0,0.033732501,0.033732501,0,0.016866251,0,0.008433125,0,0,3.120256367,0,0,0,0,0.042165627,0,0.008433125,0,0.008433125,0.016866251,0.008433125,0,0,0,0.236127509,0,0.025299376,0,0,0,0.016866251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008433125,0,0,0,0,0,0,0,0,0,0,0,0.168662506,0,0,0.050598752,0,0,0.016866251,0,0.41322314,0.177095632,0,0,0,0,0,0,25.2150447,0,0,0,0,0.008433125,0,0.168662506,0,0,0,0,0,0,0,0,0,0,0.016866251,0,0,0,0.151796256,0,0.008433125,0,0.042165627,0,0,0,0,0.151796256,0,0,0,0.008433125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092764378,0,0,0,0,0.151796256,0,0,0,0,0.008433125,0,0,0,0,0,0,0,0,0,17.27947377,0.008433125,0,0,0,0,0,0,0.016866251,0,0,0,0.008433125,0,0,0.042165627,0,0,0,0,0.008433125,0.008433125,0.016866251,0,0,0.075898128,0,0,0,0,0,0,0,0,0.008433125,0,0,0.075898128,0,0,0,0,0.025299376,0,0,0.033732501,0,0,2.79136448,0,0,0,0,0,0,0,0,0,0,0,0.008433125,0,0.025299376,0,0,0,0,0,0,0,0.059031877,0,0,0,0,0.177095632,0,0,0,0,0,0,0,0,0,0.016866251,0.016866251,0,0,0.025299376,0,0,0,0.008433125,0.008433125,0.14336313,0,0.109630629,0,0,0,0
oCRC(huadong cohort),31.24689854,0.106013443,0,0,0,0,0,0.103757838,0,0,0.00451121,0,0.108269049,0.002255605,0,3.211981775,0,0,0,0,0,0.281950647,0,0.5661569,0,0.002255605,0.212026887,0,0.054134524,0,0,0,0,1.533811522,0,0,0,0.063156945,0.015789236,0.550367664,0,0,0,0.024811657,0,2.596201561,0,0.011278026,0,0.124058285,0,0,0.006766816,0,0,0.022556052,0,0,0,0.06541255,0,0,0,0.00451121,0,0,0.020300447,0.128569495,0,0,0,0,0,0,0,0,0,0,1.423286868,0.018044841,0,0,0,0,0,0,0.394730906,0.011278026,0,0,0,0,0,0,5.079622863,0,0,0.00451121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002255605,0,0.00451121,0,0,0,0.956376596,0,0,0,0,0.018044841,0,0,0,0.002255605,0,0,0,0,0,0,0,0.013533631,0,0,0,0,0,0,0,0,0,0.033834078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006766816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031578473,0,0,0.031578473,0,0,0,0,0.331573961,0,0,0,0.033834078,0.031578473,0,0,0,0,0,0,0,0,0,1.70298191,0,12.78477015,0,0,0.015789236,0.076690576,0,0.180448414,0,0,0,1.242838454,0,0,0.036089683,0,0,0,0,0.033834078,0,0,0.024811657,0,0.173681599,0,0,0.002255605,0,0,0,0,0,0.00451121,0,0,0.022556052,0,0,0,0,0,0,0,0,0,0,2.630035639,0,0,0,0,0,0.009022421,0,0,0,0,0,0,0,0.078946181,0,0,0,0,0,0,0.00451121,1.463887761,0,0,0,0,23.31844634,0,0.50976677,0,0,0,0,0,0,0,0.078946181,0,0.027067262,0,0.175937204,0,0,0.011278026,0.049623314,0,5.839761808,0,0.002255605,0,0,0.002255605,0
oCRC(huadong cohort),0.17944338,0.034508342,0.044860845,0,0,0,0.001725417,0.265714236,0.046586262,0.001725417,0,0,0,0.015528754,0.018979588,0.170816295,0.362337595,0,0,0.008627086,0.003450834,1.796159221,0,0.051762514,0,0.010352503,0.003450834,0.001725417,0.638404334,0,0,0,0,1.033524855,0,0.001725417,0.003450834,0.003450834,2.060148041,0.018979588,0.050037096,0,0.001725417,0.35371051,0.001725417,2.270648929,0,0.027606674,0.063840433,0.013803337,0,0,0,0,0,0,0,0.001725417,0.005176251,0.006901668,0.013803337,0,0,0,0.015528754,0,4.284210708,0,0,0.001725417,0,0,0.003450834,0.017254171,0.003450834,0,0.003450834,0.001725417,2.517383577,0.001725417,0,0,0,0,0,0.022430423,7.410666529,0.044860845,0,0,0,0,0,0,26.68875201,0,0,0.046586262,0,0,0.001725417,0.001725417,0,0,0.006901668,0,0,0.037959177,0,0.015528754,0,0,0.025881257,0,0.165640043,0,0.072467519,0.005176251,0,0,0.835101886,0,0.006901668,0.005176251,0,0.867884811,0,0,0.010352503,0.015528754,0,0,0.207050054,0.005176251,0,0,0,0,0,0,0.005176251,0.001725417,0,0,0,0,0.001725417,0,0,0.006901668,0.006901668,0,0,0.001725417,0.001725417,0,0,0,0,0,0.001725417,0,0,0,0.001725417,0,0,0,0.008627086,0,0.005176251,0.003450834,0,0,0,0,0.869610228,0.008627086,0.029332091,0,0,0.051762514,0,0,0,0.003450834,4.4446745,0,0,0,0.276066739,0,0,0,0,0,0,0,0,0,0.001725417,1.323394931,0.003450834,1.4614283,0,0,0.017254171,0.041410011,0,4.453301586,0,0,0,5.773245682,0,0,16.33797471,0,0,0,0,0,0,0.010352503,0.013803337,0,2.24649309,0,0,0,0,0,0.001725417,0,0,0.087996273,0.001725417,0,3.031557879,0,0,0,0,0.006901668,0,0,0,0.001725417,0,0.914471073,0.01207792,0,0,0,0,0.003450834,0,0,0,0,0,0.013803337,0.001725417,1.875528409,0,0,0.006901668,0,0,0,0.92827441,0.426178029,0.006901668,0.001725417,0,0,0.776437704,0,0,0,0,0,0,0,0,0,0.015528754,0.11387753,0.11387753,0,1.145676967,0.001725417,0,0,0.020705005,0.006901668,0.105250444,0,0,0,0,0.005176251,0.020705005
oCRC(huadong cohort),14.48657972,0.03136189,0.067950762,0,0,0.002613491,0,28.02446227,0,0.020907927,0.005226982,0,0,0.015680945,0.002613491,0.300551447,0,0,0.002613491,0,0.104539634,0.026134908,0,0,0.007840473,0.002613491,0,0,0.117607088,0,0.002613491,0,0,3.308679403,0,0.020907927,0,0.002613491,0.015680945,0.015680945,0.099312652,0,0,0.007840473,0.005226982,0.039202363,0,0.002613491,0.052269817,0.078404725,0,0,0,0.002613491,0,0.028748399,0.002613491,0,0,0,1.095052662,0,0,0.486109296,0.339753809,0,0.007840473,0,0,0.007840473,0,0,0,0,0.005226982,0,0.002613491,0.005226982,0.480882315,0.067950762,0,0.041815853,0,0,0,0.013067454,2.448840917,9.390272587,0,0.77882027,0,0,0.381569663,0,7.443221912,0.292710974,0,0,0.002613491,0,0,0,0,0,0,0,0,0.060110289,0,0.018294436,0,0,0.002613491,0,0.731777435,0,0.018294436,0,0,0.007840473,0.535765622,0,0.007840473,0.010453963,0,0.109766615,0,0,0,0.005226982,0,0,0.005226982,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002613491,0,0.013067454,5.906489298,0,0,0,0,0,0.002613491,0,0.002613491,0,0,0.005226982,0,0,0,0.90165434,0,0,0,0,0,0.026134908,0.002613491,0,0,0,0,6.998928469,0.026134908,0.909494812,0,0,0.120220579,0.010453963,0,0,0.033975381,0.12544756,0,0,0,0.010453963,0.002613491,0.002613491,0,0,0,0.002613491,0,0,0,0,0.360661736,0.002613491,0.005226982,0,0,0,0.03136189,0,1.280610511,0,0.005226982,0,0.099312652,0.018294436,0,0.026134908,0,0,0,0,0.03136189,0,0.005226982,0,0,0.054883308,0,0,0,0,0,0,0.005226982,0,0.101926143,0,0,0.313618901,0,0,0,0,0,0,0,0.007840473,0,0,0.580194966,0.002613491,0,0,0,0,0.002613491,0,0,0,0,0,0.010453963,0.013067454,0.078404725,0,0,0,0,0,0,0,0.023521418,0.002613491,0,0.007840473,0,8.253404072,0,0,0,0,0,0,0,0,0,0.03136189,1.045396336,0.057496798,0,0.473041842,0,0,0.020907927,0.033975381,0,0.141128505,0,0,0,0,0.007840473,0.049656326
oCRC(huadong cohort),0.145025621,0.009668375,0.054787457,0.032227916,0,0,0.025782333,0.924941184,0,0,0.012891166,0,0,0.074124206,0.045119082,0.099906539,0,0.006445583,0,0.006445583,0,0.338393116,0,0.029005124,0,0,0.109574914,0.003222792,0.354507074,0,0,0,0,1.305230591,0,0.145025621,0.019336749,0.009668375,0,0.067678623,0.054787457,0,0.009668375,0.828257437,0,0.702568565,0,0.106352122,0.016113958,1.182764511,0.003222792,0,0.012891166,0.003222792,0,0.006445583,0.003222792,0.003222792,0,0.228818202,0.016113958,0.003222792,0,0.003222792,0,0,1.20210126,0,0.012891166,0.003222792,0,0,0,0,0.012891166,0.003222792,0.006445583,0,3.061652003,0,0.003222792,0.009668375,0,0,0.006445583,0.016113958,7.998968707,5.124238615,0,0.025782333,0,0,0.003222792,0,6.210319379,0,0,0.025782333,0.003222792,0,0.009668375,0.003222792,0,0,0.038673499,0,0,0.029005124,0,0.003222792,0,0,0.006445583,0,2.085146154,0,0.019336749,0.006445583,0,0.009668375,0.012891166,0,0.006445583,0.003222792,0,2.056141029,0.003222792,0.003222792,0.016113958,0.009668375,0,0,0,0.003222792,0,0,0,0,0,0,0,0.012891166,0,0,0,0,0,0.241709369,0.012891166,0.003222792,0,0,0,0.009668375,0.058010248,0.006445583,0,0,0,0,0,0,0,0,0.067678623,0,0.012891166,0,0,0,0.003222792,0.006445583,0.012891166,0,0,0,1.369686422,0.006445583,0.090238164,0,0,0.035450707,0,0,0,0.009668375,2.01746753,0,0,0,0.947500725,0,0,0,0,0,0.016113958,0,0.003222792,0,0,0.960391891,0.003222792,0.331947533,0,0,0.006445583,0.705791356,0,15.48229076,0,0.009668375,0.012891166,7.895839376,0,0,1.247220342,0,0,0,0,0,0.154693996,4.476457507,0.054787457,0,4.666602211,0,0,0,0,0,0.003222792,0,0,0.467304779,0.003222792,0,4.450675175,0,0,0,0,0.048341874,0,0,0.012891166,0.016113958,0,1.250443134,0,0,0,0,0,0,0,0.009668375,0,0,0,0.135357246,0.918495601,11.84375906,0,0,0,0,0,0,0.441522447,0.69290019,0,0.003222792,0.003222792,0,0.26426891,0,0.003222792,0,0,0,0,0,0,0,0.087015373,1.753198621,0.090238164,0,0.161139579,0.022559541,0.006445583,0.554320152,0.174030745,0.058010248,0.470527571,0,0,0,0,0.009668375,0.035450707
oCRC(huadong cohort),0.229162816,0.059138791,0,0,0,0,0,0.048050268,0.003696174,0,0.003696174,0,0.003696174,0.025873221,0,0.184808723,0,0,0,0,0,0.136758455,0,0.06653114,0,0.014784698,0,0,0.170024025,0,0,0.003696174,0,0.54703382,0,0,0,0.051746442,4.915912031,0.003696174,0,0,0.007392349,0.06653114,0,0.317871004,0,0.007392349,0,1.326926631,0,0,0,0,0,0.003696174,0,0,0.003696174,0.022177047,0,0,0,0.014784698,0,0,0.406579191,0.03326557,0,0,0,0,0.062834966,0,0,0,0,0.011088523,2.236185548,0,0,0,0,0,0,0,14.48900388,0.007392349,0,0,0,0,0.003696174,0,30.43060432,0,0,0.03326557,0,0.003696174,0,0,0,0,0,0,0,0,0,0,0,0,0.103492885,0,0.077619664,0,0.070227315,0,0.347440399,0,1.042321198,0,0,0,0,0.794677509,0,0,0,0.007392349,0,0,0.805766032,0,0.022177047,0,0,0,0,0,0,0,0,0,0,0,0,0.007392349,0,0,0.011088523,0.003696174,0,0,0,0.055442617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003696174,0,0,0,0,0,0.025873221,0,0.007392349,0,0,0.129366106,0,0,0,0.051746442,2.820181113,0,0,0,0.428756237,0,0,0,0,0.377009795,0,0,0,0,0,2.092034744,0,0.188504897,0,0,0.003696174,0.070227315,0,8.811679911,0,0,0,2.435778969,0,0,0,0,0,0,0,1.393457771,0,0,0,0,11.55424136,0,0,0,0,0,0,0,0,0.332655701,0,0,6.35742007,0,0,0,0,0,0,0,0,0,0,0.875993347,0.007392349,0,0,0,0,0.025873221,0,0,0,0,0,0.003696174,0.051746442,0.336351876,0,0.003696174,0,0,0,0,0.258732212,0.620957309,0,0,0,0,0.262428387,0,0.025873221,0,0,0,0,0,0,0,0.040657919,0.018480872,0.103492885,0.029569396,0.266124561,0,0,0,0.007392349,0,0.487895029,0,0,0,0,0.184808723,0
oCRC(huadong cohort),0.279134682,0,0.209351012,0,0,0,0,1.744591766,0,0,0,0,0.034891835,0.139567341,0,0.418702024,2.337752966,0,0,0,0.348918353,0.453593859,0,0,0,0,0.034891835,0,0.628053036,0.034891835,0,0,0,0.837404047,0,0,0,0.034891835,0,0.034891835,0,0,0,0.069783671,0.034891835,1.081646895,0.139567341,0,0,0,0,0,0,0,0,0,0,0,0,0.069783671,0,0,0,5.338450803,0,0,0.034891835,0,0,0,0,0,0,0,0,0,0,0,3.454291696,0,0,0,0,0,0,0,20.27215632,0.558269365,0,0,0,0,0.034891835,0,11.23517097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069783671,0,1.674808095,0,0,0,0,0,4.082344731,0,0,0,0,0.383810188,0,0,0,0,0,0,0.837404047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.477320307,0,0,0,0,0,0,0,0,0,0.104675506,0,0,0,0,0,0,0,0,0.628053036,0,0,0,0,0,0.139567341,0,0.069783671,0,0,0.069783671,0,0,0,0,1.744591766,0,0,0,0.209351012,0,0,0,0,0.034891835,0,0,0,0,0,6.210746685,0,0.802512212,0,0,0,0.034891835,0,7.117934403,0,0,0,6.140963015,0,0,0,0,0,0,0,1.011863224,0,0.034891835,0,0,1.70969993,0,0,0,0,0,0,0,0,0.52337753,0,0,2.337752966,0,0,0,0,0,0,0,0,0,0,3.140265178,0,0,0,0,0,0,0,0,0,0,0,0.034891835,0,2.512212142,0,0,0,0,0,0,0.244242847,1.186322401,0,0,0,0,0.628053036,0,0.558269365,0,0,0,0,0,0,0,0.034891835,2.651779484,0,0,0,0,0,0.383810188,0.034891835,0,0.139567341,0,0,0,0,0,0.104675506
oCRC(huadong cohort),0.084060906,0.038209503,0,0,0,0,0.001910475,19.09710945,0.013373326,0,0,0,0,0.026746652,0.009552376,0.133733259,0.332422674,0,0,0,0,0.194868464,0,0.007641901,0,0.007641901,0,0,0.034388552,0,0,0,0,0.013373326,0.013373326,0,0,0,2.330779665,0.024836177,0.007641901,0,0,0.328601723,0,0.563590165,0.462334983,0.005731425,0,0.038209503,0,0,0.011462851,0,0,0,0,0,0,0.017194276,0,0,0,0.005731425,0,0,0.005731425,0,0,0,0,0.022925702,0,0,0,0,0.001910475,0.011462851,0.059224729,0,0,0,0,0,0,0,18.3252775,7.857784231,0,0,0,0,0,0,12.88042336,0,0,0.084060906,0,0,0,0,0,0,0.00382095,0,0,0.001910475,0,0.001910475,0,0,0.034388552,0,0.001910475,0,0.015283801,0,0.382095027,0,0.051582829,0,0,0.001910475,0,1.492081081,0,0,0,0.068777105,0,0,0.391647403,0,0,0,0.001910475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001910475,0,0,0,0,0,0,0,0,0,0.001910475,0,0,0,0,0,0,0,0,0.099344707,0,0,0,0,0,0,0,0,0,0.001910475,0.615172994,0,0,0,0,6.119251858,0,0,0,0.355348375,0,0,0,0,0,0,0,0,0,0,1.482528705,0.005731425,0.548306364,0,0,0,0.001910475,0,1.681218119,0,0,0,3.368167663,0,0,1.814951378,0,0,0,0,0.202510364,0,0,0,0,4.434212789,0,0,0,0,0,0,0,0,0.011462851,0,0,5.43912271,0,0,0,0,0.00382095,0,0,0,0,0,0.804310032,0,0,0,0,0.001910475,0.064956155,0,0,0,0,0,0.001910475,0.129912309,5.607244522,0,0,0.06686663,0,0,0,0.14519611,0.170032287,0,0,0,0,0,0,0.036299028,0,0,0,0.001910475,0,0,0,0,0,0.005731425,0,1.163479357,0.019104751,0,0,0,0,0.082150431,0,0,0,0,0,0.007641901
