accession_id,ncbi_taxon_id_1380,ncbi_taxon_id_1730,ncbi_taxon_id_239934,ncbi_taxon_id_286,ncbi_taxon_id_239759,ncbi_taxon_id_292632,ncbi_taxon_id_841,ncbi_taxon_id_33024,ncbi_taxon_id_1654,ncbi_taxon_id_2172,ncbi_taxon_id_375288,ncbi_taxon_id_1678,ncbi_taxon_id_838,ncbi_taxon_id_61170,ncbi_taxon_id_946234,ncbi_taxon_id_904,ncbi_taxon_id_419014,ncbi_taxon_id_264995,ncbi_taxon_id_713,ncbi_taxon_id_1696,ncbi_taxon_id_216851,ncbi_taxon_id_547,ncbi_taxon_id_1378,ncbi_taxon_id_836,ncbi_taxon_id_1017280,ncbi_taxon_id_543311,ncbi_taxon_id_283168,ncbi_taxon_id_248744,ncbi_taxon_id_1263,ncbi_taxon_id_872,ncbi_taxon_id_29465,ncbi_taxon_id_577310,ncbi_taxon_id_1301,ncbi_taxon_id_816,ncbi_taxon_id_191303,ncbi_taxon_id_100883,ncbi_taxon_id_244127,ncbi_taxon_id_52225,ncbi_taxon_id_570,ncbi_taxon_id_581,ncbi_taxon_id_1578,ncbi_taxon_id_32207,ncbi_taxon_id_35832,ncbi_taxon_id_459786,ncbi_taxon_id_1350,ncbi_taxon_id_447020,ncbi_taxon_id_1485,ncbi_taxon_id_84162,ncbi_taxon_id_1080709,ncbi_taxon_id_189330,ncbi_taxon_id_102106,ncbi_taxon_id_397864,ncbi_taxon_id_906,ncbi_taxon_id_33042,ncbi_taxon_id_724,ncbi_taxon_id_104264,ncbi_taxon_id_135858,ncbi_taxon_id_577309,ncbi_taxon_id_572511,ncbi_taxon_id_1348911,ncbi_taxon_id_39948,ncbi_taxon_id_117563,ncbi_taxon_id_207244,ncbi_taxon_id_561,ncbi_taxon_id_177971,ncbi_taxon_id_158846,ncbi_taxon_id_40544,ncbi_taxon_id_84111,ncbi_taxon_id_-1,ncbi_taxon_id_32008,group
ERR695627,0.0,0.0679743,0.0298285,0.0,0.291512,0.028426800000000002,0.0023738,0.0,0.0,0.0693158,0.11457800000000001,7.529999999999999e-05,0.0037913,0.0,0.0,0.0,0.0,0.0,0.0003418,0.0,0.0045874999999999996,0.0,0.0,0.0,0.00035910000000000006,0.0,0.12460900000000001,0.0,0.0003413,0.0026559,0.0,0.0007297000000000001,0.0,0.20944000000000002,0.0003469,0.0,0.0,0.0,0.0035945,0.0,0.0,0.0,0.008852,0.001681,0.0,0.0,0.0041336,0.0,0.004214,0.0006837,0.0,0.0028444000000000004,0.0,0.0,4.8700000000000005e-05,0.0,0.0,0.0013498,0.0014185,0.0005394,0.00012790000000000002,0.0,0.0,0.012727899999999999,0.0,0.0006542000000000001,0.00046239999999999996,0.0,0.0053814,0.0,Inflammatory Bowel Diseases
ERR695630,0.0,0.138066,0.00159,0.0,0.012511299999999998,0.0133181,0.15478899999999998,0.0,0.0,0.0014448,0.0065537,0.0197133,0.190152,1.6600000000000004e-05,0.0002759,0.0,0.0,0.0,0.0,0.0,0.0902675,0.0,5.160000000000001e-05,0.0,0.0,0.0,0.003897,0.0,0.0598832,0.0,0.00022700000000000002,0.0006417,0.007116100000000001,0.128412,0.0,0.0012724000000000001,0.0,0.0,0.0006402999999999999,0.0,0.0002746,0.00018419999999999998,0.00038330000000000005,0.0009172999999999999,0.0,0.0,0.0017815,0.0,8.5e-06,0.0249955,0.0020105,0.0027329999999999998,0.0,0.0207475,0.000477,0.0,0.0041063,0.0,0.0129891,0.0,0.0031628,9.85e-05,0.0004496,0.0021627,0.0,0.0567582,0.0031254,0.00011479999999999999,0.0316803,0.0,Inflammatory Bowel Diseases
ERR695635,0.0,0.0084247,0.0052959,0.0,0.0226363,0.0059624,0.0606376,0.0,0.0,0.0039991,0.446663,0.0436262,0.0058822,0.0,0.0014068,0.0003633,0.0,0.0,0.0,0.0,0.0771052,0.0,0.0,0.0,0.0,0.0,0.0112449,0.0,0.0009814,2.0399999999999998e-05,0.0004353,0.0016064,0.0027938000000000004,0.0526273,0.0,0.0006257999999999999,0.0002998,0.0,0.0,0.0,5.41e-05,0.0,0.0008413,0.0002889,0.0,3.3299999999999996e-05,0.0103112,0.0,0.000402,0.0024273000000000003,0.0,0.00015869999999999998,0.047661499999999996,0.0003196,0.0005082,0.0,0.0,5.3400000000000004e-05,0.010023899999999999,0.0,0.0,0.0,0.0087895,0.0030864000000000004,0.0,0.0008582999999999999,0.153306,0.0014402,0.0062544,0.0005438,Inflammatory Bowel Diseases
ERR695625,3.3e-06,0.018243,1.1999999999999999e-05,0.0,0.006489699999999999,0.010563499999999998,0.025889099999999998,0.0,0.00026810000000000007,0.0,0.0287791,0.0076848,0.0,0.0,0.0004152,0.0,0.0003644,0.0003957,0.0,0.0,0.043933400000000004,5.73e-05,0.0,0.0,0.0,0.0,0.009704,0.0,0.0,0.0,0.004043,0.0,0.0072431,0.41279299999999997,0.0,0.0040233000000000005,0.0,0.0,0.37430399999999997,0.0,0.00021219999999999998,0.0,0.0,0.0,0.0019205999999999997,0.0,0.0009612999999999999,1.37e-05,0.0,9.599999999999999e-05,0.0,0.0,0.0004755,0.0,0.00014869999999999998,0.0,0.0,0.0,0.0033628000000000004,0.0,0.0,4.7999999999999994e-05,0.012054200000000001,0.0001349,6.83e-05,0.0,0.010404100000000001,0.0025342,0.012356100000000002,0.0,Inflammatory Bowel Diseases
ERR695599,0.0,0.162334,0.0042396000000000005,0.0,0.09534269999999999,0.0457374,0.019846,0.0,0.0,0.0,0.032437999999999995,0.0057848,0.0,0.00026460000000000003,0.00011740000000000001,0.0,0.0,0.0,0.0,0.0,0.101641,0.0,0.0,0.0,3.3299999999999996e-05,0.0,0.0091986,0.0,0.013354999999999999,0.0,0.000291,0.00043200000000000004,0.0029031,0.405897,0.0,0.0,0.0,0.0,0.0,0.0,0.0003607,0.0,0.009289299999999999,0.006460100000000001,0.0,0.00017649999999999998,9.22e-05,0.0,0.0,0.0028139999999999997,0.0010280999999999999,0.0124469,0.0,0.0039205,0.0002697,0.0,0.0,0.0,0.0057986,0.0006764,0.010760100000000002,0.0,0.0006147,0.0001547,0.0,0.0,0.0231853,0.0,0.022095899999999998,0.0,Health
ERR695601,0.0,0.45769799999999994,0.0058731,0.0,0.0483034,0.05505809999999999,0.012170199999999999,0.0,0.0,0.0,0.0182278,0.0078204,0.0,5.3e-05,2.28e-05,0.0,0.0,0.0,0.0,0.0,0.054506500000000006,0.0,0.0,0.0,0.0,0.0,0.006875399999999999,0.0,0.019436799999999997,0.0,7.84e-05,0.00033089999999999997,0.0010974000000000001,0.225103,0.0,0.0,0.0,0.0,0.0001957,0.0,0.0,0.0,0.0044069999999999995,0.0034858,0.0,0.0001548,0.0,0.0,0.0,0.0062435,0.0037169000000000004,0.025141,0.0,0.0085489,0.0001226,0.0,0.0,0.0,0.0062827,0.0009301,0.000487,0.0,0.001106,0.0004473999999999999,0.0,0.0,0.0007754999999999999,0.0,0.0252995,0.0,Health
ERR695623,0.0,0.013843600000000001,7.85e-05,0.0,0.0002331,0.00014519999999999998,0.0044502,0.0,0.0,4.88e-05,0.09785680000000001,0.0,4.48e-05,0.0,0.0001414,0.0,0.0,0.0,0.0,0.0,0.0002917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0168187,0.0,3.7000000000000005e-05,0.707145,0.0,0.0001181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68e-05,0.0,0.0,0.0070967,0.0,0.0,0.0002689,0.0007000000000000001,0.0,0.0,0.0,0.0011156,0.0,0.0,0.0,0.0025288,0.0,0.0,0.0,0.00010120000000000001,0.0,0.0,0.0,0.143304,0.0,0.0035946999999999997,0.0,Inflammatory Bowel Diseases
ERR695612,0.0,0.0801803,0.004228399999999999,0.0,0.0105955,0.045253100000000004,0.186667,0.0,0.0,0.0,0.0013614999999999999,0.0089987,0.166159,0.0013655999999999998,0.001707,0.0,0.0,0.0,0.0,0.0,0.131603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147584,0.0,0.001168,0.0,0.0134408,0.0575019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046905,0.0,0.000341,0.002001,0.0,0.0,0.013644799999999999,0.0087178,0.00010059999999999999,0.0024936,0.0164605,0.0010072,0.0,0.0,0.006942500000000001,0.0199455,0.0,0.0035407,0.0,0.000541,0.0006437000000000001,0.0,0.0531353,0.0025126,0.0,0.005468300000000001,0.0,Health
ERR695628,0.0,0.135126,0.00031669999999999995,9.090000000000001e-05,0.0876643,0.02106,0.0436889,0.0,0.0,0.0033645999999999997,0.024702900000000003,0.147415,0.0005011999999999999,0.00030619999999999996,0.0006644999999999999,0.0,0.0,0.0,0.0,0.0,0.138542,0.0,0.0,0.000103,2.3500000000000002e-05,0.00025499999999999996,0.012277499999999998,0.0,0.0343419,0.0,0.0023333,0.00043660000000000004,0.0072731,0.12888,0.0,0.0,0.0,0.0,0.0009404,0.0,0.006333999999999999,0.0,0.0044452,0.0039345000000000005,0.0,0.0001817,0.0006832,0.0,0.0,0.0093901,0.0111635,0.0462864,0.0,0.016480400000000003,0.0070618,0.0,0.0069018000000000005,0.0,0.004396199999999999,0.0002489,0.0307128,0.0,0.0,0.0013122999999999998,0.0,0.000145,0.0370643,0.0001449,0.022805,0.0,Inflammatory Bowel Diseases
ERR695634,0.0,0.008696500000000001,0.004806899999999999,0.0,0.0204825,0.0057534,0.0578604,0.0,0.0,0.0032892,0.454241,0.0454117,0.006281899999999999,0.0,0.0014217,0.00038030000000000003,0.0,0.0,0.0,0.0,0.0702255,0.0,0.0,0.0,0.0,0.0,0.0109712,0.0,0.0008258,0.0,0.00043430000000000004,0.0014080000000000002,0.0028886,0.0537765,0.0,0.0005559,0.0,0.0,0.0,0.00015910000000000002,5.35e-05,0.0,0.000848,0.00040599999999999995,0.0,0.0,0.0112002,0.0,0.00055,0.0022835999999999998,3.929999999999999e-05,0.00024319999999999998,0.0590332,0.000444,0.0005803,0.0,0.0,7.62e-05,0.009921200000000002,0.0,0.0001123,0.0,0.0084213,0.0029302,0.0,0.0008298,0.14668,0.0012369,0.0042403,0.0,Inflammatory Bowel Diseases
ERR695614,0.0,0.0468982,0.0010077999999999999,0.0,0.0806528,0.10049200000000001,0.0189802,0.0,0.0,0.0,0.019409999999999997,0.0243475,0.13090400000000002,0.0,7.71e-05,0.0,0.0,0.0,0.0,0.0,0.166374,0.0,0.0,0.0,0.0,0.0,0.0062491000000000005,0.0,0.012405999999999999,0.0,0.0002629,0.0,0.004511600000000001,0.17560800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014684,0.0038582,0.0,0.0004004,0.0001527,0.0,0.0,0.004954699999999999,0.007939,0.0178582,0.0,0.0124641,0.0,0.0,0.0,0.031051000000000002,0.0066064999999999995,0.0002264,0.0594604,0.0,0.0020734,0.001664,0.0,0.0016219,0.025104500000000002,0.0,0.034915,0.0,Health
ERR695610,0.0,0.051992500000000004,2.4299999999999998e-05,0.0,0.071009,0.09128130000000001,0.0063185,0.0,0.0,0.0001245,0.016013200000000002,0.0108945,0.0823976,0.00020160000000000002,4.27e-05,0.0,0.0,0.0,0.0,0.0,0.0912279,0.0,0.0,0.0,0.0,0.0,0.0059178,0.0,0.0024899,0.0,0.0006527000000000001,2.34e-05,0.0003412,0.111014,0.0,0.0,0.0,0.0,9.02e-05,0.0,0.0,0.0,0.0004293,0.0041607,0.0,7.25e-05,0.0,0.0,0.0,0.0025113,0.003312,0.0125126,0.0,0.138486,0.0,0.0,0.0,0.151663,0.0018285,0.0,0.110537,0.0,0.0001248,0.00012819999999999997,0.0,0.0006812999999999999,0.0189533,0.0,0.012542200000000002,0.0,Health
ERR695631,0.0,0.131499,0.0015266,0.0,0.011635200000000002,0.014682200000000001,0.146492,0.0,0.0,0.001113,0.0050678,0.0187646,0.17297200000000001,7.8e-06,0.0001517,0.0,0.0,0.0,0.0,0.0,0.0885158,0.0,6.92e-05,0.0,0.0,0.0,0.0033149,0.0,0.0572465,0.0,9.58e-05,0.0006125,0.0078983,0.113482,0.0,0.0012354999999999998,0.0,0.00017260000000000002,0.0002703,0.0,0.00029269999999999996,0.0001431,0.0005775,0.001032,0.0,0.0,0.0018907000000000001,0.0,4.79e-05,0.0225743,0.001842,0.0028115999999999996,0.0,0.0197003,0.0004172,0.0,0.0035929,0.0,0.0110436,0.0,0.0030373,0.00010240000000000001,0.0003086,0.0019587000000000003,0.0,0.053930099999999995,0.0028397,0.0002561,0.0947762,0.0,Inflammatory Bowel Diseases
ERR695615,0.0,0.048375,0.001096,0.0,0.0817382,0.09818160000000001,0.018616999999999998,0.0,0.0,9.97e-05,0.020642800000000003,0.023943,0.129605,0.0,7.71e-05,0.0,0.0,0.0,0.0,0.0,0.167404,0.0,0.0,0.0,0.0,0.0,0.0055471,0.0,0.0063165,0.0,0.00032980000000000005,0.0,0.0037532999999999998,0.178329,0.0,0.0,0.0004625,0.0,0.0001336,0.0,0.0,0.0,0.0012226,0.0036855,0.0,0.0001797,0.0001711,0.0,0.0,0.0047382,0.0073477,0.0181793,0.0,0.0129613,0.0,0.0,0.0,0.031265299999999996,0.0053203,0.0001994,0.0620364,0.0,0.0016405,0.0020586,0.0,0.0018640999999999998,0.025474999999999998,0.0,0.0370034,0.0,Health
ERR695613,0.0,0.08111829999999999,0.0040324,0.0,0.010535000000000001,0.0462705,0.184876,0.0,0.0,0.0,0.0037449,0.0095678,0.162383,0.0016193,0.0007377999999999999,0.0,0.0,0.0,0.0,0.0,0.130428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142721,0.0,0.00046600000000000005,0.0,0.0140385,0.0589035,0.0,0.0,0.0,0.0,0.00035319999999999997,0.0,0.0,0.0,0.0,0.0053155,0.0,0.00020880000000000003,0.0026055,0.0,0.0,0.0130525,0.0093299,0.0002702,0.0,0.0163937,0.0011052999999999998,0.0,0.0,0.0073149,0.022120599999999997,0.0,0.003338,0.0,0.0007327,0.0012752,0.0,0.05147090000000001,0.0018732000000000002,0.0,0.011797799999999999,0.0,Health
ERR695636,0.0,0.179272,1.3599999999999999e-05,0.0,0.0005474,0.0063483,0.0233408,0.0,0.0,0.0001541,0.0044586999999999995,0.008351299999999999,0.384818,3.0600000000000005e-05,8.25e-05,0.0,0.0,0.0,0.0,0.0,0.0571206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0210106,0.0,5.58e-05,0.0,0.0048762,0.120968,0.0,0.0031680999999999996,0.0,0.0,0.0,0.0,0.00011549999999999999,0.0,0.0,0.0001492,0.0,0.0,0.0034148,0.0,0.0,0.0084217,0.0018685,0.0001471,0.0005512000000000001,0.010269299999999999,9.740000000000001e-05,0.0,0.0075805,0.0,0.0107473,0.0,0.001142,0.0,0.0004333,0.0016858,0.0,0.125882,0.0010157999999999999,0.0,0.0118623,0.0,Inflammatory Bowel Diseases
ERR695603,0.0,0.08980439999999999,0.0012189000000000002,0.0,0.08838939999999999,0.0231806,0.010688600000000001,0.0,0.0,0.0,0.0465309,0.0067274,0.0,7.390000000000001e-05,0.0002501,0.0,0.0,0.0,0.0,0.0,0.130602,0.0,0.0,0.0,0.0,0.0,0.0104516,0.0,0.0011512,0.0,9.24e-05,3.43e-05,0.0003604,0.476295,7.48e-05,0.0,1.86e-05,0.0,0.0,0.0,0.0,0.0,0.011471,0.006581600000000001,0.0,0.0001197,0.0003666000000000001,0.0,0.0,0.0018565,0.0005366,0.0095643,0.0,0.0037046,1.87e-05,0.0,0.0,0.0,0.0066661,7.48e-05,0.017880599999999996,0.0,0.0014256,0.0001111,0.0,0.0,0.0399546,0.0,0.013723299999999999,0.0,Health
ERR695632,0.0,0.054094699999999996,0.0027096999999999998,0.0,0.042462599999999996,0.048902400000000006,0.100439,0.0,6.29e-05,0.0,0.0025668,0.0102264,0.30133299999999996,0.0009586,0.0008191,0.0,0.0,0.0,0.0,0.0,0.107248,0.0,0.0,0.0,0.0,0.0,0.0002644,0.0,0.0795779,0.0,0.0006314000000000001,0.00019180000000000003,0.0075264,0.129555,0.0,0.0,0.0,0.0,0.0,0.0,5.85e-05,0.0,0.0025833,0.0052581,0.0,0.0001375,0.0016162000000000001,0.0,0.0,0.0055405,0.0048398,0.0013367000000000001,0.0027639,0.0087338,0.001099,0.0,0.0,0.0046977,0.0080485,0.0,0.0020659,0.0,0.0006758000000000001,0.0004654,0.0,0.022328099999999997,0.0106897,0.0,0.0274922,0.0,Inflammatory Bowel Diseases
ERR695620,0.0,0.0873883,0.0759773,0.0,0.184837,0.049320300000000004,0.001879,0.0,0.0,0.0501034,0.10035999999999999,0.0019274000000000001,0.0,0.0,3.24e-05,0.0,0.0,0.0,0.0,0.0,0.006612399999999999,0.0,0.0,0.0,0.0006605,0.0,0.114527,0.00025269999999999996,0.0040537,0.0020609,0.0018595999999999999,0.0009166,0.0009427999999999999,0.24349900000000002,0.0009661,9.66e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0070501,0.0011919,0.0,0.0,0.0028976999999999996,0.0,0.0049033,0.0,0.0002094,0.0027033,0.0,0.0019852,0.0004972,0.0,0.0,0.0014892,0.0009683,0.0,0.0020480999999999997,0.0,0.00045420000000000004,0.0199448,0.0,0.0,0.0173133,0.0002118,0.0078596,0.0,Inflammatory Bowel Diseases
