accession_id,ncbi_taxon_id_644652,ncbi_taxon_id_1654,ncbi_taxon_id_1716,ncbi_taxon_id_416916,ncbi_taxon_id_1283313,ncbi_taxon_id_836,ncbi_taxon_id_544,ncbi_taxon_id_156454,ncbi_taxon_id_1263,ncbi_taxon_id_29465,ncbi_taxon_id_1301,ncbi_taxon_id_570,ncbi_taxon_id_47670,ncbi_taxon_id_581,ncbi_taxon_id_698776,ncbi_taxon_id_906,ncbi_taxon_id_620,ncbi_taxon_id_724,ncbi_taxon_id_150022,ncbi_taxon_id_580024,ncbi_taxon_id_117563,ncbi_taxon_id_561,ncbi_taxon_id_44249,ncbi_taxon_id_196081,ncbi_taxon_id_40544,ncbi_taxon_id_-1,ncbi_taxon_id_48736,ncbi_taxon_id_538,ncbi_taxon_id_841,ncbi_taxon_id_846,ncbi_taxon_id_46123,ncbi_taxon_id_2172,ncbi_taxon_id_1678,ncbi_taxon_id_61170,ncbi_taxon_id_713,ncbi_taxon_id_574697,ncbi_taxon_id_1243,ncbi_taxon_id_1378,ncbi_taxon_id_1253,ncbi_taxon_id_543311,ncbi_taxon_id_76833,ncbi_taxon_id_419014,ncbi_taxon_id_590,ncbi_taxon_id_191303,ncbi_taxon_id_52225,ncbi_taxon_id_1578,ncbi_taxon_id_459786,ncbi_taxon_id_84162,ncbi_taxon_id_397864,ncbi_taxon_id_46255,ncbi_taxon_id_165779,ncbi_taxon_id_1298,ncbi_taxon_id_577309,ncbi_taxon_id_207244,ncbi_taxon_id_177971,ncbi_taxon_id_158846,ncbi_taxon_id_201096,ncbi_taxon_id_84111,ncbi_taxon_id_162289,ncbi_taxon_id_1380,ncbi_taxon_id_239934,ncbi_taxon_id_286,ncbi_taxon_id_292632,ncbi_taxon_id_33024,ncbi_taxon_id_44471,ncbi_taxon_id_568,ncbi_taxon_id_375288,ncbi_taxon_id_838,ncbi_taxon_id_194,ncbi_taxon_id_482,ncbi_taxon_id_946234,ncbi_taxon_id_1743,ncbi_taxon_id_904,ncbi_taxon_id_123375,ncbi_taxon_id_216851,ncbi_taxon_id_613,ncbi_taxon_id_872,ncbi_taxon_id_1164882,ncbi_taxon_id_100883,ncbi_taxon_id_113286,ncbi_taxon_id_35832,ncbi_taxon_id_970,ncbi_taxon_id_583,ncbi_taxon_id_1279,ncbi_taxon_id_135858,ncbi_taxon_id_1348911,ncbi_taxon_id_39948,ncbi_taxon_id_830,ncbi_taxon_id_1730,ncbi_taxon_id_239759,ncbi_taxon_id_2129,ncbi_taxon_id_84108,ncbi_taxon_id_40323,ncbi_taxon_id_586,ncbi_taxon_id_264995,ncbi_taxon_id_57493,ncbi_taxon_id_1213720,ncbi_taxon_id_547,ncbi_taxon_id_160674,ncbi_taxon_id_1017280,ncbi_taxon_id_283168,ncbi_taxon_id_156973,ncbi_taxon_id_244127,ncbi_taxon_id_1357,ncbi_taxon_id_577310,ncbi_taxon_id_816,ncbi_taxon_id_2717,ncbi_taxon_id_32207,ncbi_taxon_id_1350,ncbi_taxon_id_447020,ncbi_taxon_id_1485,ncbi_taxon_id_580596,ncbi_taxon_id_848,ncbi_taxon_id_1257,ncbi_taxon_id_189330,ncbi_taxon_id_102106,ncbi_taxon_id_133925,ncbi_taxon_id_33042,ncbi_taxon_id_2701,ncbi_taxon_id_572511,ncbi_taxon_id_265975,ncbi_taxon_id_629,ncbi_taxon_id_53335,group
SRR5651455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014309000000000001,0.0005677999999999999,2.2100000000000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.001026,0.0,0.0,0.0,0.00040260000000000003,0.0,0.0,0.0,0.0003706,0.0,0.0,0.0008437,0.0,0.0,0.0,0.0063178999999999996,0.0002401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018992999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0633879,0.0,0.034816,0.0,0.0,0.0,0.048388400000000005,0.0,0.0,0.0,6.86e-05,0.0,0.0,0.0,0.0155505,0.0,0.0,0.0,0.0,0.0,0.0088118,0.0,0.0,0.0,0.0,0.0,0.008900700000000001,0.0,0.0261586,0.0634605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038110000000000005,0.0,0.0,0.715766,0.0,0.0,0.0,0.0,0.0005279,0.0,0.0001557,6.220000000000001e-05,0.0002285,0.0,0.0,0.0,0.0,0.0002147,0.0,0.0,0.0,Inflammatory Bowel Diseases
SRR5650059,7.28e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0113499,6.6e-06,0.0033921000000000003,0.0,0.0,0.0,0.0,0.0,0.0,7.75e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030376300000000002,0.0,0.0,0.024372599999999998,0.0,0.0,0.0,0.018257900000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.71e-05,0.0,0.0,0.0089833,0.0,0.0,0.0,0.0,0.0,0.0,0.005466100000000001,0.0,0.0,0.0,0.0025508,0.0,0.0,0.0,0.0,0.0051113,0.0,0.0,0.0,0.018884599999999998,0.0,0.0,0.0,0.0042859,0.0,0.0,0.0,0.141994,0.0,0.0,0.0,0.0081874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056327999999999996,0.026566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016946,0.0,0.0128782,0.46639400000000003,0.0,0.0,0.0,0.0049296,0.0141402,0.0,0.0,0.0009847,0.0006531000000000001,0.0,0.0,0.0548893,0.0,0.0770953,0.0,0.0,0.0,Inflammatory Bowel Diseases
SRR5651479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008535000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.823907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0303821,0.0,0.0,0.0,0.0,0.004111899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026469,0.0,0.0,0.0,0.0115151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012807299999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10281599999999999,0.0,0.0,0.0,Inflammatory Bowel Diseases
SRR5650023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0188168,5.270000000000001e-05,0.0043099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066598000000000004,0.015799399999999998,0.0,0.0,0.0100468,0.0,0.0,0.0,0.0447215,0.0001145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0404369,0.0049159,0.0,0.0,0.0,0.0,0.0,0.0,4.220000000000001e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0012582000000000001,0.0,0.07818280000000001,0.0,0.0,0.0,0.008678600000000002,0.303591,0.0,0.0,0.0,0.0,0.0,0.0,0.0304316,0.0,0.001164,0.0,0.0,0.0,0.000113,0.0,0.0,0.0,0.0,0.0023445,0.0639375,0.0001311,0.119711,0.056843199999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069391999999999995,0.0,0.0,0.0,0.0,0.09310369999999998,0.0,0.0,0.0,0.000131,0.0009962999999999999,0.0,0.0,0.0,0.0209935,0.004999699999999999,0.0,0.0528501,0.0,0.0076827,0.0,0.0,0.0,Health
SRR5650028,0.0001627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115014,0.0001004,0.0012442,0.017240099999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008879100000000001,0.025643799999999998,0.0,0.0,0.0124994,0.0,0.0,0.0,0.0616323,0.0004306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067491,0.0,0.013703799999999999,0.0,0.0,0.0,0.0,7.1e-05,0.0,0.0,0.0,0.0008651,0.0,0.0,0.0,0.0,0.085027,0.0,0.0,0.0,0.0689643,0.0,0.0,0.0,3.6899999999999996e-05,0.0,0.0,0.0,0.0349142,0.0,0.0,0.0,0.0,0.0,0.0024950999999999997,0.0,0.0,0.0,0.0,8.86e-05,0.0,0.0,0.130689,0.0473539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77e-05,0.0,0.0,0.0094315,0.0,0.0001516,0.0,0.0,0.23814800000000003,0.0,0.0,0.0,0.0008461,0.0017918,0.0,0.0,0.0,0.0154675,0.0778492,0.0,0.003741,0.0,0.0187108,0.0,0.0,0.0,Health
SRR5651444,0.00043400000000000003,0.0,0.0,0.0,0.0,0.0031685000000000003,0.0,0.0,0.0607035,0.0,0.0019222999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081981,0.0,0.0,0.0,0.0204383,0.0,0.0,0.0125061,0.0,0.0,0.0,0.0087323,0.0038561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005522000000000001,0.0157172,0.0,0.0,0.0,0.0,0.0,0.0,0.0001014,0.0,0.0,0.0,0.0013207,0.0,0.0,0.0003408,0.0,0.063056,0.0,0.0,0.0,0.13949999999999999,0.0019527,3.81e-05,0.0,0.0004546,0.0,0.0,0.0,0.0437305,0.0,0.0,0.0,0.0,0.0,0.0045232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0773397,0.16256900000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083959,0.0,0.0008284999999999999,0.0,0.0,0.263453,0.0,0.0,0.0,0.0020548000000000003,0.04715330000000001,0.0,0.0,0.0,0.0066032,0.0019034000000000002,0.0,0.0035878000000000004,0.0,0.034864900000000004,0.0,0.0,0.0,Health
SRR5650082,0.0020663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09686199999999999,0.0005627000000000001,0.013257399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046405000000000005,0.0,0.0,0.0,0.06358169999999999,0.0,0.0,0.11542,0.0,0.0,0.0,0.0089046,0.0028160999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003506,0.0185373,0.0,0.0,0.0,0.0,0.0,0.0,0.0060193,0.0,0.0,0.0,0.009810200000000002,0.0,0.0,0.0,0.0,0.0081235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036163000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0996852,0.0,0.0141755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014734,0.0001264,0.0,0.38630000000000003,0.0,0.0,0.0,0.0,0.052043,0.0005289,0.0,0.0,0.00031820000000000004,0.0,0.0,0.0,0.0,0.0860936,0.0,0.0,0.0,Inflammatory Bowel Diseases
SRR5650183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0225216,3.3999999999999996e-06,0.024019999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003892,0.0,0.0,0.0,0.020496599999999997,0.0,0.0,0.0065861999999999995,0.0,0.0,0.0,0.321226,0.0001804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030119999999999995,0.0,0.0124404,0.0044964,0.0,0.0,0.0,0.0,0.0,0.0,0.0020453,0.0,0.0,0.0,0.0030569,0.0,0.0,0.0,0.0,0.020971700000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007775,0.0,0.0,0.0,0.108675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001268,0.0071508000000000006,0.002327,0.299524,0.0,0.0,0.0,0.0016244,0.0014102000000000001,6.220000000000001e-05,0.0,0.0,0.006060800000000001,0.0139121,0.0,0.0,0.0,0.0127996,0.0,0.0,0.0,Inflammatory Bowel Diseases
SRR5650168,0.0009031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012678700000000001,0.0,0.0015798000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076528,0.0,0.0,0.0,0.0114351,0.0,0.0,0.0395506,0.0,0.0,0.0,0.0329995,0.0003128,0.0,0.0,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0091905,0.0,0.0284212,0.0,0.0,0.0,0.0,3.31e-05,0.0,0.0,0.0,0.0029016999999999997,0.0,0.0,0.0,0.0,0.05844119999999999,0.0,0.0,0.0,0.072616,0.0,0.0,0.0,0.0007377999999999999,0.0,0.0,0.0,0.0850486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0639624,0.0602105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0145583,0.0,0.0,0.0,0.0006624,0.39163400000000004,0.0,0.0,0.0,0.0,0.0045412,0.0,0.0,0.0,0.0498992,0.0,0.0,0.0099489,0.0,0.040072800000000006,0.0,0.0,0.0,Inflammatory Bowel Diseases
SRR5651416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038336999999999998,0.0280861,0.00038439999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0035833,0.0,0.0,0.0,0.0052729,0.0,0.0,0.0,0.0123378,0.0,0.0,0.16839300000000001,0.0,0.0,0.0,0.0216853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000201,0.0,0.0015888,0.0,0.0,0.0425764,0.0,0.0,0.0,0.0,0.323564,0.0,0.0,0.015277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039309,0.0,0.0,0.0,0.047788199999999996,0.0,0.274178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023354,0.0001399,0.0,0.0,0.0,0.0,0.0,0.0202805,0.0,0.0027288,0.0,0.0,0.0,Inflammatory Bowel Diseases
SRR5650178,0.0,0.0198016,0.0,0.00039489999999999995,0.0,0.0003686,0.0,0.0,0.0087384,9.3e-05,0.0006912,0.0,0.0,0.0,0.0,0.0,0.0,0.0004528,0.0,0.0,0.0,0.028155299999999998,0.0,0.0,0.038613800000000004,0.006177600000000001,0.0,4.7600000000000005e-05,7.23e-05,0.0,0.0,0.0,0.052378999999999995,0.0010077,0.0,0.0,0.0,0.0023733,0.0,4.51e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0039067,0.0,0.0,0.0,7.55e-05,0.0,0.0,4.1e-06,0.0,0.0,0.0,0.0,5.81e-05,0.0,0.0,0.0,0.013084799999999999,0.0,0.0,0.0,0.0751508,0.0828473,0.0,9.8e-06,0.00011290000000000002,0.0,0.0,0.0,0.0405724,0.0,0.0,0.0,0.0065128,0.0,0.0,0.0,0.0,0.0005645,0.0,0.0,0.057264300000000004,0.0,0.24357800000000002,5.999999999999999e-06,0.0,0.0007428999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011599999999999999,0.0,0.0,0.217097,0.0,0.0,0.0,0.0,0.027021000000000003,0.0,4.1200000000000005e-05,0.0026784,0.014331499999999999,0.0359875,0.0,0.0102303,0.0,0.0085931,0.0,0.0,0.0,Inflammatory Bowel Diseases
SRR5651408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0617502,0.0042344999999999995,0.0,0.0,0.0,0.0,0.0080381,0.0,0.04232469999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0000000000000001e-07,0.0,0.0,0.0003081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0127199,0.0,0.0,0.0,0.0,0.0,0.0410994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714605,0.0,0.0,0.0,0.0,0.0,0.005447499999999999,0.0,0.0,0.0,0.0,0.0,0.0224484,0.0,0.0,0.0014800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68097,0.0,0.0,0.0,0.0,0.0034251999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0442937,0.0,0.0,0.0,Inflammatory Bowel Diseases
SRR5650105,0.0020499,0.0002874,0.0,0.0,0.0,0.0,0.0017600000000000003,0.0,0.06021,0.0020831,0.143504,0.0026385,0.0,0.0,0.0,0.0,0.0,0.0004367,0.0,0.0,0.0001073,0.00026060000000000005,0.0,0.0,0.0,0.0282781,0.0,0.0,0.0098836,0.0,0.0,0.0,0.0012273,0.000182,0.0,0.0,0.0015939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003204,0.0030879,0.0,0.0,0.0001544,0.0,0.0,0.0,0.00046580000000000005,0.0,0.0,0.0,0.0031314000000000003,0.0,0.0,0.0,0.0,0.07854480000000001,0.0,0.0,0.0,0.0124155,0.0,0.0,0.0,3.6000000000000003e-06,0.0,0.0,0.0,0.110807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161658,0.0477842,0.0,0.0,0.0,0.0,0.0006892000000000001,0.0,0.0,0.00037860000000000004,0.0,0.0,0.0104593,0.0,4.94e-05,0.0012303,0.0,0.20836500000000002,0.0,0.0006054,0.0,0.011899600000000001,0.025127200000000002,0.0,0.0,0.0,0.0090609,0.0015112,0.0,0.0203939,0.0,0.037354599999999995,0.0,0.0,0.0,Inflammatory Bowel Diseases
SRR5650112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06761719999999999,0.0,0.00031350000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250536,0.0,0.0,0.08696660000000002,0.0,0.0,0.0,0.005334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00179,0.0,0.0,0.0,0.0,0.0,0.0,0.0024446,0.0,0.0,0.0,0.0,0.0,0.0,0.020809900000000003,0.0,0.0285338,0.0,0.0,0.0,0.0054064000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0804195,0.0,0.0,0.0,0.0,0.0,0.0038618000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.162093,0.07564549999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066467,0.0,0.0,0.0,0.0016446,0.371135,0.0,0.0,0.0,0.0016309000000000002,0.0028204000000000003,0.0,0.0,0.0,0.008385,0.0048569,0.0,0.0012955999999999998,0.0,0.035294599999999995,0.0,0.0,0.0,Inflammatory Bowel Diseases
SRR5650149,0.0007084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0572372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003349,0.0,0.0,0.0,0.0334212,0.0,0.0,0.013730500000000001,0.0,0.0,0.0058741,0.0221717,0.0002919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010575099999999999,0.0,0.042527800000000004,0.0,0.0,0.0,0.0,0.00010850000000000001,0.0,0.0,0.0,0.0001123,0.0,0.0,0.00034930000000000003,0.0,0.0464999,0.0,0.0,0.0,0.033007,0.0,0.0,0.0,0.0,0.0,0.0047033000000000005,0.0,0.10031499999999999,0.0,0.0,0.0,0.0,0.0,0.0027531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21689499999999998,0.0605049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026419999999999997,0.0,0.0,0.0002065,0.0,0.0020152,0.304733,0.0,0.0,0.0076956,0.0032787,9e-05,0.0,0.0,0.0,0.0062196000000000005,0.0,0.0,0.007618699999999999,0.0,0.0157571,0.0,0.0,0.0,Inflammatory Bowel Diseases
SRR5650068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035400999999999995,0.0001969,0.0018004999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94e-05,0.0,0.0,0.0,0.0,0.0163102,0.0,0.0,0.045610200000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005383,0.0,0.0,0.0,0.0,0.0,0.0,0.004059,0.0,0.0,0.0,0.0165788,0.0,0.0,0.0,0.0,0.26891200000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052078,0.0,0.0,0.0,0.0831757,0.0,0.0,0.0,0.0028878000000000003,0.0,0.0109145,0.0,0.0,0.0,0.0,0.0,0.018605,0.0,0.252415,0.0,0.0,0.0,0.0,0.0,0.0003179,0.0,0.0,0.0,0.0,0.0,0.0,0.0006723,0.0001052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028340099999999997,0.0003055,0.0,0.0,0.006311399999999999,0.0,0.0,0.0,0.0,0.196461,0.0,0.0,0.0,Inflammatory Bowel Diseases
SRR5650187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005725,0.000561,0.0,0.0,0.0,0.0,0.0,0.0,0.0401369,0.0,0.0,0.0,0.0022748,0.0,0.0,0.0,0.0503943,0.0,0.0,0.05545340000000001,0.0,0.0,0.0,0.0,0.0005344,0.000496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008611,0.0,0.0,0.0,0.0,0.0,0.0,0.0002635,0.0,0.0,0.0,0.0,0.0,0.0,0.0174207,0.0,0.029272999999999997,0.0,0.0,0.0,0.0169325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041528800000000005,0.0,4.15e-05,0.0,0.0,0.0,0.0058128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123034,0.257407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001226,0.017620200000000003,0.0,0.0,0.0,0.005448199999999999,0.287414,0.0,0.0,0.0,0.0,0.0002804,0.0,0.0,0.0,0.0023884,0.0026434999999999996,0.0,0.0005475,0.0,0.0276356,0.0,0.0,0.0,Inflammatory Bowel Diseases
SRR5651467,3.46e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027346699999999998,0.0014332999999999998,0.0004011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032244,0.0,0.0,0.0,0.056539400000000004,0.0,0.0,0.025569500000000002,0.0,0.0,0.0,0.0022869,0.0022378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045211999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0018742000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0346993,0.0008672,0.06853160000000001,0.0,0.0,0.0,0.048181699999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.382226,0.0,0.0,0.0,0.0,0.0,0.005616800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0075501000000000006,0.117479,0.015818099999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061088,0.0,0.0,0.0,3.66e-05,0.155072,0.0,0.0,0.0,0.0003028,0.0001936,0.0,0.0,0.0,0.0077012999999999995,0.0025646999999999996,0.0,0.0057119,0.0,0.0158691,0.0,0.0,0.0,Health
SRR5651414,0.0,0.0,0.0,0.0,0.0556079,0.0,0.0079496,0.0,0.0,0.0055431000000000005,0.0,0.0022492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0449668,0.0,0.0,0.0,0.0196475,0.0,0.0,0.0081911,0.0,0.0,0.0,0.003342,0.0,0.0,0.0,0.0,0.0,0.0,0.0075329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005438,0.0,0.0,0.0,0.0,0.0057393,0.0,0.0,0.0016996,0.0,0.0,0.0,0.0,0.772074,0.0,0.0,0.0,0.0,0.0,0.0012230000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0366439,0.0,0.0,0.0,0.0,0.0031439,0.0,0.0023559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031951,0.0,0.014509299999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0038419000000000005,0.0,0.0,0.0,Inflammatory Bowel Diseases
SRR5651430,0.0,0.0,0.0,0.0,0.0,2.07e-05,0.0,0.0,0.0292681,1.0400000000000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012202200000000002,0.0,0.0,0.0,0.0090877,0.0,0.0,0.018033900000000002,0.0,0.0,0.0,0.0072507,0.0001039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056938,0.0,0.0,0.0,0.0,0.0,0.0,0.0001294,0.0,0.0,0.0,7.43e-05,0.0,0.0,0.0021868,0.0,0.050073099999999995,0.0,0.0,0.0,0.0552975,0.0,0.0,0.0,0.00024480000000000004,0.0,0.0,0.0,0.11963599999999999,0.0,0.0,0.0,0.0,0.0,0.0030468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176602,0.29201499999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015825799999999998,0.0,9.15e-05,0.0,0.0,0.185811,0.0,0.0,0.0,6.49e-05,0.0035536,0.0,0.0,0.0,0.0062439,4.73e-05,0.0,0.0007166,0.0,0.0066686,0.0,0.0,0.0,Health
