accession_id,ncbi_taxon_id_1654,ncbi_taxon_id_416916,ncbi_taxon_id_1283313,ncbi_taxon_id_836,ncbi_taxon_id_544,ncbi_taxon_id_156454,ncbi_taxon_id_1263,ncbi_taxon_id_29465,ncbi_taxon_id_1301,ncbi_taxon_id_570,ncbi_taxon_id_581,ncbi_taxon_id_906,ncbi_taxon_id_620,ncbi_taxon_id_724,ncbi_taxon_id_117563,ncbi_taxon_id_642,ncbi_taxon_id_561,ncbi_taxon_id_196081,ncbi_taxon_id_40544,ncbi_taxon_id_-1,ncbi_taxon_id_538,ncbi_taxon_id_35823,ncbi_taxon_id_841,ncbi_taxon_id_846,ncbi_taxon_id_2172,ncbi_taxon_id_1678,ncbi_taxon_id_61170,ncbi_taxon_id_713,ncbi_taxon_id_574697,ncbi_taxon_id_1243,ncbi_taxon_id_1253,ncbi_taxon_id_543311,ncbi_taxon_id_419014,ncbi_taxon_id_191303,ncbi_taxon_id_52225,ncbi_taxon_id_1578,ncbi_taxon_id_459786,ncbi_taxon_id_397864,ncbi_taxon_id_46255,ncbi_taxon_id_1298,ncbi_taxon_id_577309,ncbi_taxon_id_207244,ncbi_taxon_id_158846,ncbi_taxon_id_84111,ncbi_taxon_id_162289,ncbi_taxon_id_1380,ncbi_taxon_id_239934,ncbi_taxon_id_286,ncbi_taxon_id_292632,ncbi_taxon_id_33024,ncbi_taxon_id_568,ncbi_taxon_id_375288,ncbi_taxon_id_838,ncbi_taxon_id_194,ncbi_taxon_id_482,ncbi_taxon_id_946234,ncbi_taxon_id_904,ncbi_taxon_id_1743,ncbi_taxon_id_216851,ncbi_taxon_id_872,ncbi_taxon_id_100883,ncbi_taxon_id_35832,ncbi_taxon_id_583,ncbi_taxon_id_469,ncbi_taxon_id_1279,ncbi_taxon_id_135858,ncbi_taxon_id_1348911,ncbi_taxon_id_39948,ncbi_taxon_id_32008,ncbi_taxon_id_830,ncbi_taxon_id_1730,ncbi_taxon_id_239759,ncbi_taxon_id_84108,ncbi_taxon_id_586,ncbi_taxon_id_547,ncbi_taxon_id_1017280,ncbi_taxon_id_283168,ncbi_taxon_id_156973,ncbi_taxon_id_244127,ncbi_taxon_id_582472,ncbi_taxon_id_577310,ncbi_taxon_id_1357,ncbi_taxon_id_816,ncbi_taxon_id_32207,ncbi_taxon_id_1350,ncbi_taxon_id_447020,ncbi_taxon_id_1485,ncbi_taxon_id_580596,ncbi_taxon_id_848,ncbi_taxon_id_1257,ncbi_taxon_id_189330,ncbi_taxon_id_102106,ncbi_taxon_id_133925,ncbi_taxon_id_33042,ncbi_taxon_id_2701,ncbi_taxon_id_572511,ncbi_taxon_id_53335,group
SRR5983433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006276,0.0013701,0.0,0.0,0.0051795,0.0,0.00032189999999999996,0.0,0.0,0.056301500000000004,0.0,0.0,0.0101688,0.0,0.0,0.0014946999999999998,0.0,0.0,0.0097906,0.0001693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.870000000000001e-05,0.0038494000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013672,0.0,0.056651499999999994,0.0,0.0,0.04626159999999999,0.0016650999999999999,0.0,0.0,0.0011665999999999998,0.0,0.0,0.0489296,0.0,0.0,0.0171885,0.0,0.0,0.0,7.58e-05,0.0,0.0149748,0.0,0.0,0.0259675,0.0403326,0.0,0.0,0.0,0.0,0.0,0.0,0.00023730000000000002,0.0,0.0,0.0,0.6407590000000001,0.0,0.0,0.0,0.0054901,0.0,0.0,0.0,0.0014294000000000002,0.0016910999999999999,0.0,0.0016760999999999998,0.0,0.0047745,0.0,nonIBD
SRR5983469,0.0,0.0,0.0,0.0,0.0008644,0.0,0.0019205999999999997,0.0010113,0.00043499999999999995,0.0002759,0.0,0.0,0.0,0.0014177999999999999,0.0,0.0,0.00037689999999999995,0.0,0.0,0.0029076,0.0,0.0,0.0157418,0.00021769999999999998,0.0,7.4e-06,0.000236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030829,0.011275299999999999,0.0001202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053038800000000004,0.0,0.0,0.033231300000000005,0.0,0.0,0.0,0.0001416,0.0,0.0,0.0608301,0.0001935,0.0,0.0053662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0380283,0.106186,0.0,0.0,0.001207,0.0003941,0.0134222,0.0,0.0001753,0.0,0.00017230000000000001,0.0,0.6444840000000001,0.0,0.0,0.0,0.0006262999999999999,0.0,0.0,0.0,0.0002586,0.0,0.0,4.3299999999999995e-05,0.0,0.0023101999999999997,0.0,Crohn Disease
SRR5983404,0.0,0.0,0.0,0.0,0.0,0.0,0.0092461,0.0,0.0,0.0,0.0,0.0008738,0.0,0.0,0.0,0.0,0.0041766,0.0,0.0,0.008369,0.0,0.0,6.85e-05,0.0,0.0,0.0041914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005442,0.0063094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012672,0.0,0.0281976,0.0,0.0,0.044466099999999995,0.0,0.0,0.0,0.0010125000000000002,0.0,0.0,0.037050099999999996,0.0,0.0,0.0037808000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0437436,0.0975073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.697527,0.0,0.0,0.0,0.0047561999999999995,0.0,0.0,0.0,0.0029741,0.000325,0.0,0.0005777,0.0,0.0030359000000000002,0.0,nonIBD
SRR5947863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6e-06,0.0,0.0,0.0,0.0015007,0.0,0.0,0.0,0.0,0.029868099999999998,0.0,0.0,0.0045103,0.0,0.0,0.0012119000000000001,0.0,0.0,0.0003232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034579,0.0,0.0,0.16530999999999998,0.548472,0.0,0.0,0.0018988,0.0,0.0,0.0097041,0.0,0.0,0.001832,0.0,0.0,0.0,0.0,0.0,0.021215900000000003,0.0,0.0,0.012688600000000001,0.055762400000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009748999999999999,0.0,0.129534,0.0,0.0,0.0,0.0057136999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004513100000000001,0.0,Crohn Disease
SRR5983478,0.0,0.0,0.0,0.0,0.0,0.0,0.0004125,5.13e-05,0.0,0.0,0.0,0.0,0.0,0.0004127,0.0,0.0,0.0,0.0,0.0,0.005277,0.0,0.0,0.0109817,0.0,0.0,0.0008636000000000001,4.28e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028836999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003822,0.0,0.009165200000000002,0.0,0.0,0.0114957,0.6471040000000001,0.0,0.0,0.0,0.0,0.0,0.14876699999999998,0.0,0.0,0.0008324,0.0,0.0,0.0,0.0,0.0,0.0176006,0.0,0.0,0.044622400000000007,0.031665200000000004,0.0,0.0,0.0,0.0,0.0002466,0.0,0.0,0.0,0.0,0.0,0.0598177,0.0,0.0,0.0,0.0015279999999999998,0.0,0.0,0.0,0.0008996,5e-06,0.0,0.0,0.0,0.0015032000000000001,0.0,nonIBD
SRR5983479,0.0,0.0,0.0,0.0,0.0004593,0.0,0.0,0.559636,0.0012980999999999997,0.0,0.0,0.0,0.0,0.0024218,0.0002477,0.0,0.0490803,0.0,0.0,0.016752799999999998,0.0,0.0,0.0072038,0.0,0.0,0.0466695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0718706,0.0,0.0,0.0,0.0,0.0,1.6100000000000002e-05,0.0,0.0,0.0,0.0001721,0.0,0.0024828000000000003,0.0,0.0,0.004167399999999999,0.0115572,0.0008269,0.0,0.006300399999999999,0.0,0.0,0.016335600000000002,0.0,0.0,0.0,0.0012813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002546,3.66e-05,0.0,0.0,0.0,0.0003304,0.0,0.0,0.000385,0.0,0.0,0.0,0.0674057,0.0016598,0.0,0.0,0.0553017,0.0101236,0.0,0.0,0.0129189,0.0,0.0,0.0,0.0,0.052804199999999996,0.0,Crohn Disease
SRR5983447,0.0,0.0,0.0,0.0,0.0,0.0,0.0083336,0.030623499999999998,0.0049099,0.0,0.0,0.0,0.0,0.0092825,0.0,0.0,0.030508599999999997,0.0,0.0,0.0111089,0.0,0.0,0.080753,0.0,0.0,0.014258600000000001,0.0,0.0,0.0,0.0,0.0,0.0,7.46e-05,0.0,0.0,0.0,0.009903700000000001,0.0,0.0,0.0,0.00064,0.0019159000000000001,0.00048669999999999996,0.0001575,0.0,0.0,0.0005373999999999999,0.0,0.0045533,0.0,0.0,0.005262600000000001,0.0079265,0.0,0.0,0.000317,0.0,0.0,0.145738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023162,0.0,0.0,0.0180318,0.0169995,0.0,0.0,0.0,0.0,0.0,0.0,2.49e-05,0.0,0.0023732,0.0,0.38201500000000005,0.0,0.0,0.0,0.0011657999999999998,0.0,0.0,0.0,0.0008119,0.0023535,0.0,0.192233,0.0,0.014384,0.0,"Colitis, Ulcerative"
SRR5983401,0.0,0.0,0.0,0.0,0.0,0.0,0.000268,0.0003343,0.0,0.0,0.0,0.0,0.0,2.28e-05,0.0,0.0,0.0,0.0,0.0,0.012462500000000001,0.0,0.0,0.152818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017735000000000001,0.020757599999999998,0.0,0.0,0.0952563,3.13e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0017098,0.0,0.0,0.0192993,0.0,0.0,0.0,1.09e-05,0.0040173000000000006,0.0,0.101775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002134,0.0,0.0,0.0,0.0632849,0.0187003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49514600000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004869699999999999,0.0005528999999999999,0.0,0.0063157,0.0,0.00038060000000000004,0.0,Crohn Disease
SRR5947818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0387186,0.0,0.0056040000000000005,0.0,0.0,0.0,0.010763700000000001,0.0,0.0,0.008262,0.0,0.0,0.0292735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144319,0.435112,0.0,0.0,0.0,0.0,0.0,0.0057999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016350000000000002,0.0,0.0,0.0011118,0.039555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018218000000000002,0.0,0.184687,0.0,0.0,0.0,0.0143297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0790065,0.0,Crohn Disease
SRR5947822,0.0,0.0,0.0,0.0,0.0,0.0,2.28e-05,0.0,0.0003075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002698,0.0,0.0,0.005343399999999999,0.0,0.0,0.0062083,0.0,0.0,0.0012553,0.000344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008099499999999999,0.0,0.0,0.0,0.0,6.85e-05,0.0,0.0,0.0,0.0,0.0875589,0.0,0.013803099999999999,0.0,0.0,0.0405854,0.146515,0.0,0.0,0.0004258,0.0,0.0,0.0771138,0.0,0.0,0.0012912000000000002,0.0,0.0,0.0,0.0,0.0,0.034520499999999996,0.0,0.0,0.0675547,0.145312,0.0,0.0,0.0,0.0,0.008652799999999999,0.0,0.0001456,0.0,0.0,0.0,0.34374099999999996,0.0,0.0,0.0,0.008390100000000001,0.0,0.0,0.0,0.000626,0.00015110000000000001,0.0,0.0,0.0,0.0016940999999999998,0.0,nonIBD
SRR5983425,0.0,0.0,0.0,0.0,0.0,0.0,0.0174758,0.0011729000000000002,0.0027704,0.0,0.0,0.017921599999999996,0.0,0.0126037,0.0,0.0,0.14868800000000001,0.0,0.0,0.034177400000000004,0.0,0.0,0.0046258,0.0,0.0,0.0992239,0.0031380999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037375000000000004,0.0,0.0,0.0,0.0,3.18e-05,0.0,0.0,0.0,0.0,0.0129122,0.0,0.140403,0.0,0.0,0.013411600000000001,0.0,0.0,0.0,0.00017759999999999998,0.0,0.0,0.06924469999999999,8.219999999999999e-05,0.0,0.0678959,0.0,0.0,0.0,0.0,0.0,0.0135744,0.0,0.0,0.062287800000000004,0.0191488,0.0,0.0,0.0,0.0,0.0,0.0,0.0002299,0.0,0.0161473,0.0,0.175947,0.0003119,0.0,0.0,0.0136561,0.0,0.0,0.0,0.0090785,0.0155855,0.0,0.0054608999999999994,0.0,0.018877599999999998,0.0,nonIBD
SRR5983391,0.0,0.0,0.0,0.0,0.0,0.0,0.0060533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011799000000000002,0.0,0.0,1.74e-05,0.0,0.0,0.0,0.0001516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032700000000000003,0.0,0.0,0.0,0.0,5.77e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.020423,0.0,0.0,0.045587300000000004,0.0,0.0,0.0,0.0,0.0705282,0.0,0.041947,0.0,0.0,0.0033693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013464700000000001,0.0749711,0.0,0.0,0.0,0.0,0.0030198000000000004,0.0,0.00042270000000000003,0.0,0.0,0.0,0.704222,0.0,0.0,0.0,0.000794,0.0,0.0,0.0,0.0019721,0.0004428,0.0,0.0012640000000000001,0.0,0.0068423,0.0,"Colitis, Ulcerative"
SRR5983270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018112,0.0,0.0438056,0.0075562,0.0,0.0,0.0051336,0.0,0.0,0.005948,0.0004823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0195098,0.0,0.0,0.040597900000000006,0.0002187,0.0,0.0,0.0,0.0,0.0,0.38705100000000003,0.0,0.0,0.0117959,0.0,0.0,0.0,0.0,0.0,0.022376,0.0,0.0,0.0039954,0.030210300000000002,0.0,0.0,0.0,0.0,0.0125161,0.0,0.0,0.0,0.0,0.0,0.39055999999999996,0.0,0.0,0.0,0.0101014,0.0,0.0,0.0,0.0014319,8.900000000000001e-06,0.0,0.0011147,0.0,0.0006649,0.0,"Colitis, Ulcerative"
