,taxa,genus,family,order,class
140,1578,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli
141,158481,Hahella,Hahellaceae,Oceanospirillales,Gammaproteobacteria
142,158846,Megamonas,Selenomonadaceae,Selenomonadales,Negativicutes
143,158848,Moellerella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria
144,16,Methylophilus,Methylophilaceae,Methylophilales,Betaproteobacteria
145,160798,Marinitoga,Petrotogaceae,Petrotogales,Thermotogae
146,161492,Anaeromyxobacter,Anaeromyxobacteraceae,Cystobacterineae,Myxococcales
147,1618113,Saccharicrinis,Marinilabiliaceae,Bacteroidales,Bacteroidia
148,1621534,Paraglaciecola,Alteromonadaceae,Alteromonadales,Gammaproteobacteria
149,162171,Magnetococcus,Magnetococcaceae,Magnetococcales,Alphaproteobacteria
150,162289,Peptoniphilus,Peptoniphilaceae,Tissierellales,Tissierellia
151,162491,Oerskovia,Cellulomonadaceae,Micrococcales,Actinobacteria
152,1637,Listeria,Listeriaceae,Bacillales,Bacilli
153,1637257,Mageeibacillus,Ruminococcaceae,Clostridiales,Clostridia
154,1643951,Pseudothermotoga,Thermotogaceae,Thermotogales,Thermotogae
155,1647190,Aquibacillus,Bacillaceae,Bacillales,Bacilli
156,1648511,Cnuella,Chitinophagaceae,Chitinophagales,Chitinophagia
157,1649459,Hungatella,Clostridiaceae,Clostridiales,Clostridia
158,1649490,Rubinisphaera,Planctomycetaceae,Planctomycetales,Planctomycetia
159,1649501,Tangfeifania,Prolixibacteraceae,Bacteroidales,Bacteroidia
160,1649512,Vulcaniibacterium,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria
161,1651,Alloiococcus,Carnobacteriaceae,Lactobacillales,Bacilli
162,1652133,Halobacteriovorax,Halobacteriovoraceae,Bdellovibrionales,Deltaproteobacteria
163,1653174,Actinotignum,Actinomycetaceae,Actinomycetales,Actinobacteria
164,1654,Actinomyces,Actinomycetaceae,Actinomycetales,Actinobacteria
165,165695,Sphingobium,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria
166,165696,Novosphingobium,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria
167,165697,Sphingopyxis,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria
168,165779,Anaerococcus,Peptoniphilaceae,Tissierellales,Tissierellia
169,165812,Sporanaerobacter,Tissierellales,Tissierellia,Firmicutes
170,1663,Arthrobacter,Micrococcaceae,Micrococcales,Actinobacteria
171,166484,Caminicella,Clostridiaceae,Clostridiales,Clostridia
172,1676142,Wenzhouxiangella,Wenzhouxiangellaceae,Chromatiales,Gammaproteobacteria
173,167639,Ilyobacter,Fusobacteriaceae,Fusobacteriales,Fusobacteriia
174,1678,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria
175,1679449,Pseudooceanicola,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria
176,168470,Laribacter,Chromobacteriaceae,Neisseriales,Betaproteobacteria
177,168694,Salinispora,Micromonosporaceae,Micromonosporales,Actinobacteria
178,168808,Sneathia,Leptotrichiaceae,Fusobacteriales,Fusobacteriia
179,1696,Brevibacterium,Brevibacteriaceae,Micrococcales,Actinobacteria
180,1707,Cellulomonas,Cellulomonadaceae,Micrococcales,Actinobacteria
181,171436,Tistrella,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria
182,1716,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria
183,171673,Inquilinus,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria
184,1730,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia
185,173479,Gemmatimonas,Gemmatimonadaceae,Gemmatimonadales,Gemmatimonadetes
186,1742989,Glutamicibacter,Micrococcaceae,Micrococcales,Actinobacteria
187,1742993,Pseudarthrobacter,Micrococcaceae,Micrococcales,Actinobacteria
188,1743,Propionibacterium,Propionibacteriaceae,Propionibacteriales,Actinobacteria
189,174708,Allobaculum,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia
190,1763,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria
191,1769729,Hathewaya,Clostridiaceae,Clostridiales,Clostridia
192,177971,Shuttleworthia,Lachnospiraceae,Clostridiales,Clostridia
193,1789690,Flaviaesturariibacter,Chitinophagaceae,Chitinophagales,Chitinophagia
194,1792239,Caviibacter,Leptotrichiaceae,Fusobacteriales,Fusobacteriia
195,18,Pelobacter,Desulfuromonadaceae,Desulfuromonadales,Deltaproteobacteria
196,1813,Amycolatopsis,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria
197,1817,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria
198,1822464,Paraburkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria
199,182639,Kribbella,Nocardioidaceae,Propionibacteriales,Actinobacteria
200,1827,Rhodococcus,Nocardiaceae,Corynebacteriales,Actinobacteria
201,182709,Oceanobacillus,Bacillaceae,Bacillales,Bacilli
202,1835,Saccharopolyspora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria
203,1839,Nocardioides,Nocardioidaceae,Propionibacteriales,Actinobacteria
204,1843210,Anaerocolumna,Lachnospiraceae,Clostridiales,Clostridia
205,1847,Pseudonocardia,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria
206,1849822,Paraclostridium,Peptostreptococcaceae,Clostridiales,Clostridia
207,1849828,Paeniclostridium,Peptostreptococcaceae,Clostridiales,Clostridia
208,1851,Saccharomonospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria
209,1865,Actinoplanes,Micromonosporaceae,Micromonosporales,Actinobacteria
210,186650,Microvirga,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria
211,1866885,Mycobacterium fortuitum complex,Mycobacterium,Mycobacteriaceae,Corynebacteriales
212,186829,Agitococcus,Carnobacteriaceae,Lactobacillales,Bacilli
213,186831,Acetoanaerobium,Clostridiales Family XIX. Incertae Sedis,Clostridiales incertae sedis,Clostridiales
214,1870884,Clostridioides,Peptostreptococcaceae,Clostridiales,Clostridia
215,187144,Caldithrix,Deferribacteraceae,Deferribacterales,Deferribacteres
216,1873,Micromonospora,Micromonosporaceae,Micromonosporales,Actinobacteria
217,187492,Thalassolituus,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria
218,188143,Enterovibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria
219,1883,Streptomyces,Streptomycetaceae,Streptomycetales,Actinobacteria
220,1884930,,,,
221,188905,Jannaschia,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria
222,189330,Dorea,Lachnospiraceae,Clostridiales,Clostridia
223,1906945,,,,
224,191,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria
225,1911556,,,,
226,1912216,,,,
227,191291,Nautilia,Nautiliaceae,Nautiliales,Epsilonproteobacteria
228,191303,Turicibacter,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia
229,191494,Conexibacter,Conexibacteraceae,Solirubrobacterales,Thermoleophilia
230,191769,Marinilactibacillus,Carnobacteriaceae,Lactobacillales,Bacilli
231,192992,Thermoleophilum,Thermoleophilaceae,Thermoleophilales,Thermoleophilia
232,194,Campylobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria
233,195950,Tannerella,Porphyromonadaceae,Bacteroidales,Bacteroidia
234,1960084,,,,
235,196080,Terasakiella,Methylocystaceae,Rhizobiales,Alphaproteobacteria
236,196081,Scardovia,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria
237,196082,Parascardovia,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria
238,198251,Candidatus Pelagibacter,Pelagibacteraceae,Pelagibacterales,Alphaproteobacteria
239,1988,Actinomadura,Thermomonosporaceae,Streptosporangiales,Actinobacteria
240,20,Phenylobacterium,Caulobacteraceae,Caulobacterales,Alphaproteobacteria
241,2000,Streptosporangium,Streptosporangiaceae,Streptosporangiales,Actinobacteria
242,200473,Brumimicrobium,Crocinitomicaceae,Flavobacteriales,Flavobacteriia
243,2004797,,,,
244,2005359,,,,
245,201096,Alicycliphilus,Comamonadaceae,Burkholderiales,Betaproteobacteria
246,2013,Nocardiopsis,Nocardiopsaceae,Streptosporangiales,Actinobacteria
247,202746,Sulfurimonas,Helicobacteraceae,Campylobacterales,Epsilonproteobacteria
248,202771,Zooshikella,Hahellaceae,Oceanospirillales,Gammaproteobacteria
249,202907,Collimonas,Oxalobacteraceae,Burkholderiales,Betaproteobacteria
250,2034,Curtobacterium,Microbacteriaceae,Micrococcales,Actinobacteria
251,203470,Tepidiphilus,Hydrogenophilaceae,Hydrogenophilales,Betaproteobacteria
252,2035811,,,,
253,203697,Derxia,Alcaligenaceae,Burkholderiales,Betaproteobacteria
254,2039240,,,,
255,204037,Dickeya,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria
256,2042899,,,,
257,2044,Pimelobacter,Nocardioidaceae,Propionibacteriales,Actinobacteria
258,204475,Gemmiger,Ruminococcaceae,Clostridiales,Clostridia
259,2048137,,,,
260,2050,Mobiluncus,Actinomycetaceae,Actinomycetales,Actinobacteria
261,2053,Gordonia,Gordoniaceae,Corynebacteriales,Actinobacteria
262,2056,Sphaerobacter,Sphaerobacteraceae,Sphaerobacterineae,Sphaerobacterales
263,2057233,,,,
264,2060,Tsukamurella,Tsukamurellaceae,Corynebacteriales,Actinobacteria
265,2063,Kitasatospora,Streptomycetaceae,Streptomycetales,Actinobacteria
266,207244,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia
267,207599,Solirubrobacter,Solirubrobacteraceae,Solirubrobacterales,Thermoleophilia
268,2086,Anaeroplasma,Anaeroplasmataceae,Anaeroplasmatales,Mollicutes
269,209,Helicobacter,Helicobacteraceae,Campylobacterales,Epsilonproteobacteria
270,2093,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes
271,2094023,,,,
272,212790,Sulfurihydrogenibium,Hydrogenothermaceae,Aquificales,Aquificae
273,212791,Enhydrobacter,unclassified Rhodospirillales,Rhodospirillales,Alphaproteobacteria
274,2129,Ureaplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes
275,2132,Spiroplasma,Spiroplasmataceae,Entomoplasmatales,Mollicutes
276,213485,Micavibrio,unclassified Alphaproteobacteria,Alphaproteobacteria,Proteobacteria
277,2147,Acholeplasma,Acholeplasmataceae,Acholeplasmatales,Mollicutes
278,215802,Enhygromyxa,unclassified Myxococcales,Myxococcales,Deltaproteobacteria
279,216851,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia
280,2172,Methanobrevibacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria
281,218204,Garciella,Eubacteriaceae,Clostridiales,Clostridia
282,22,Shewanella,Shewanellaceae,Alteromonadales,Gammaproteobacteria
283,222,Achromobacter,Alcaligenaceae,Burkholderiales,Betaproteobacteria
284,224465,Kofleria,Kofleriaceae,Nannocystineae,Myxococcales
285,224474,Desulfothermus,Desulfohalobiaceae,Desulfovibrionales,Deltaproteobacteria
286,225143,Oceanisphaera,Aeromonadaceae,Aeromonadales,Gammaproteobacteria
287,225447,Yaniella,Micrococcaceae,Micrococcales,Actinobacteria
288,226,Alteromonas,Alteromonadaceae,Alteromonadales,Gammaproteobacteria
289,227388,Thermodesulfobium,Thermodesulfobiaceae,Thermoanaerobacterales,Clostridia
290,227979,Jeotgalicoccus,Staphylococcaceae,Bacillales,Bacilli
291,2282523,,,,
292,2282740,,,,
293,2282741,,,,
294,2282742,,,,
295,2299,Desulfosarcina,Desulfobacteraceae,Desulfobacterales,Deltaproteobacteria
296,230494,Reinekea,Saccharospirillaceae,Oceanospirillales,Gammaproteobacteria
297,2330,Halanaerobium,Halanaerobiaceae,Halanaerobiales,Clostridia
298,233189,Anaerolinea,Anaerolineaceae,Anaerolineales,Anaerolineae
299,233191,Caldilinea,Caldilineaceae,Caldilineales,Caldilineae
300,234,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria
301,2349,Haliscomenobacter,Saprospiraceae,Chitinophagales,Chitinophagia
302,2357,Desulfomonile,Syntrophaceae,Syntrophobacterales,Deltaproteobacteria
303,236052,Propionicimonas,Nocardioidaceae,Propionibacteriales,Actinobacteria
304,236752,Fastidiosipila,Ruminococcaceae,Clostridiales,Clostridia
305,237,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia
306,2370,Xylella,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria
307,2373,Acetonema,Sporomusaceae,Selenomonadales,Negativicutes
308,239759,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia
309,239934,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae
310,240411,Chitinimonas,Burkholderiaceae,Burkholderiales,Betaproteobacteria
311,241189,Hespellia,Lachnospiraceae,Clostridiales,Clostridia
312,244127,Anaerotruncus,Ruminococcaceae,Clostridiales,Clostridia
313,244698,Gillisia,Flavobacteriaceae,Flavobacteriales,Flavobacteriia
314,245876,Nitratireductor,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria
315,246875,Algoriphagus,Cyclobacteriaceae,Cytophagales,Cytophagia
316,246876,Cryomorpha,Cryomorphaceae,Flavobacteriales,Flavobacteriia
317,248744,Marvinbryantia,Lachnospiraceae,Clostridiales,Clostridia
318,252356,Maribacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia
319,252965,Mahella,Thermoanaerobacterales Family IV. Incertae Sedis,Thermoanaerobacterales,Clostridia
320,253183,Myceligenerans,Promicromonosporaceae,Micrococcales,Actinobacteria
321,253238,Ethanoligenens,Ruminococcaceae,Clostridiales,Clostridia
322,253255,Soehngenia,Tissierellaceae,Tissierellales,Tissierellia
323,254250,Isoptericola,Promicromonosporaceae,Micrococcales,Actinobacteria
324,255204,Pseudoclavibacter,Microbacteriaceae,Micrococcales,Actinobacteria
325,256319,Chlorobaculum,Chlorobiaceae,Chlorobiales,Chlorobia
326,258255,Pseudovibrio,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria
327,261684,Thermosinus,Sporomusaceae,Selenomonadales,Negativicutes
328,261933,Pleomorphomonas,Methylocystaceae,Rhizobiales,Alphaproteobacteria
329,261963,Kangiella,Alcanivoracaceae,Oceanospirillales,Gammaproteobacteria
330,262,Francisella,Francisellaceae,Thiotrichales,Gammaproteobacteria
331,262406,Thermobaculum,unclassified Terrabacteria group,Terrabacteria group,Bacteria
332,264995,Anaerofustis,Eubacteriaceae,Clostridiales,Clostridia
333,265,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria
334,265487,Blastopirellula,Planctomycetaceae,Planctomycetales,Planctomycetia
335,265570,Sulfurovum,unclassified Epsilonproteobacteria,Epsilonproteobacteria,delta/epsilon subdivisions
336,265975,Oribacterium,Lachnospiraceae,Clostridiales,Clostridia
337,265976,Serinicoccus,Intrasporangiaceae,Micrococcales,Actinobacteria
338,265980,Alkalimonas,unclassified Gammaproteobacteria,Gammaproteobacteria,Proteobacteria
339,267408,Arsenicicoccus,Intrasporangiaceae,Micrococcales,Actinobacteria
340,267986,Owenweeksia,Cryomorphaceae,Flavobacteriales,Flavobacteriia
341,269258,Nitratiruptor,unclassified Epsilonproteobacteria,Epsilonproteobacteria,delta/epsilon subdivisions
342,2697,Heliobacterium,Heliobacteriaceae,Clostridiales,Clostridia
343,270,Thermus,Thermaceae,Thermales,Deinococci
344,2701,Gardnerella,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria
345,271159,Nicoletella,Pasteurellaceae,Pasteurellales,Gammaproteobacteria
346,2717,Cardiobacterium,Cardiobacteriaceae,Cardiobacteriales,Gammaproteobacteria
347,2723,Hirschia,Hyphomonadaceae,Rhodobacterales,Alphaproteobacteria
348,2735,Verrucomicrobium,Verrucomicrobiaceae,Verrucomicrobiales,Verrucomicrobiae
349,2737,Vagococcus,Enterococcaceae,Lactobacillales,Bacilli
350,2742,Marinobacter,Alteromonadaceae,Alteromonadales,Gammaproteobacteria
351,2745,Halomonas,Halomonadaceae,Oceanospirillales,Gammaproteobacteria
352,2747,Carnobacterium,Carnobacteriaceae,Lactobacillales,Bacilli
353,2753,Synergistes,Synergistaceae,Synergistales,Synergistia
354,278993,Thermincola,Peptococcaceae,Clostridiales,Clostridia
355,280472,Aquiflexum,Cyclobacteriaceae,Cytophagales,Cytophagia
356,28050,Lachnospira,Lachnospiraceae,Clostridiales,Clostridia
357,28065,Rhodoferax,Comamonadaceae,Burkholderiales,Betaproteobacteria
