,taxa102106,taxa1263,taxa1301,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa33042,taxa375288,taxa397864,taxa459786,taxa561,taxa572511,taxa724,taxa816,taxa841,condition
10,0.010982074635942824,0.013567082327739883,,0.0020995034390848912,0.04226264549215877,0.07972127111430644,0.0018657460285699532,,0.04304786840488761,0.004243296648568878,0.15647228717529207,0.017221566993116996,0.018753298719983557,0.11443487778390402,0.029652790292355617,0.0623644151788302,0.07386145044684803,0.001477342626400217,,0.014413111623581979,,0.3047451807522339,0.008814190316194246,Control
11,,0.004079375755315665,,,,0.17291277073466546,0.011699370460951123,7.6588970398059e-05,0.05638943992086616,,0.05424575921501574,0.03491707369753414,,0.008078211521919084,8.489623967403898e-05,0.02197748871857636,0.0325185016563378,,,0.0041846349355320455,0.0002456722926128216,0.5623676852087955,0.03622253067180582,Control
12,0.0036163169158707903,0.032604255575409594,0.0002667347722614242,0.004405170816814151,0.0020169152757733176,0.22873842268897193,0.01591123621265898,0.001930408018713739,0.02096924201271639,,0.06563247709333588,,0.016654502377847852,0.021672874758657482,0.10935195300764217,0.02866119554123322,0.03097621519180212,,,0.012736655152629568,0.0012370092542685368,0.3743776503592504,0.028240764974142404,Treat
13,0.002590535127041473,0.03389635706245408,0.00016339679155859577,,0.0014908077749835069,0.9155581083550289,0.0028633534220535504,1.5777630114489637e-05,0.0057673818532442585,,0.00046397690285652235,,,0.016304067233128147,0.002816701803275379,0.0001181231993556834,,,0.00017194365301413875,0.002006840230028686,0.00028156644124827676,0.013549407592628784,0.0019416549279855048,Treat
14,0.0017591283592593493,0.0041158548090086036,0.00010875553379259485,,0.014203387219116095,0.11798145668864621,0.0018116651975113682,3.9644707990861015e-05,0.001775173150195725,0.8117865096928649,0.007876123272359892,0.012245046657569175,,0.005976678994048541,0.0007157440492936815,0.0006029350946329497,0.004770516057719943,3.518594503591044e-05,0.0009961281783446387,0.00042036226303061766,7.158791633226193e-05,0.010939664985990515,0.0017684512272560645,Treat
15,2.564508637035544e-05,0.01781326237901543,0.0006950127383310546,,,0.45647346713950615,0.0016255894989363137,0.0001407698957871559,0.05890799930048334,0.002375105238634136,0.02970009978631381,0.00707421252410976,0.004908902099007941,0.043391980501752164,0.003660449858187963,0.012352342071461976,,0.001089020137601865,0.00184057565672539,0.006975092720403613,0.0007158995797604044,0.3134317738029304,0.036802799984680765,Treat
16,0.008571121031665262,0.011365392255786113,0.0007960451582977927,0.0021392861405505437,0.0031130206185304527,0.4743693052906415,0.045069000675981144,0.00602208571319679,0.02432887448335197,,0.022606837089699548,,0.0056404940079045045,0.06688851937855986,0.09363143693873678,0.008728339268650078,0.02454036232859346,,,0.02214881795870909,0.00013533313114261038,0.15496632095376275,0.024939407576239667,Treat
17,0.012746716149679595,0.000562772302926596,,0.0004778247999051861,0.0013639132236948459,0.41663242173337334,0.01789414246555753,0.002248617298223544,0.010488054250636893,0.31796865905012756,0.018132348604515028,,,0.05704705477731551,0.05715377866101908,0.00033982924880758894,0.016243649756737387,,0.0003485790378024038,0.016698874204799465,,0.0305836122379123,0.0230691521969662,Treat
18,0.014116542026754147,0.00012925859908230835,0.0013691641957445213,0.01224101478413951,0.023571381174779395,0.32999854917837296,0.017472982033040856,0.002352807104691227,0.006050204241231676,,0.05139667591114778,,0.006357418865097069,0.18930823639783706,0.1298282387224502,0.004464381591327681,0.06942389176292818,,0.000430761796476623,0.012426260392708055,,0.10109074553112765,0.02797148569106323,Treat
19,0.012547559104749376,0.0032158831539752194,0.0010464343386115435,,0.005038459251678982,0.529335592049346,0.025128635426822185,0.0037253984848391697,0.009758443975510008,0.09623923913820373,0.017189237869889722,,0.0002110780278160732,0.060098247625091604,0.05337882315118451,0.003987744448273171,0.01870544952650655,,,0.02307529025226689,,0.0898025463058139,0.04751593786942129,Treat
20,,0.0024250485636299196,,,,0.679666384120911,0.001865032946215522,0.0003709087315552852,0.005722281460970592,,0.02114127323422931,0.01176265059385674,,0.004353354396179839,0.0009516406936368965,0.008238923989720466,0.021798015075749928,,,0.003345858241604761,,0.22581115381217223,0.012547474139567596,Treat
21,,0.0009611316643158017,0.0007448144830212768,,,0.8851238635066953,0.006462206149693464,0.0006064776178794947,0.005327360657997846,,0.005408619814553138,0.023192618731613643,,0.003906004914811013,0.0032469795652169723,0.0022324588877675505,0.0017217363524335673,,,0.004069472365932863,,0.05144284878416011,0.005553406503907831,Treat
22,0.000960648024417053,0.008330139835250537,0.00036264759784544867,7.803250772238112e-05,0.0035972715656245415,0.6425494906400563,0.000755337711164014,0.0001263448081557162,0.0030088826070091106,0.25587495951814077,0.023057757852531856,0.005547178301686357,0.001278969765158462,0.009025341624702414,0.00034183327458993525,0.002181670170797329,0.009104205348267926,0.000537643978207206,,0.0007294682384951812,0.00029531911455194204,0.029015370181249302,0.003241487334376347,Treat
23,0.0013712685297585887,0.009156408214961146,,0.00022507658244282018,0.014282167152605904,0.6217172120793765,0.002943955536194497,,0.019296214643357765,0.08176619905249016,0.03365592749511873,0.0033803321821740074,,0.04766567348964124,0.010633669386251455,0.007383420721602078,0.026038125631184347,0.0009018931539384791,,0.007666091808477072,,0.08811021509296205,0.023806149247463198,Treat
