,taxa102106,taxa1263,taxa1301,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa447020,taxa459786,taxa572511,taxa724,taxa816,taxa841,condition
10,0.00022492098137611368,0.46457066375642175,4.597127135036156e-05,1.0706110645217093e-05,0.3793568458904196,0.001623055025779775,5.391906804905363e-08,0.0015338263756130247,0.00012795779021214447,6.401637378739072e-05,,0.005792309462285675,4.7124001593393066e-05,1.1894131488986662e-05,,5.542492268131832e-06,1.1334093551888238e-05,0.0005093436397839546,5.090695723915756e-07,0.14033323152603885,4.358239623756599e-05,0.005670124350466234,1.6987342039496483e-05,Treat
11,,0.04446409976142727,,,0.591020594010096,0.002098290064106844,1.1266345071164427e-06,0.002404582706506838,6.678368422812576e-05,3.9379155532174444e-05,,0.001914592111943793,,6.775698729675008e-05,,1.4745944030144231e-05,4.082571514603755e-06,,,0.32337048488039033,1.9484167914364686e-05,0.034473632370198605,4.036495030709941e-05,Treat
12,0.00030867123158701064,0.5531304677116119,1.6222184899710694e-05,1.9299400495789405e-07,0.3112452995029791,0.0007881904434446698,1.4838700842182512e-08,0.0008047305513804005,,,,0.005945307870063197,,1.7536485623719107e-05,,9.787167070154763e-07,,0.002512144253187943,,0.12515817516261532,,6.644169952076161e-05,5.626353673687989e-06,Treat
13,0.00038688040165887026,0.1354309544329523,1.1039080425333179e-05,7.502186825405143e-07,0.16663703864112528,0.006270143416038371,1.922513560348959e-06,0.0033847107740001465,0.00010118643763937735,,0.0016367706239701252,0.012274815851416494,8.45788169099201e-07,0.0004998616810461766,,1.6625749594774728e-05,1.5737714286648277e-05,0.006392521611469788,,0.6453519742714536,1.8671858084407397e-06,0.021559409848502742,2.4943758199429847e-05,Treat
14,0.00014512961214338093,0.22035033746797528,1.956882989950904e-05,,0.2332500280620923,0.003303140488229979,5.7244824531279345e-08,0.016268334860444312,,,,0.0043637795058075295,0.00029846456380973866,5.456697960096042e-05,,1.6871477958587463e-06,,,1.0758375616296213e-07,0.5219112029042992,7.098427224564929e-06,,2.6496322096745158e-05,Treat
15,0.00012512081844382784,0.007825671584920223,7.643830944195835e-05,1.4390981874917839e-05,0.11429171513097655,0.0008410387921791004,,0.04958602831194689,0.005734448783416728,,0.06570658933651254,0.03862671429239975,0.0015244525653831562,,0.00012063026512681415,0.0010513285138539154,0.00010959657980242402,,2.7960840127846977e-05,0.07335954208646446,9.842736563128389e-05,0.6408061393520915,7.376608940603036e-05,Treat
16,,0.3065840799602795,1.0053660214334695e-05,,0.008649221363417756,0.0020860428807033316,3.953073200554532e-08,,6.416198425450354e-06,,3.960440742326517e-05,0.0004517450479445905,7.229757586312459e-06,,0.0005150398803072277,7.865576627403455e-05,,,,0.6437190107508829,6.497833054225791e-06,0.037846229534160836,1.3342859433772753e-07,Treat
17,0.00021842374627184814,0.10688598803289315,5.763011289603569e-06,6.163756877699371e-06,0.5219223112593662,0.0009592354932374991,,0.007389150823770763,0.0011143083770072846,4.395398122053767e-05,0.008450099125646026,0.013217385828115309,7.867935237435734e-05,4.548280758618737e-06,0.0029414739871483127,0.00015346862992993767,,,7.075998080828205e-06,0.24115154570843558,,0.09541164040227977,3.878420529655587e-05,Treat
18,,0.07079243649039726,,,0.6281674337035368,0.000970114726133666,,0.0039462134947521234,7.113180157046442e-05,9.352516675920643e-05,,0.004914212245463707,,1.78046168289097e-05,,1.5802504118797964e-05,7.287712529476101e-06,,,0.23684069132458896,,0.05412691937128624,3.6426842034509684e-05,Treat
19,9.634345152757998e-05,0.49712328467166017,1.7347417238587676e-05,3.285748837294683e-07,0.4297883616936765,0.00034684337200217424,,0.0020254516043428906,2.1095367670845233e-05,,,0.003150464153323359,6.037507984677586e-06,1.0634316803137985e-05,1.0015382153983771e-05,3.3824168693244057e-06,,0.0005642374275935028,2.5113766452554693e-08,0.05996645940418015,4.5842009206243196e-05,0.006818554801956866,5.2913131598469724e-06,Treat
