,taxa102106,taxa1263,taxa1301,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa375288,taxa397864,taxa447020,taxa459786,taxa561,taxa572511,taxa724,taxa816,taxa838,taxa841,condition
10,0.00030478234257199337,0.009512610723760948,3.559118640437676e-05,,,0.27972467750080576,0.03372700615129089,0.0017072220711550757,0.022546439149045177,0.026486771942386373,0.0657308319413575,,0.021744430084316466,,0.0066806441689772934,0.005621832620634699,0.008618316547381946,,,,0.019252312114756906,0.014588711819528534,0.4591683001166425,,0.024549519518983536,Control
11,0.0734020998718335,,,,0.11532531556167927,0.033491528496875055,0.02002925143801874,0.0016945252276807708,0.05915228409708799,0.008834134382241524,,,0.22609119645242093,,0.29298094123638063,0.0023519985658097126,0.006475397735637321,0.0027441344496223308,,0.0024169291625566083,0.02836864734253156,,0.04606070357406181,0.012857891630017293,0.06772302077554493,Control
12,0.00013351039389984686,0.021515270631226015,0.00013691226595139144,,0.00042217232159667383,0.22682702460726098,0.00037983209867821987,1.6512163573266054e-05,0.015515127211451459,0.00022598897720875697,,,0.0018986371284600932,0.00022352916203302478,0.000192362780391567,0.0009609392575228837,,,,0.00043295363917541493,0.0007320828654923789,0.5317068536713543,0.003999921158206037,0.19148771422692357,0.003192655439594168,Treat
13,,0.0003639706955289878,,,,0.9400831228831318,0.001471148125690735,0.00034423180522293945,0.0016858952926756847,0.00145538634817856,0.0005763372361323566,,0.0010176613651785018,,0.001237987772664361,0.00029089855015016766,0.0006209598775501451,,,,0.0010825418960187022,0.024752329561786517,0.024170070913792727,,0.0008474576762976147,Treat
14,0.00046242589917785336,0.0029016847244661814,0.0004103693351077547,0.00028954108802571577,0.0015088595322702279,0.5290069261155163,0.0006723272991001646,2.2185438964905493e-05,0.0004202930857885986,0.0054669606564102914,0.001002217104441223,0.4221770009148619,0.004517185989235814,2.6956647549336778e-05,0.00018686703992478108,0.00035908544418971776,0.0035902913327802094,3.9676843984709246e-06,0.00034194720781513034,0.00010518449372147747,0.0003551940076718101,0.01738672747256222,0.00853188336211242,0.00011198494135180864,0.00014193318255587752,Treat
15,,0.0019028060832626092,,,,0.7857014184083778,0.0006808349144930394,,0.006355450739722092,0.009910843838693428,0.0014008806414742584,,0.021010424302330237,,,0.0034585673824396703,0.003230294900534854,,0.0025848308431001186,,0.0003649039335968969,,0.1631148165956569,,0.0002839274163180594,Treat
16,0.00012773300703739803,0.0029850283146390997,0.00012494819733442048,0.000450805455017123,8.791713277168657e-06,0.2446032310001612,0.0003839124847551056,,0.003556512692611285,0.003255131840871695,,0.6069322608233577,0.0009342576254365073,0.00025112769482676906,0.00029170306264783807,0.0010513071604362062,0.0037439925260034732,1.0909089249680475e-05,0.00020044876122382303,0.004454337642346855,0.0047851201006612705,0.07409941248185495,0.04552128191338189,0.0021965819443531213,3.116446851514143e-05,Treat
17,0.00034766789707061177,0.0059451657638797195,,,,0.9324250516485518,0.0002897950769688332,,0.0030877999661076405,0.001516882637994363,,,0.0072615630316887,,0.0002786466104296258,0.0002977981059701015,,,,,0.0003768197953514711,,0.0481460066661815,,2.680279980558184e-05,Treat
18,0.005965368504225148,0.00012624870052863304,,5.3223258747346845e-06,0.001043215006197077,0.9267890298575016,0.013726963289049635,0.0028499685342986475,0.0003800962504291222,0.0015319688874438524,,,0.02266606397153555,,0.012691829608537358,0.00012139323555292071,0.001612860413790004,0.00018332673206025463,,,0.007463446698966646,,0.0021513154263670224,0.00015340821638941155,0.0005381743412524284,Treat
19,,0.0011138595324927116,4.893128809423035e-05,,,0.9853451987980341,0.0003771553763548223,,0.0014399431880085913,0.000744492871734242,0.00021870186338616242,,0.002093554046705389,,0.00046771237156098967,0.00016848499126817707,0.00045010577498923415,,,,0.0003807042197017319,,0.007106763768386483,,4.439190928308705e-05,Treat
20,,0.0014483680234473766,0.00024000977360136497,,0.0006746713991653719,0.22012360378302465,5.845589025472055e-05,,0.003329358513496387,0.013279430851750443,0.004491854779937694,0.6079610175705602,0.006078694680339388,0.00018965705809974854,0.0020651410552204002,0.0006404018811874138,,,0.0007132855853592402,,0.0002539096586632399,0.10381467025965559,0.03448561483851192,,0.00015185439772480701,Treat
21,0.0038905918616933513,0.003919837042750945,,,0.011095597868255973,0.7270769386138793,0.004977785934695882,0.0007019141266256678,0.013487686903803805,0.03648946852425217,,,0.008152585610320758,,0.03134148278329952,0.0012715006053069763,0.018591090123327516,0.00021773067078621313,,0.0008458766574122297,0.00466749515929969,,0.12433996729670718,0.008507667375849962,0.00042478284173288236,Treat
22,8.19835348189217e-05,5.376462032524473e-05,,,4.358023458660402e-05,0.14778839244820985,0.0010815863877064605,6.011252792633395e-05,0.0025741689774980052,0.0042603396378086906,,0.781000740569902,0.0027285833706487735,,0.0025509266993032397,0.00017490605323763274,0.0010136160129923702,,6.840948968164112e-05,3.9666718735447083e-05,0.0006393899116111676,,0.0492731675466197,0.006189702952429063,0.00037696230595891527,Treat
23,0.00014944939162803635,0.002878021576430942,,7.195764049371702e-06,,0.9501965724101252,0.00025666627596367467,,0.002544422167857833,0.00205731154821303,,,0.0033815120273986577,4.767193682708753e-06,0.0002444808176326992,0.0002791407252830242,,9.013641282897187e-06,0.0001938595643564284,,6.037814124058335e-05,0.016600802402511713,0.02097645699331877,,0.00015994935902449278,Treat
