,taxa102106,taxa1263,taxa1301,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa239934,taxa292632,taxa33042,taxa375288,taxa397864,taxa40544,taxa447020,taxa459786,taxa561,taxa572511,taxa816,taxa838,taxa841,condition
10,3.731781276220713e-05,0.00013795322804598307,,,0.00020204937148063842,0.0013423808544318395,2.8085832397296967e-05,,0.0005332073985608233,0.0021116587448523428,4.512184727376871e-05,0.0013456340875933814,0.00021876130473300236,0.00044880959016769037,0.989602964821803,0.000223474767741099,,2.282478319674225e-05,,0.00021980929282015558,0.003207874151087351,,0.0002720721110527137,Treat
11,6.697738640896291e-05,0.00040706448315987794,,2.6536765122709807e-06,0.00044974380903986446,0.0015536487379575203,1.8946300915365743e-05,,0.000360109874635771,0.0015239284797771008,5.254371369998064e-05,0.003749937382822072,7.182995471097485e-05,0.0007310825197147332,0.9865836424337749,0.0001063736872212582,,3.048435776473785e-05,,0.0005233898401175754,0.0035748529209564837,,0.00019279044081041728,Treat
12,0.001620827960459934,0.00855163391555743,0.00010545016783705644,0.0020878062671657615,0.001433908170568055,0.10455539372255687,0.0033141328383063523,0.0001491290190832687,0.16036133543805445,0.06961038571744387,,0.020130490568098056,0.006228090318871672,0.010043459386429901,,,0.00038893447690561034,0.0016026284391073454,0.0012104822819630431,0.014074546310020282,0.3660180678424628,0.1941235886672651,0.03438970849184313,Treat
13,0.012171429454446527,0.08535544929260674,0.0005349520291781666,,0.0011379167735825193,0.32632887085879836,0.007641619959180172,,0.04915519871302456,0.03804940346037309,,0.11055065290173353,0.005655120025667938,0.012386243904779758,,,,8.204224392755234e-05,0.00684183515995086,0.004550650461815485,0.32360327908717784,,0.015955335673756933,Treat
14,0.00256760128986218,0.06116513421492402,,,,0.15004676185535984,0.0030228741469579086,,0.03196786556872272,0.023246238154961976,,0.08599708601084843,0.001932708668075426,0.039216206135082574,,,,0.0007797015701094902,0.0034369609509667396,0.0028885893989325628,0.5892631299012162,0.0019509236301286,0.002518218503851352,Treat
15,,0.00015235198566717888,2.5988820633791172e-05,,,0.006216061886717677,0.00080082241546262,3.667399418519465e-05,0.0011240002809209148,0.001054906908182423,0.00042649549603169336,0.0006075310123179803,8.220666731944565e-05,0.0007621057734676999,0.967048182058628,,,2.69110743186055e-06,,0.00045188269023828143,0.018570442556565946,,0.002637656346229339,Treat
16,0.00020676021551456036,6.01417579915604e-05,0.00037032125776059575,2.8570502507466518e-05,3.020424579474142e-05,0.0013464161885078662,0.000889504869436714,0.00014289752383198203,0.0004656701835929302,0.0011254390722240401,,0.0011235319269988948,0.0006386319180807443,0.00017807134997301573,0.9864115802683292,2.1390367468392046e-05,4.169046135527616e-05,,4.6239936284840635e-05,0.0010208361576287846,0.004400520885974676,0.00015012433725069294,0.0013014565734930533,Treat
17,0.0001636279484410714,0.0002037263133849771,,,0.000732317976282116,0.0007228431551741892,0.00014274318973054434,9.090028490830221e-07,0.00030498067982577916,0.0020950935605061577,0.0004962839542732884,0.001242192359654885,0.0002261762671853363,0.0014250952580798862,0.983795328896898,0.00024449945958495057,,4.927947960979738e-06,,0.0004710623782889152,0.00757524681054234,,0.0001529448413374311,Treat
18,,0.0298643746910943,0.004687351493859945,0.004850860147563199,0.001808730452002661,0.2248807633051418,0.002506925848049889,5.719183143447145e-05,0.16448494825793994,0.033195462753793925,,0.00391303821727787,0.002269160892411823,0.08319705026665564,,,0.00031884704577301177,0.0044893002150226706,0.005176429560503011,0.013942086082910784,0.38324939165162675,5.6261042134452925e-05,0.037051826244804,Treat
19,0.00029793245660951793,0.0006990831828185732,,,0.0008029691307317458,0.0005686553560743411,9.96120070911598e-05,,7.96722806867457e-05,0.001735697077202844,0.0002735921837148368,0.0018117804203673941,0.00020162019304043594,0.0007007703699344662,0.988828514404245,1.600695454106523e-05,1.3923958125472438e-05,7.706953468568829e-06,,0.0002479192195753746,0.00355232849370124,,6.22153580713587e-05,Treat
