,taxa102106,taxa1263,taxa1301,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa447020,taxa459786,taxa561,taxa572511,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa872,condition
10,,0.09156348618626003,0.0044503452437996095,0.00013732856170265326,0.03224051292780199,0.2483233747118708,0.010111595050281887,5.215008672252657e-05,0.07491104320010929,,0.0122646778464182,,0.009812703474811404,0.2205355588945245,,0.012386054616888078,0.0020549179270115568,0.020689473228906363,0.0018834361712592488,0.050622498201844564,0.00020880485703411616,0.002550446005947564,0.005122979107448198,0.00853328801388542,0.00011421891542953369,0.00026903309444503416,0.1811530404625365,,0.010009033213060918,,Control
11,,0.060842461579898095,0.0017144297648033877,0.04518585960691666,,0.004330704243148723,0.03545801117418747,0.00029282156962336786,,,0.003389892855153701,,0.0003227479756033288,0.005821309429893654,0.00018880652661662864,,0.00991395326991706,0.09764986271261254,,,,,0.03473302320709654,0.05224454279517619,0.0031370770713021563,0.0011137195114347969,0.6433003089901417,,0.00031547419637208834,4.499352010181628e-05,Control
12,0.0002943770933045588,0.009187850815002705,3.437610562529983e-05,,,0.2701748952821685,0.032575568364288564,0.0016489376211592942,0.0217767051891999,,0.025582515278353667,0.0634867856323292,,0.02100207666155487,,0.0064525674134191125,,0.0054299036221767865,0.008324087783391191,0.03400222744995919,,,,0.01859503943669427,0.00013770723138394446,0.014090654150924897,0.44349232434291697,,0.02371140052614708,,Control
13,0.0046930005943735,0.14612597392033821,0.0008371826837238523,0.00044651087032225676,,0.4875666881119556,0.006071943081253588,,0.03314541911596694,,0.017848138125265145,,,0.06770636840412478,7.680390139628887e-05,0.003474419009227656,0.0005447835788017604,0.007250711620400044,,,,0.0009539004236410472,0.0006514220665672112,0.004078065420595601,,0.0017359495980948595,0.19709977582735289,,0.019692943646598838,,Control
14,0.06508785953185899,0.058866673227934936,0.000368777727328567,,0.21369964627873908,0.18484220188959827,0.07909929915789488,0.010809063100218046,0.005231123806669334,,0.014694030757002013,,,0.12494400803136817,,0.10260065811556461,,0.0006818864601495734,0.017365202932276197,,0.003726769058468181,,,0.08481441437039892,,,0.02040162948079619,0.0022577652962306924,0.010508990777503242,,Control
15,,0.006557616649530408,,,,0.21991936405175105,0.026505500474245408,0.006201983415030387,0.03037457459191112,,0.026221522407028183,0.010383799305361594,,0.018335083548908667,,0.0223046781778406,,0.013604826122892372,0.01118776011842109,0.0800232711590086,,,,0.01950402834170225,,0.002481809751363685,0.4354692874772787,,0.07092489440772583,,Control
16,0.0011523973880209844,0.15793845021294176,,,9.513180535777856e-06,4.27334822010176e-05,1.876827880489265e-07,,0.005980852887335203,0.00016202258814629165,0.002603918162982435,3.816930493749648e-06,6.52757780003552e-05,0.5320676650944021,,0.06740790858957045,1.4089996476124474e-07,1.908360278914925e-05,0.0033044127247360893,,0.0011247488460189936,7.174638995464766e-08,,0.05571154645198532,,,0.17233915030416327,,6.610344653435581e-05,,Treat
17,0.001247671324041804,0.06998020202173245,,,6.763061338857273e-06,2.7378154149163667e-05,7.517964311288704e-07,7.991367951411136e-07,0.052184970244800566,,0.002602052837819553,,,0.054137239757078584,,0.24651989310026548,,2.100634015393461e-06,0.002061002285012859,,0.0008018636348504957,,9.377361479078296e-05,0.04547161521285541,2.5236045194394905e-06,,0.5247364696252659,3.617559046431849e-05,8.675436377274643e-05,,Treat
18,0.00029718859556089155,0.035707495763297285,,,1.5146670388975084e-06,2.3728849467469064e-05,1.914314973030895e-07,7.791059943319769e-08,0.02585752438490731,,0.0026299706101643363,,0.00010448645501826002,0.04891007063034639,0.0030957440279460006,0.09107720930929662,7.124099456170286e-08,3.743341878796813e-06,0.003318511274660433,,7.3211522923437e-05,,6.592103624148153e-05,0.031859963391284406,,6.716370843458781e-05,0.7558217643909882,0.0004869470429566282,0.0005566184038070679,4.088201069019934e-05,Treat
19,0.00012752053031402642,0.1659006503433844,3.281990879379278e-06,0.00015558052548877727,1.668240223024794e-08,2.8673350147762694e-05,1.8050479091428704e-07,,0.04283756550458372,,0.0007226193902293027,,1.95681997009604e-05,0.019313449421409848,0.016099216020397277,0.007142756985581939,5.304780775092842e-07,5.40699414309758e-06,0.0012921146320191488,0.00023095633311297288,0.00012507250752258814,3.1138669028780903e-07,0.0015372666488129385,0.1451248559970998,8.656865177455778e-07,0.0012327268273401855,0.5980499221677505,2.9076691606378586e-05,1.981419999631892e-05,,Treat
20,0.00041782559054980077,0.3117571285270604,2.9235563262216423e-06,1.0727201277421702e-05,2.2748041429573355e-07,2.365459129777401e-05,1.3523246878287974e-07,,0.03032800158867587,4.484971823461916e-05,0.0012160389146514917,8.68740367845705e-06,1.3995202467505094e-06,0.45678563629108004,,0.004997151357154593,2.8872401256585036e-07,2.9647046603096843e-06,0.0002728973938202811,,,1.8966778865096864e-06,,0.05936216579737221,1.8656928462840704e-06,,0.13405430157506848,0.00013539120629965572,0.00036532517068751594,0.00020851608422986932,Treat
21,0.0011934916900635433,0.06355378052012323,1.2239541231630212e-06,1.3541056116832899e-05,8.648413095003738e-07,9.004654917465784e-07,3.4353045297951404e-08,,0.017643923218762653,,0.007529846359405567,1.9823217573133755e-09,3.187629541993162e-05,0.19844030509169502,,,8.666581415869398e-08,1.5351637925330537e-05,0.0013013834449560628,5.952374052781149e-05,,4.862621372785809e-06,0.0004278134392810404,0.06500020883929164,6.7288317546063075e-06,,0.6445554871535221,7.651116264740774e-07,1.5016781548629203e-05,0.0002029819045010906,Treat
22,0.0007623698044582388,0.2380076089130041,1.1852410584416072e-07,,2.506512848333894e-05,0.00011090252237569223,1.8560964950076053e-07,,0.026069848089873986,0.00020111167972049006,0.0019119018442287305,1.2248504025771483e-06,,0.35016965856567434,,0.045542302517016804,,4.9611556930974115e-06,0.0014351403857091377,,0.00025167339099319664,1.2460000403734974e-07,,0.08800398086420842,,,0.24722073290163216,,0.0002810886527662085,,Treat
23,0.0016278626307006995,0.5864638997234451,1.1519916190749397e-05,0.00014051336486715408,1.2438075923719296e-05,8.193012896486739e-05,1.4282859921598094e-06,4.4104100182337644e-07,0.017318851193309122,0.0002752699842198803,0.00022212009374335807,1.2658546906894558e-06,1.3852288385498818e-06,0.2501579319370844,0.0632985876662893,0.031418203633989235,,5.460165453745511e-07,0.00028700614920535464,,0.0009544255593570636,1.1327615192433437e-07,1.7405557379182316e-05,0.026450394173624783,5.294099834688419e-07,0.003770685669619818,0.016473265697179915,3.0527767224158325e-06,0.001008926954979905,,Treat
24,0.00013138534116025456,0.2803684777468657,1.1405219636287365e-06,0.0005232725857123942,8.526215122583082e-08,0.00014884390322992942,1.932888254636228e-07,1.3619568937561503e-07,0.009352097108847728,1.2970723640964294e-05,0.003615843594775729,1.7584233748456098e-06,5.918665695674775e-05,0.30963557383405316,,0.004485169148621772,3.69209553270544e-08,1.1126108855393461e-05,0.003577072033348485,,0.00038174222693959935,7.826306559587803e-07,3.183126730255835e-05,0.01469713476931165,8.431494827446073e-08,0.00017706836494327501,0.37265904818686035,,8.120089757835628e-05,4.673794243179047e-05,Treat
25,,0.048085483063813036,1.7611119036232746e-05,,,0.0005350322241859267,2.735072044975696e-06,1.9349771518649247e-06,0.057762234098045595,,0.0010808338735400357,7.354481971424603e-06,,0.07268711726702103,,0.07157080560539383,,3.981707730818044e-06,0.0005348896385151098,0.026269761312004813,0.0012685394024933166,,,0.11110114316206735,,,0.6083863058092029,,0.0006842371857818451,,Treat
26,4.068186755614098e-05,0.024042741776580293,,,,0.00018690349978037101,7.990382724939871e-07,2.540567705143734e-07,0.05635549199248537,,0.001269643838058849,4.1545339599684164e-07,,0.04374158219642986,,0.008561032432454575,,4.407732315373451e-06,0.0007613441291993515,0.001877382373075811,,,,0.03031539379951348,,,0.8320563664895411,,0.0007855593245704582,,Treat
27,0.00044141776029864137,0.45492212900612755,1.9843444920048472e-05,0.00026238557241387033,1.1737481574124186e-06,0.00019382655626217,2.7747885524815578e-06,1.509105566732401e-06,0.08972278137422281,3.889338168492772e-06,0.0012192610551056131,1.0522344314893967e-06,,0.09927566639298913,0.047774750749841464,0.02633156041376886,,3.854693833087367e-06,0.0004791102378525596,,4.655175012701266e-05,2.8476109651035225e-07,,0.06068339695933245,,0.002889601692219663,0.2150780075157237,9.53976128027478e-05,0.000549773236185463,,Treat
28,0.0016144462130341312,0.5661778657648056,5.327638624441351e-05,,5.4339701582934e-08,0.00016051355628480794,9.24544889385336e-07,1.7184948722070368e-07,0.05566723328631359,,3.834534532076546e-05,4.98978824627481e-07,,0.28502356429040343,,0.02861684695894496,,1.7507825234449232e-09,,,0.0048839555876267525,,6.0867659849135e-06,0.04496573525954554,1.9799499443132207e-07,,0.012666538814062371,,0.00012374231274890393,,Treat
29,,0.10392263590851039,8.13894089140121e-06,,1.6527568439334544e-06,3.331305449524324e-05,3.548267627480259e-08,,0.051771717690527894,,0.003805853630066005,2.0428107468351533e-06,2.5305677831245135e-05,0.16223147536412444,0.015696785351266576,0.06528391617493455,1.8438331145003917e-08,4.2521685196097404e-06,,,,1.4305126693431377e-06,,0.009941679840654378,7.43198324414333e-07,0.0022296793102395763,0.5849146784238932,,0.0001246452644535231,,Treat
30,0.0007162738489323234,,,,1.0025976108544277e-05,3.3066622881107375e-05,9.855354555175948e-07,9.820864800344875e-07,0.06651942691302087,,0.003152628716484938,,3.8901371640262136e-05,0.08835279426359825,0.00805210211587644,0.3046547373072514,,1.8878889911347023e-06,0.002154105844024696,,4.309958654761708e-05,,,0.01715643804815288,1.7061266100244829e-06,0.0002755160121129764,0.5083385468961816,0.00015587504735517933,0.00034089979229414146,,Treat
31,,0.03353953940264719,,,,0.0002050112362506866,5.664313067741924e-07,,0.048174068822642156,,0.0021534268712717027,1.6212404762311338e-06,,0.0380787148969228,,0.01349034711357733,,2.863141621508828e-06,0.0011326628034345836,0.0017669225155239373,0.0014856827771792963,7.850478851626841e-08,,0.02389814959970861,,,0.8353398167147192,,0.0007305279279292853,,Treat
