,taxa102106,taxa1263,taxa1301,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa239934,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa447020,taxa459786,taxa561,taxa572511,taxa61170,taxa724,taxa816,taxa841,condition
10,0.0003588104449995342,,0.00010354249117367997,4.1106672397039104e-08,0.027892543302721222,0.9552282323499509,8.925725808040804e-05,,0.0003928269442299502,9.610463832220475e-06,,0.0006258025377279075,,,0.00013161246522690846,3.064283203146341e-05,0.004869024994582076,,5.529989074812232e-05,,0.00038711902719993296,2.131959150001289e-05,,0.009699367885301135,0.00010494641402221708,Treat
11,0.00017069156445792197,0.0004585167557942248,1.125764858732761e-05,1.812905929208314e-07,0.14504451085405026,0.851082561196572,0.00015823109833997535,7.518966127493713e-06,0.0001900650660676369,1.23797575354401e-06,0.0006673276878578551,0.00010240694500595564,8.430699322620506e-05,9.810469179435443e-05,,7.988107754528255e-07,0.00045206856858120693,5.324954601717942e-06,5.605032018432267e-07,5.2356024423005297e-05,0.00037816520660732833,,7.938595702085615e-06,0.0009555887875022471,7.027981437739523e-05,Treat
12,,0.0008157797958483875,0.00010913410881934502,,0.011716978956864747,0.972935736499393,1.6408601315325762e-05,,0.0017547698780481724,4.0250606456120195e-06,0.0002188892254709865,0.00048676131751836197,0.0005449276501378215,0.002032071741641503,,6.298989400238144e-06,,1.1662118916365148e-06,3.729618354773173e-06,,0.00036214130495519967,1.4157129222948138e-05,0.000656460673802194,0.007781140672782571,0.0005394225638872826,Treat
13,0.00012841287858387596,0.0008089379837860039,0.00016106061702668442,,0.0003237288833333398,0.9967989780356804,0.00015614694050276092,3.850176300948786e-06,0.0003669958837221633,1.3523115892673313e-08,0.00011247946860052975,0.00024813572454680094,,9.28023278053386e-05,,8.836538260881516e-10,,3.382675350149228e-05,,1.4004980494648822e-06,0.0006136391165269746,1.24109350518116e-06,,7.655912803531798e-05,7.17900837230468e-05,Treat
14,9.928187316698386e-06,0.00010692251207512311,,,,0.9971289238757791,1.5021946588791213e-05,,0.00019541423032166518,3.008694902377984e-07,,5.5045662579914754e-05,,6.6136872472896504e-06,1.4700375866706996e-05,1.4752594155539478e-06,,,3.550954323504292e-07,1.1459476469480363e-05,4.601110765648929e-05,,1.1152724674681136e-05,0.002300850865618633,9.582412346715356e-05,Treat
15,1.7099294942041212e-05,0.00032928966286751345,,1.7293402495229726e-09,,0.9966614319601956,2.9366545467789545e-05,,0.0002911207910003096,2.3207442630270483e-07,,8.768690413666923e-05,4.586150407840129e-06,2.797234276321183e-05,1.7005048139167658e-05,1.0440505247392848e-06,,1.031298348685307e-06,5.1841419586576e-07,,3.600659985024838e-05,,1.057026642573202e-05,0.00240002733407255,8.500953289535936e-05,Treat
16,0.0001463624481594767,0.0009934972833315703,2.5037258178511503e-05,3.6469312599933294e-08,0.001879882120298128,0.9958611092092224,0.00012125627752306397,9.948234474923439e-07,0.00012380082996568334,,,0.0001571532285535787,,7.03051305969257e-05,,1.384912792883379e-07,,9.710646756694296e-06,,9.09083528940849e-07,0.00047918594047068145,,,1.0221480383578202e-05,0.00012039927899137404,Treat
17,4.309375454989341e-05,0.0007105501150299299,0.0,8.650303001013958e-09,0.03835613265267887,0.9497680037582743,4.307123511450252e-05,4.439143701429349e-06,0.0012560665477977164,1.1890626720172023e-06,7.487712267471193e-07,9.71854510152954e-05,1.9644774499998884e-05,0.0005500667661814584,2.795224917894321e-05,2.9499821302088897e-06,2.0461721982048154e-05,2.0778401542232553e-05,7.648320405547689e-07,2.480375061835429e-05,0.002431512352889243,1.8989467086514842e-05,9.887439601312995e-06,0.005858965953530777,0.0007327331663546692,Treat
18,,0.00012311880146187795,5.408546920333441e-06,,,0.9984642028749215,4.16883067811902e-05,,0.00015916197178298468,8.11330246259277e-08,2.4173884149759147e-05,5.2446665196026915e-05,,5.16978891284556e-05,,6.087926974127832e-07,4.9751770246763e-05,,,,0.00021933097288903176,,,0.0007855355293125063,2.2792861487496992e-05,Treat
19,3.654462417188516e-06,4.3046075783471655e-05,7.874314314998491e-07,,,0.9988514765845188,6.834461796348053e-05,,0.0006349872379561677,,,6.632004242721459e-06,3.0022237220006837e-06,1.930868366189516e-05,,1.3954729409517302e-08,,,,6.193440924382269e-06,0.00020326218030178157,,1.0093151577101551e-05,,0.00014919795077015057,Treat
