,taxa102106,taxa1263,taxa1301,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa239934,taxa292632,taxa29465,taxa33042,taxa375288,taxa397864,taxa447020,taxa459786,taxa572511,taxa724,taxa816,taxa841,condition
10,0.006750026375094747,0.018132121554236838,0.00044518559032096747,0.7787744192610798,0.010044866893577429,0.006257275164985308,0.008985254957699824,0.0075161547263042396,0.04965493069677359,0.026389584676763198,0.01786829330071838,6.633726089777604e-06,0.003879566393544176,0.002508389053175772,0.017877126915821953,0.00021057621752971207,0.0009483440149856276,0.0028691724910901296,0.00031393309060390835,0.03778891792262563,0.0027792269769788486,Treat
11,0.02885323204046508,0.20802200956440464,0.0022109584911542616,0.14668897177141516,0.0332725759293001,0.023934731891760132,0.023548983622312995,0.08094166401922638,0.008111687017445074,,0.2742224919152417,,0.009315259834037434,0.0025681324466400317,,0.002504493434526754,,0.013384974658681537,0.00047739202680600906,0.13582553904101974,0.006116902295563102,Treat
12,0.0018234420150280263,0.04261252569876171,0.0017836876936193073,0.0024258648613164503,0.009553889966666982,0.00548051103651937,,0.050770703838430346,0.04646836632729663,,0.013336917736403634,5.997709129387753e-05,0.0041641830305356245,0.03895742796593526,0.053447056749136336,0.00015573180452671794,0.002861489771150738,0.06830958763811343,0.005886760775543182,0.6498353083826907,0.002066567617031763,Treat
13,0.01394102055271411,0.1920966873407247,,,0.06724865947186902,0.029988471596291054,,0.08774208897956132,0.003663362966618394,,0.4152072844177979,,0.013233733147357242,0.003114250744641333,,,,0.017651836074346446,,0.14779992013177426,0.008312684576304267,Treat
14,0.006524456616870169,0.01526535343561818,0.0004033649723963835,0.7844689847564179,0.006858323601582629,0.006719311256191169,0.004443353917118898,0.006583965374056716,0.02921186753038842,0.045415830668831036,0.022166991171722654,5.4726303068300435e-06,0.0026546334574276123,0.002236234693741996,0.01769343601042333,0.00026000106824100664,0.0001305016604968111,0.0015590876777561427,0.000265513458380392,0.040574281705196384,0.006559034336835404,Treat
15,0.011494929124119938,0.015242391043765293,0.0010675946169032382,0.06217097812684254,0.009971090336877443,0.060443081663573615,0.2440587980888975,0.03262801759799753,0.03031855332652253,,0.0897057440483354,2.0957275607887826e-07,0.12557129078262186,0.011705778146608704,0.03291164885027859,0.0015483596473654876,,0.02970429325146635,0.00018149839967051447,0.20782892569223646,0.033446817683160976,Treat
16,,0.004711891894330208,,,0.04208625604571485,0.013513383456252895,0.0026732938798324475,0.06513274599495418,0.06265668290398572,0.04033104239411026,0.009330755898427906,,9.805958744005547e-05,0.02538514644449083,0.03756056650839337,,,0.004833471740810181,0.0002837643192626904,0.6495640256026185,0.04183891332937584,Treat
17,0.007629947389547629,0.09991960605822134,0.005293297746674765,,0.02604444854630691,0.016400733697942805,,0.5762123743364936,,,0.12326905426888851,1.1728971496459563e-05,0.016155448111548322,0.0029347289662943117,,,0.000111335301625866,0.09877807129373864,0.0018735643726727762,0.021947319255816413,0.0034183416827316673,Treat
18,0.010627693259020856,0.09447257134323951,0.0004046709715514548,0.5332527540185581,0.009030262061539306,0.0011988730795032042,,0.005400345554340722,0.04758625137215837,0.04120807433152137,0.1579993196375076,,0.0037933025191622402,0.010315139773344686,0.022924200080636923,,,0.0012208090184333297,,0.05671395705255848,0.003851775926923832,Treat
19,0.0003437804063094278,0.0006557856324879939,,,0.027908956879914786,0.009118237240176276,0.0018897778813289753,0.017343276420432912,0.03348596935046039,0.03201439540539283,0.010016731163451063,,0.0005408541298870053,0.008495804279031315,0.006836846913546654,,,0.0013779385738308726,,0.8171877726406488,0.03278387308310084,Treat
