,taxa102106,taxa1263,taxa1348911,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa459786,taxa561,taxa572511,taxa577309,taxa816,taxa830,taxa838,taxa841,condition
14,4.9609058558927126e-06,0.6170443146461367,0.00020091209020192119,0.00048625964744870024,1.873406703083462e-06,0.011741102471365403,4.088021143303167e-05,2.9228636433928974e-05,0.004903545590016749,0.0003527905486228684,0.009182822834234144,0.001505799401036708,0.013145010874348762,0.004717733030584683,1.5376574564096427e-06,3.463248672480715e-06,0.00012768587086529228,0.00011606919541221732,,0.02800563439966366,3.925985749142872e-06,0.00010678648334349399,,0.00045498790891662096,0.2989487991261442,0.00032037077787484586,0.0023320016523454418,0.006213704208166919,7.799190966461443e-06,Treat
15,1.373412625615132e-06,0.7335582102604934,,,8.508494692475075e-08,0.0064332719485323195,2.780686551443025e-05,0.00015691226232848022,0.002951876508176205,0.0004560386255710182,,,0.004675504551527761,0.004001714284748355,8.906308577265374e-06,2.3049273096697894e-05,2.0748637362047422e-05,2.4240602729692052e-05,1.1286769851899735e-05,,9.196517902883758e-05,,1.575289235952231e-05,0.0010732273023965897,0.24516490539820893,0.0002772674207997584,,0.0010197359669766478,6.1204441476219035e-06,Treat
16,7.604014125566212e-06,0.8935317030453116,0.00015165682798681915,0.0042097969263486384,1.2978831738629376e-05,0.0015624521582699505,4.81131962351361e-05,0.0012763773986207675,0.015395490738254943,0.0013813545027206206,0.006749879514242837,,0.019768812766183988,0.023468455841680922,1.9815194715337676e-06,5.196991555690951e-07,0.0019029068915622858,0.0008247912218997875,0.0033832647920113788,,0.01559654259874705,0.0019071861799729738,0.00017835329623389602,0.001125960100837999,,0.007470676261745774,,0.0,4.314167664128386e-05,Treat
17,,0.8673522810925481,,,,0.007620524920024198,6.0965200907024134e-05,0.00018156384620558817,0.00015080157709798956,1.8903098409688332e-05,,,0.0015117132888846359,0.006677580125525925,,3.277506187592656e-07,,5.912927748478323e-05,0.0018276496998072024,,,,,,0.11412610797087255,0.0004106460153007848,,,1.8061363127867456e-06,Treat
18,2.3762703653759445e-06,0.866859176963986,,,4.195151938061615e-07,0.009917052500093346,2.777254560819497e-05,5.989429336024758e-06,0.0027670379575715,0.0020634221624835376,0.09587010390251388,,,0.008050921925293173,,6.0128476320134545e-06,,0.0001120581455443611,,,0.0025096487243205603,0.00014716435536106902,,0.0012104762121181135,,0.0006495532766814327,0.009794495995969014,,6.317269928852566e-06,Treat
19,5.134551618806247e-06,0.06218897126755579,,0.0025551504168997924,1.6707532632942835e-05,0.00039830781702382553,1.4244263878529344e-06,,0.0007100271839550227,0.0037438567353851177,0.0023269577896487463,0.09144167199280417,0.01077410320406148,,1.4601252344721115e-06,1.4951329232060994e-07,6.799898232419565e-05,9.264321045685617e-05,0.0035847708791020604,0.0009684341667941336,,0.0015412767255543604,,0.00015585942052178344,0.8171547018674683,0.0007317141344455846,,0.0015382199295483011,4.581272841686109e-07,Treat
20,1.0039299637369876e-05,0.9009407511257983,0.00011812463085376155,0.0017413525479731823,1.3019867256633993e-05,0.00905122453020383,6.657759715836042e-05,5.414777223299904e-05,0.014185779714931446,0.002634976802751432,0.010816878443841575,0.006826385387645585,0.0037328586370213588,0.011083527986718822,2.966280104862035e-06,6.025370934195713e-06,,0.0003243948868745501,0.002075001170100667,0.03401157943448367,0.00013329663371921592,4.373969233783448e-05,,0.0008486507169412759,,0.0012663436397471078,5.792771628339616e-06,,6.565059103479784e-06,Treat
21,,0.9838193777111466,0.0016141084549713195,,,0.0029382983354445114,7.585324403372813e-05,,,2.5992083540477434e-05,,,,0.0002747389683867465,,7.593526893113904e-07,,6.988006133156236e-05,,0.00932113061073477,,,,0.00044555170046228613,,0.0014131751805397566,,,1.1342967189874499e-06,Treat
22,,0.2792970285675149,2.54849013878424e-05,,,0.003393045068150572,1.7308569853580818e-05,6.043607018459031e-05,2.4985852188696358e-05,,,,,0.00018922109831090802,,1.645893063325051e-07,,,0.00017223228156533423,,,,0.005993418934317675,0.0006738576746464328,0.7096020127626749,0.0005491718335705895,,,1.6317963277543035e-06,Treat
23,6.341172189525391e-07,0.5330828778881676,,0.006851830211498124,1.1891872751355784e-05,9.799269875049124e-05,0.0,,0.0012389095961037053,0.0013890169814144823,,0.022302814250214166,0.0038103532119522347,,8.114617215664806e-07,0.0,0.0004992891644684799,5.5572498416512e-05,0.0012371602661646534,0.00784727221399059,0.0002821488415084338,0.0002834792721782366,,2.974785339039059e-05,0.39584766656299497,0.0004943405218318275,1.4863734632310338e-05,0.024621120248710104,2.0653192070711384e-07,Treat
24,8.033624406171825e-06,0.930567273816738,8.071319731644724e-06,0.000682574246007244,1.7950777283120815e-05,0.010701765309316645,0.00021477777375240664,2.9832586206814276e-05,0.00584548383884348,0.0031406542611956217,0.027482787044540765,0.0003831980120269689,0.0032393291685916576,0.005984777342861763,2.4291448589387455e-06,2.2811912615220207e-06,,,,0.004820627816892699,,0.00019595963337408384,3.3978077857385234e-06,0.005399365799493456,,0.00126827103505789,,1.9468520928242838e-07,9.637645640934207e-07,Treat
25,,0.986634089772508,0.001980856599096513,,,0.003386209589888548,8.525809939339886e-05,,,,,,,,,7.080251278928494e-07,,6.882208645958575e-05,,0.006020884663419991,,,,0.00045975775572480585,,0.001362910375995764,,,5.030323854048932e-07,Treat
