,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa459786,taxa561,taxa572511,taxa577309,taxa816,taxa830,taxa838,taxa841,taxa906,condition
20,,,,9.718026447117603e-05,,,2.241634697891813e-05,1.5320087612969287e-06,1.0607217829075251e-05,7.230085956400575e-07,,0.002375989961473366,,,7.825195030677068e-07,,,,0.12028312321266328,0.00022885986921716232,,,,0.00024605440585654406,9.113923613211624e-05,0.000510873415592871,0.016581484053848402,0.8593757888154355,,0.0001734456636415058,,Treat
21,,0.07264305096167048,,,,0.00011942975184322644,2.9517934623606927e-05,1.6546413966869588e-06,,0.0001455553758009184,,0.005750155162868643,,5.599642503693823e-08,5.611743532573466e-06,,4.2378069546735856e-07,2.60829186384913e-05,0.0991184870824196,0.00012609249562237193,,,,,8.055761813592939e-05,0.0009728715230861726,0.014676118332869113,0.8060374019439228,,0.0002669327364489141,,Treat
22,,0.5201576363232323,,,,,0.0003814544467765519,6.520352355236819e-05,,,,,,,1.8463952176078829e-06,,1.6505571765495874e-06,,,,,,,,0.003894075160637163,,0.4733218554852339,,,0.002176278108173557,,Treat
23,,0.01236364774415307,,,,,5.934243133734925e-07,1.2395415997286142e-05,,6.347824440155126e-05,,,,,3.9126171543286893e-07,,,,0.06374517453434102,,0.887908621091322,,,,0.0003877097318196192,,0.030166510558743836,,0.0038357187923989413,0.001515759200793654,,Treat
24,3.247498527068958e-05,0.07533220143939391,,,,2.400987026697935e-05,1.7660768611330595e-05,9.16728566758973e-07,,0.0001756143670282093,1.8564426729774887e-07,0.007901638145031507,4.1990478299585115e-05,2.062290515601842e-08,2.601237782309159e-06,,1.60591687033803e-06,,0.15025907750513057,,,0.00797065311380585,0.00015222312742207446,,0.00014665830588796633,,0.017172427701505774,0.740198046083637,,0.0005699939583166116,,Treat
25,0.0006151350531259432,0.2430498151069688,,2.4591569734950494e-05,5.552163045206692e-05,0.0003894905440346932,3.703355099430529e-05,8.909181908739966e-06,2.9029804112198522e-06,0.001942698363711263,8.583615569111421e-08,0.02440608244858194,0.0002520088914271245,1.331450810420651e-06,1.2886529576411937e-05,,7.1352678955891896e-06,1.2545704629658057e-05,0.5904091952650021,0.0002447991910763497,,0.0037932870445756077,0.0026348047049642455,0.0002708639823997613,0.0012437453767541785,0.005968707333721188,0.07100214333754436,,0.05053204347752151,0.0030822361760218164,,Treat
26,,,,,,,,0.0005732241008126087,,,,,,,6.748727339284118e-05,,,,,0.004680972011406205,,,,,,,0.9468414037199965,,,0.047836912894391785,,Treat
27,5.145699161291453e-05,0.1000630641190894,,,7.200802391500915e-07,0.00020895133361641927,2.9177308302628575e-06,5.043600517134332e-06,,0.0002898470805561469,,0.005323917083952274,,5.636198481930847e-08,2.863225792764445e-06,,6.323648884859087e-07,9.386305294254635e-06,0.042752805424177046,4.920063981370712e-05,0.8489226937813085,0.00015469487500051533,2.242654507147104e-05,,0.00011709364745631736,,0.0015938305141681758,,0.0001440011018012826,0.0002833212879399311,1.0759048889529789e-06,Treat
28,2.6843228940051297e-06,0.12063006441387421,7.326339149324398e-08,3.3859984054220125e-05,0.0001938773207917842,,0.00010092030245829394,8.988217947701845e-06,6.607880441414989e-05,0.00016131526752773636,,0.005726793168720305,,4.853940506947606e-07,6.093169691283598e-06,,4.624556831048445e-06,1.149280665170875e-05,0.7985166169643071,0.0001780554473458938,,0.005706311949600009,,2.5344727808013265e-05,0.0005259620981238359,,0.047573983706631746,,0.019762870087279175,0.0007635040256056437,,Treat
29,1.2659863660807025e-05,0.017736179514836258,8.335633882790627e-10,7.225714511692498e-05,5.69511953400689e-07,0.00021786508435576947,4.38358808013411e-06,3.646772201377452e-07,4.765138012336385e-06,0.00010602965896622764,,0.00750188285316961,,1.3353915956137242e-07,5.031054566264526e-07,,8.709392557414084e-08,7.040127929178334e-05,0.6165954069425964,5.750551841513414e-05,0.3393459277130155,0.0054317515654339595,0.0004504018675295698,,4.444031510712285e-05,0.0004395013597526565,0.011866951915480468,,,4.002991590065869e-05,,Treat
30,4.5190862894430794e-05,0.060028480268674404,,4.6050571217952593e-07,0.00013642867292803395,1.9634342237637232e-05,3.320394327435833e-05,4.423897919879692e-06,,0.00022163090871003005,4.428555267097239e-07,0.014791879973246509,0.0005824651314769812,3.859396886092078e-07,1.0446238695971827e-05,,1.676576769800742e-07,,0.2544049421311302,0.0005463839599929325,,0.0020768468327903924,0.00014401367146352488,0.0005891952381049101,0.00016678286040879887,0.001105644756557048,0.015696778208003657,0.647431248608759,0.0005130793075448191,0.0014498432265821215,,Treat
31,0.0001019917340121113,0.22632298498056402,7.015922659051657e-06,3.039240915119002e-05,1.6270363180631193e-06,0.00014322583546591495,1.403452055592491e-05,3.254294900126167e-06,,0.000767415745676308,,0.010724844366441203,,4.923001648808274e-07,7.877008181644814e-06,0.00014799526335745037,2.1928505899584e-06,0.00035558774932765644,0.20614024828189687,,0.5171672974370719,,0.0015591866521153725,3.507674481076322e-05,0.0002781885880415566,,0.03555514854190451,,,0.0006339217367934623,,Treat
32,,0.4364236976239849,4.2993984753076193e-07,,,,2.316133731931953e-05,4.9233644091384165e-05,,0.0001035924940423573,3.717203855298165e-06,,3.929888552668519e-05,,2.1533959924171254e-05,,1.0419499191082515e-06,,0.30694361224717304,,0.20625242439051167,,,,3.1626433384647964e-05,0.00031952580595043706,0.04699459529664786,,,0.002792508787821566,,Treat
33,8.351987426624338e-05,0.5461400294919644,,,,0.0013551517976381194,1.455235710233923e-05,1.0625390976278473e-05,,0.0005426434260824083,5.822624795072556e-07,0.036909840263807975,0.0005864911724919575,1.7299665016449289e-06,1.3472049011933391e-05,1.0685752007019095e-05,6.552176834958911e-07,5.325558180393724e-05,0.3327807220946788,0.0008138948973995945,,0.0111086118317465,0.0007695836115096544,0.0003738275681805136,0.0003428448315097556,,0.06709776153258877,,0.0005353301127418835,0.0004528298887527327,1.3590270744478492e-06,Treat
