,taxa102106,taxa1263,taxa1301,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa40544,taxa459786,taxa561,taxa572511,taxa577309,taxa816,taxa841,condition
10,0.002993922091651169,0.01472743523574875,,0.32577021605686984,0.0033458080959644023,0.12585157302075256,0.009256188531083382,,0.001593401853748982,0.16051824115223887,0.10380943565823607,4.113664821340365e-05,0.00048780902756267563,,0.0023160894449002875,,0.020260703735081934,0.036104423784739326,0.0002624552075749755,0.0014294035103858554,0.00015326700843833646,1.0030724529474335e-05,1.7802630943188795e-05,0.10934324160812964,0.08170741497320694,Treat
11,,,,,,0.1026171052142317,0.01248977372263216,,5.845954490089969e-05,0.0024585878695670645,,,8.343718657671643e-05,,,,0.05940219175993069,,,,,8.955992907274908e-06,1.8979854414348293e-05,0.7499827565146574,0.07287975234018187,Treat
12,0.0016593719696012712,0.010732692663760672,0.00042101938549471695,0.04484162394772591,0.020617565320414054,0.005616248319755109,0.0021025922150666398,0.004587950026140103,0.0026989770748889527,0.023991983040005237,0.00018056699442796676,0.00020822395130720855,0.00015624737619064876,0.0001689542369048567,0.0012982379807453374,0.00029324830211721945,0.06982830794040869,0.012161175689667167,0.002252482521484804,0.006855397857809328,4.48376967187984e-06,3.99030180232423e-06,,0.6781303910789326,0.1111882680356774,Treat
13,0.002955481734805767,0.06477046310195518,0.00711599190767355,0.022898052512953845,0.014141072031053062,0.26833967962790833,0.0063300289035546865,0.0013307726757278706,0.004813122611956311,0.05178754686554526,0.0014910904268811084,7.1489773615222754e-06,0.00022603732444034737,0.001174023009596463,0.14076956673019342,,0.027553613800469494,0.01241250652904313,6.207720706905627e-05,0.00033133975737196337,,1.2608490009133554e-05,,0.20330948454384692,0.16816829123058366,Treat
14,,0.04426305300580502,7.131182535814036e-05,0.22659717607762522,0.015753884879843468,0.0002751612090062167,0.002888089528206144,0.0004924061841580322,0.002019194805765883,0.19570029295880464,8.841090392467788e-05,,9.36955700793027e-05,0.00015633443260834308,,,9.093242703126407e-05,,,0.005678076048046669,3.40694055696454e-06,3.30884192631861e-05,,0.42361036607468233,0.08218511870923455,Treat
15,,0.05189574754732545,,,,0.17226397179614888,0.020393181263689886,,,,,,1.4602595105496098e-05,,0.0008785810101560141,,,0.0098803292713853,,,0.0024022762905412153,2.5573554530157748e-05,0.0002854023463676098,0.6915628087378359,0.05039752558691403,Treat
16,0.0035217456187179234,0.06852324898160585,0.008960844840882559,0.004151009129564362,0.028806715717543837,0.2199278803292864,0.014027853763746049,0.0003946037416125807,0.002970080370083066,0.08042685486210609,0.0310123904842394,0.00021029912824093632,0.0002491337202233543,0.0002478952658907875,0.18689373324538675,0.00032899559345265947,0.038547219045087525,0.009506115465656304,0.0,0.0031811988786992905,1.4360680575889103e-05,1.1230590139461688e-05,0.00010802917501546965,0.22212727046278852,0.07585129090945504,Treat
17,0.0015832770186197326,0.0444331357038039,0.0005415131940696478,0.018549085672989865,0.0034716322352482377,0.16447690562682238,0.009580641824530178,,0.005659440133100306,0.1033717083936296,0.002426455097056947,7.584526579993384e-05,0.0007160605074773782,0.00022223058592241827,0.20470867783348656,7.438745466407003e-05,0.01438765321195495,0.005062777465103215,0.0009486969173194475,0.005772586283699646,1.0959871993253452e-06,9.149579323672942e-06,5.9216026309799225e-05,0.2770912505236695,0.1367765774581992,Treat
18,0.0006768250610669098,0.021757174541361814,,0.13603761489766883,0.004372182414855295,0.027560370407163644,0.0038870566923739475,,0.003790128996571994,0.4953050275607774,0.0016125911603439194,0.00016455540082380726,0.0004590492016750236,0.00018504541774597757,0.0018893014605230035,8.150765222072909e-05,0.021944915985061708,0.04915909215041581,,0.0027929603416215715,0.0018465385260153311,4.800930573958564e-05,,0.19921671053282838,0.027213342293145315,Treat
19,6.500315260260887e-05,0.020414704383082186,0.0005231682303972608,0.2970137648886624,,0.2595583026625754,0.013921532326404005,0.001601220515098989,0.0006250718854609016,0.03611611282713388,,0.0001613082843407317,0.0001669932194564757,,0.055921997887916935,9.844419265828848e-06,0.06460813344448531,0.0078575239409747,0.0003530260885973794,,4.2924957879333355e-06,1.2557329308877732e-05,,0.21408895457722962,0.02697648744121866,Treat
