,taxa102106,taxa1263,taxa1301,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa459786,taxa561,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa841,condition
12,5.584233350861706e-06,0.009865645088095999,3.7743159843736935e-05,0.0001820962967554809,7.122484176322548e-08,0.00022864538237355483,0.00013968131672189798,1.1216112366774888e-08,0.0008283342215783573,0.04881214336478497,9.827907052807377e-06,0.00036101819665461035,9.120127136726691e-06,0.6565184035951721,4.948814197367184e-06,0.0002982309417828985,0.001606076600221817,0.0015778242003797248,0.0016302574699196002,,,0.002191758949965863,9.835755471237801e-08,0.0009094367583474623,9.777721369526206e-07,0.00033511253352879594,9.015519661301704e-06,0.27312916473483423,6.754050947330858e-06,0.0013020179660465825,Treat
13,,0.023993887652851754,,,,6.261805026782879e-05,0.00011847872884332242,4.649187576677068e-07,9.901055032200466e-05,0.013724515080789658,,,2.91238672347485e-05,0.5989006310460288,,1.1110757814527365e-06,,0.002172521677598788,0.002115123443334799,,,,,0.00020141825289634157,,,,0.35782320955646124,,0.0007578860988315695,Treat
14,6.625071251483189e-07,0.006159972180993126,3.025753020409652e-05,2.3422084977202635e-06,3.097879192200833e-08,0.00010348461529233484,0.00016816756730490758,3.335412789271114e-08,0.0002658967173441869,0.007484331217469289,,0.0008816695051190246,3.4272308863771516e-06,0.8784877096565238,2.1958705138028695e-05,0.0011133197631450075,3.3389895951210136e-05,9.405140309998767e-05,0.0003114947866770396,0.0019163101676058303,,,4.564235068124367e-07,0.00018364816415351512,1.1663633396933129e-05,9.848898030177696e-06,2.266660027829476e-06,0.10092673414840839,0.0010759907823015464,0.0007108812988779514,Treat
15,4.27679412636341e-06,0.008033201000312021,1.6779248244898907e-06,0.0014057445109071022,0.0,3.1368446560692703e-06,3.0837899529961963e-06,1.4534291875996279e-08,,0.029244154022607403,3.409554254663031e-08,0.0005697227488102244,1.4624021532478389e-05,0.6495212415593057,4.0071846846843236e-07,5.7660573201959313e-05,0.0036565314917967927,0.0012579605199684026,,0.002049729820289586,,0.005474783176799908,3.51588084049167e-05,0.0008654473566391699,4.008588408987664e-06,,,0.29775285944066815,2.13449001741723e-06,4.2413168466958125e-05,Treat
16,,,,,,,,,,,,,,0.8978361778345473,,,,0.00027939407857561756,0.0002168858653279595,,,,,,,,,0.1005415325322104,,0.0011260096893387372,Treat
17,,0.07357043902492498,0.000884276641654316,,8.878005263767328e-08,0.00021387533643263577,0.0005404931183729057,9.045225170977368e-07,0.00010659132136238622,0.02962501080911215,7.891720558706859e-07,,,0.5432539117419187,6.282886800832234e-05,0.0022731427853910553,,0.0013050762814533735,0.003729529807615044,0.0005392670616136328,,,,0.00019527020257985027,,,,0.33977488562165625,0.003243241437774111,0.000680377465504652,Treat
18,6.553415626792727e-06,0.01754377285099219,1.1321108938475157e-05,7.011136768199939e-06,4.1479771069423325e-08,8.21408192200406e-05,8.308791629637143e-05,1.254027738765721e-07,0.0006373582648513675,0.016748254698728572,1.1206239442074722e-06,0.0019141799404536303,1.1244444336789963e-05,0.8674950755097655,9.839373848288576e-06,0.0035235800340947627,0.0016785611285270534,0.0003396456607192314,0.00020624000722034588,,,0.0005167598554292768,6.895203954413851e-08,0.00014732363893152554,3.1305282424428484e-06,4.0388004925936375e-05,1.0555104218437126e-07,0.08849830078595457,2.373490395960978e-06,0.0004923953761618782,Treat
19,1.157913800794988e-05,0.01891973173478536,,3.6912889915335013e-06,6.104242091523545e-07,9.937239431577717e-06,0.00021978758559307028,,0.0006478975981459081,0.025586356197567436,,,1.7476677580830494e-06,0.9407309221903539,,0.000215144049220919,0.00019689000268187135,0.0001381092116120441,0.00024340793042000906,0.004361812730899445,4.5230534479057825e-06,0.00010795804938016195,,7.977779550952161e-05,,,,0.008327084736979913,,0.00019303137500433775,Treat
20,4.1979897582410925e-06,0.008715451500165249,1.4516402473275385e-06,2.6573649128503727e-06,,6.375568974102469e-06,5.720916486455305e-05,1.0863969659651265e-09,0.0001008722431253765,0.009414361910290159,1.1834754622061425e-06,0.0009449908575378352,1.6525460725866318e-06,0.9663282200387238,,7.439542680679822e-05,0.0003439018011240897,0.0001659173113092575,,,6.950641587214328e-05,0.00016978666488916936,3.4557143647775735e-06,3.897619988012297e-05,7.143630165846509e-07,3.1918687389011774e-05,5.086022539198916e-09,0.01343115033855268,3.7500765806860956e-07,9.127159658353445e-05,Treat
21,,0.012673941416322184,0.00020266310630185152,1.4247210437860091e-05,7.029977128776922e-07,8.706864685230669e-05,9.302374218443306e-05,1.4094583290296415e-08,0.0021341620321772663,0.0034452154581199124,,,2.102883063748255e-05,0.30256173590747343,0.0009247827271121207,5.396473638176961e-05,0.0010105742213009801,6.537421780182992e-07,0.0026578576660923384,0.004670289100843704,0.0008496225693776454,4.9502525444124986e-05,1.6216098174333245e-06,0.0001947156443396887,5.545727824934599e-06,0.00038692413086334183,1.039942910138791e-05,0.6660233367332387,0.0,0.001926405993280885,Treat
22,,0.04019553135507076,,,,3.140678172998317e-05,0.00042835577734962044,,3.0257319972757984e-05,0.007206064911154418,1.6325852113954971e-06,,9.810742467641009e-06,0.7851019114302379,,7.295197962942821e-05,,0.0005190782594669953,0.000995271795034301,,,,1.1412590613766287e-05,0.00012969642577432083,,,,0.1650933366947718,,0.00017328135151506771,Treat
23,2.3992411757827387e-06,0.02927824522245021,0.0005787317105433256,7.6175099427337035e-06,3.114789269347367e-08,0.00017927875140369412,0.00019341983873660205,5.110155152445031e-07,0.0002862214805813183,0.10690548758544198,,,1.193108974859264e-05,0.6449785287843092,9.958172778950819e-05,0.0010696199748614402,0.00015002738924296444,0.0004961400663764012,0.003942058667356651,,3.2725524869310127e-05,,2.979625986054627e-07,0.0006871162529064872,,,1.1807053849900255e-06,0.2107400623859938,1.025081421466192e-05,0.0003485351506637091,Treat
