,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa459786,taxa561,taxa572511,taxa61170,taxa816,taxa838,taxa841,taxa946234,condition
10,,0.036084913610587785,0.0005114033740677795,,0.007526092251621391,,0.097790711104772,0.004512436303606375,0.0013165701273011757,0.001891645853365914,,0.0036872264252610586,,0.008824745039807366,0.001401601567169928,0.004393189831980911,,5.699131029298493e-05,0.00015032343833940072,,0.07518834210861168,,,0.0003829451631232008,0.0018075254646386127,0.0002247259482245587,0.7342596428942718,,0.019988968182956073,,Control
11,0.0016445234949202252,0.02609712634490415,0.026039230909922557,,0.0006579978460385547,0.002417160583824686,0.18064317954609768,0.009720465554676481,0.0029581112394302888,0.04147375604120019,,0.18539311785552798,,0.00831014113399464,0.051021582224656685,0.004636241306916683,0.06483105682829543,0.0016949857004557197,0.019631996514129474,0.059819908554526874,,0.0036450044562733996,0.0002234156568729158,,0.022837079419240736,,0.2667524314774025,,0.019551487310692135,,Control
12,,0.033263852515274875,,,0.1699122286443509,,0.0325004904708092,0.008803110654492805,,,,0.058445479509321385,,,0.06933332029485699,,,,0.056415602655693155,0.036282310719522204,,,,,0.2543587728267559,,0.23413487366633193,,0.046549958042590586,,Control
13,0.0009713566410000774,0.015174959306470259,0.00012586819649473157,,0.10545080669751511,0.0,0.004999440529941298,0.00023132805122554103,0.00010515825362099776,,,0.030471061725381533,5.579620531515657e-05,0.014152833145318549,0.06173664130771024,3.0059577277895165e-05,0.004325362049512244,0.0056160137320995975,0.06649741482608723,,0.05485852746475213,,0.010293444810465317,0.015205823153374322,0.06492084529139845,,0.541280495767883,0.0,0.0031815901074031708,0.00031517315975318174,Control
14,,0.06988227765856424,,,,,0.035794580741155865,0.0025528492854152277,,,,,,,0.07619844424288756,,,,0.03347903193693727,,,,,,,,0.5577278228003465,0.15910602958298203,0.06525896375171139,,Control
15,0.0031129604450647777,0.06056944105029341,0.007920718462960746,0.0004043458983438548,0.00043638303955930894,0.013556631114187263,0.1943998421104713,0.012399576409948572,0.0003488002746665486,0.05382917643225429,0.0016181489858276654,0.026746092534854056,0.027412640018981735,0.007953302313070662,0.11889387669636939,0.00021912092490023935,0.16520012005727322,0.0051824722941600015,0.03407286645487165,0.00840269702431816,,0.0,0.0028119425277741785,0.001814964187833868,0.010068737709300668,0.00027849351083877725,0.19634393893917704,,0.0459519759972927,5.0734585406043444e-05,Control
16,,7.499292939262378e-06,1.0352862103066785e-07,0.00017527519884949787,0.0013886150777127975,,0.0014747609147213183,6.99380438823599e-05,9.137314151119305e-09,0.00026433571011741825,,0.0012759893103066768,0.8445768937356105,,0.052715054118453175,2.625545933070459e-07,,7.160459597894952e-07,0.003204604022541237,,,,0.00046613214970834995,0.00022645697952110563,0.0008018934443147704,4.427407444616049e-06,0.09334033622923749,1.0052183666275604e-06,6.520178367947135e-07,5.0398619477491404e-06,Treat
17,,5.9186520851144765e-05,,0.0033476534123300645,,,0.04452377330151085,0.0017844094999033098,1.9459798528663634e-06,0.0008759468176289989,,0.002343545295900197,,,0.49139420225487723,,,,0.007470595134700442,4.197500352259584e-06,0.0042824257172279405,,,,0.0006987160978610524,,0.4432031386618675,,1.0263805136161488e-05,,Treat
18,,6.132165745833248e-06,,0.00011675085089489818,,,0.05092971087745384,0.0006492168077043695,,0.0008143181994889449,,0.0012728081038420349,,0.001212034509598388,0.7257867008476554,,0.00020914030376842,,0.014355718200399823,2.9704744416297518e-06,9.194057813363647e-05,,,,0.0033688076317189473,,0.20117258983964634,,1.1160609507393155e-05,,Treat
19,,4.274835892521028e-06,,,,,0.05478356763146941,0.0016674469147957359,,5.602988203740227e-05,,0.000307101637543179,,,0.6842451949506853,,,,0.017655585625396007,2.0428761876428354e-06,,,,,0.004216056430418104,,0.23705124139385864,,1.1457821716131884e-05,,Treat
20,0.00031643774057009237,4.0221223543590756e-05,1.463287394566882e-07,0.0003257888872905689,4.038899540971797e-05,0.012899207595092005,0.002356886894697139,0.00031928593465153476,2.4256564616498287e-07,0.00491797968199424,,0.023099683751750574,0.0,0.0009594602107048364,0.7892072374485505,1.9192058656582807e-06,0.0022494481876959185,0.000874666833866163,0.01179599227378431,5.016230669273982e-06,,9.01511096359757e-06,0.00035317309644879234,,0.0005393640139354188,4.951707260398294e-06,0.09024064994110327,0.05940908314057205,5.265842518306891e-07,3.3226414942969955e-05,Treat
21,,2.638560876669925e-05,,,,,0.010456538356768769,0.0008569841749828649,,,,0.0017951592075218135,,,0.5699280090998624,,0.0003833448001041699,,0.022797190565104628,,,,,,0.001224804612642324,,0.3181313218150464,0.07435928512981947,4.0976629380392226e-05,,Treat
22,0.00010300492922801113,4.3781767641721374e-05,,0.0013480306801382702,0.0003049753786946996,0.0031157798856591328,0.02547402231647103,0.00026873035694222085,,0.006349706791128934,1.5953250435601083e-06,0.009177026749003933,,0.00020077194350282023,0.6270497915727027,,0.005407392574314957,0.0002666231878509153,0.013269258778967454,6.548813281551013e-06,,0.00014171137933981858,0.00023037947972134358,,0.0021523835437780785,3.340775668831253e-07,0.30506713157608545,,2.101889293658281e-05,,Treat
23,,,,0.0010616814981246909,,,0.02615048325019337,0.0015705963311440654,,,,,,,0.32791215907647614,,,,0.013135729430952968,,0.011074236887537609,,,,,,0.6038693999453264,0.015215798676946618,9.914903298132911e-06,,Treat
24,,,2.040311065992839e-07,,0.014154539718862998,,0.03189072614653677,0.0009185961963433898,6.876730534647611e-07,,,,,0.011860479605067848,0.45263910330019774,7.562765697222562e-06,0.0006719679664558958,0.0033564605616410287,0.14462180069610941,3.857449959032014e-05,0.01785810017879513,,0.004878906466028971,0.00564553590037186,0.004724389316085818,4.7191618622782424e-05,0.3065057650598004,3.434183786325391e-05,8.16376002879354e-06,0.0001369027017402287,Treat
25,,,,,,,,0.005843101867827368,,,,,,,0.7434367810923689,,,,,4.48557559679646e-06,,,,,,,0.2506912900514082,,2.4341412798712164e-05,,Treat
26,6.065422437505818e-05,1.1177366358029002e-05,,,,0.0033045301357123554,0.0011224352117311692,0.00017328357025877094,,0.0012929285050801778,2.307908007371415e-06,0.0026263152971299007,0.7123689824439057,0.0007376763713535283,0.23743747626349396,2.2194718296467963e-06,0.00023761274135585445,2.4379903392186424e-05,0.0008074821911724528,1.2477969321423172e-06,,6.857297149189395e-06,9.897403984030352e-05,0.010621769453441015,0.0002489825028942427,9.89134458633873e-07,0.028422579387978538,0.0003887701347521658,3.6864739776216426e-07,,Treat
27,0.00024381211567322148,3.098365707618142e-05,4.157279514807426e-07,0.0001281780163278675,3.0090793576684565e-05,0.0008810159110856951,0.030529921965955963,0.0004299512889053573,,0.00695305483955621,3.5270324214954974e-06,0.005811302768473891,,0.0035138487681220035,0.7927011565661642,0.00012749369234262408,0.0008952741448131055,,0.003983049691993401,3.5638042112034414e-06,,5.575824774751589e-05,4.911664728233099e-06,0.012334526836039075,0.002242512739507081,,0.08706409866539744,0.05202548485799945,6.066203930572549e-06,,Treat
28,,,,,0.00295366775398296,0.00045305108129110373,0.01708003629422526,0.0003610835636727713,3.090890679661862e-08,0.004102288094467954,,0.0025211820117308006,0.016161440948393724,4.323078900493761e-05,0.7852739671652514,,0.005668657851831695,,0.0024920650653895387,2.148315959971285e-06,0.005949330083766542,,2.7478165329908913e-05,,0.003483540280987353,1.0074064124432457e-05,0.15340863627785745,,8.091283825425316e-06,,Treat
29,,0.00010737972861079827,0.00010846317127322807,,,0.0009992524504163246,0.06531196788516193,0.00272750034026673,2.692743967757433e-06,0.0015320361925444958,6.272249435981928e-05,0.005914400241018016,0.10802934561683991,,0.3929463941521239,0.0002582734350988176,0.032671862713857074,,0.01321835211005612,1.5584409501327916e-05,0.0018089359967529812,,,,0.0028066170289863177,,0.3714672569820033,,1.0962307161315715e-05,,Treat
30,2.6217760128166617e-05,3.395909690613611e-05,,,0.00016722850672373847,0.0008510152732627926,0.035062737772952296,0.00036083182458442975,2.1497339174878643e-08,0.0019442325539993871,8.484005779377254e-05,0.0006793808562163,0.12281386215509381,0.0005900326557988508,0.7118182628888121,,0.004934856590890807,,,2.8272989064238926e-06,,,,0.07565857927581353,0.007514866660071684,,0.037450169171941806,,6.0781027647368735e-06,,Treat
31,0.0022080816404188813,7.51519639304904e-05,0.0002940014895572507,,0.0006144609615276534,0.040263573932342867,0.11446106858258123,0.0038140278592440125,8.396293915132357e-07,0.03288568286661698,,0.00020128556549486276,,,0.37933855479860795,0.002937649761872486,0.005531810151497563,0.0,0.018270171317584325,,,0.00019016362009359813,0.0007300327902228102,0.0023956658090430044,0.005980365676061132,2.384765254567188e-06,0.38965052292927427,,7.631576003273735e-05,7.818812934978889e-05,Treat
