,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa459786,taxa561,taxa572511,taxa577309,taxa61170,taxa816,taxa838,taxa841,condition
10,0.006052439076851048,0.0015771512020528412,0.001220542345871149,,0.0021437403446108584,0.0026297093188229295,0.13017142872323914,0.0046055676145207464,0.00020957156562425506,0.02161172284686674,0.018559294090214687,,0.004392828463067942,0.03663936309862647,0.00048453845157982325,0.005950463249209408,0.001622621385720707,0.021738017559256598,0.013850831026360139,,0.027597336080754233,0.0009811341653457322,0.00015970763387162886,0.00961576877359149,,0.00038174518243404054,0.5653527622830038,,0.12245171551850369,Control
11,0.0001698650612753032,0.07010502371330529,1.090970081420015e-05,0.00019708833340045687,0.003162793637911108,0.00021319798507002345,0.003623652027445545,0.00043903898790603594,7.412478964414494e-05,0.032169241067172664,0.09579380053702238,0.0018238572725646,0.004477565525753267,0.5492973184057358,0.000527845991730039,0.009640403006387273,0.0006534604908243807,0.016978247382054154,0.05938017605402238,0.0008682898330254996,,0.0006796641647426,7.606202623732066e-05,0.0059949315773133284,,0.0005889199243254211,0.13712882164525425,,0.0059257008590624695,Control
12,0.0013011919485583193,0.015580893690358972,0.0003627788290974466,0.001611439814855672,,0.0002521486214404494,0.017409916753132627,0.008588707355889708,,0.013955585701324075,0.025291137102030677,0.0001360551936522425,,0.17159659246352985,,0.0020332634461404245,,0.021451333845195028,0.055927299668970885,,0.005142045824649965,0.000327688145946984,0.0004903240067760738,0.003908828941954968,0.01768875110367553,,0.19068844558359588,0.43774471549020416,0.00851085646901997,Control
13,0.0010280989415599572,0.015004996806583496,0.002356381116714947,0.0002682178320294157,0.0003270466655296563,0.003679248956751332,0.21756256212168631,0.013888914919346186,,0.06467464947906806,0.026183828755408867,,0.0029998540211954553,0.12299495196547654,0.00188200206286168,0.11678720850833604,0.00014056446942535368,0.0045205533367193755,0.00802789715345496,0.08292543606742679,,6.413904678964287e-05,0.0010463202616706514,0.014559667743078134,,,0.2256601167788787,0.0009560466357508129,0.07246129635425745,Control
14,,0.027804483739781425,,,,,0.10232748196031392,0.014975835041659951,,0.0004348437073508937,,,,0.007207774904243264,,,,,0.005517807229481654,,,,0.224949357666492,,0.13217932529265639,,0.46197916961962154,,0.02262392083839892,Control
15,0.0035648182873962426,0.0003074859348983119,,,0.0011802826393280592,0.0010780931697292543,0.019954357664061128,0.013404138822616745,0.00019680934885695747,0.013479031890684105,0.0381796373890969,,0.012514253194539162,0.01194813958966857,,0.00395958389273753,,0.06185536623169049,0.016905762499744813,,0.034547954387024904,0.009560392600243741,,0.005685106418118022,0.11581014458146933,0.0002122926018264734,0.17474743373683838,0.45817927496628674,0.0027296401531442826,Control
16,,0.0008887649363075606,0.0008553959581327107,,5.6276507725810655e-05,0.00023534422513169824,0.0017332259724121145,0.0007079153665807991,3.877420093110862e-05,1.1732835089634453e-05,0.0008187493463611598,3.720063676305525e-06,2.1182256342968362e-05,0.004582064344447409,6.117609607009645e-08,8.149097558124073e-05,,0.00011021909637903984,0.3980816189852402,2.993368326527969e-06,,0.00013313759651425652,6.937862112570652e-05,0.00024117289117399354,0.00022210219965008277,0.013617177229947952,0.5767444657713969,,0.000743036075428794,Treat
17,,,0.003656675596630495,1.4563349275376483e-06,,,0.0019103233557510675,0.0009853721354078106,7.3966354063972e-05,,,,6.2070433937053305e-06,8.083254008365139e-05,1.610247412576565e-07,9.329659973169422e-05,,0.0001604873381930882,0.028459628900366428,2.4738790983296524e-06,,,,2.1592738796317454e-05,,,0.9643744869085441,,0.00017303925027056485,Treat
18,,,,3.759026712581165e-05,,,0.004399875682763514,0.003962244877119169,0.0008035400114685764,2.764715593280539e-07,0.0003056666696362149,,6.097310122844505e-05,0.016787619631897076,,6.556746789999784e-05,,0.00014739055759831424,0.39388084344427376,,,,0.01084676242392359,5.308514601724597e-05,0.020994924914233257,,0.5469345210525637,,0.00071911828069201,Treat
19,3.1675085671438264e-05,0.004375180627121209,0.005674252711644903,2.2714342618369614e-07,0.0004262641678313653,0.0005126142165805478,5.2979701470532616e-05,0.00019587193802987198,0.0003728812414060013,8.57244496943433e-06,9.332563433532467e-05,3.446770900507793e-06,2.0276305851536e-05,0.015283007532305352,1.4479610357332698e-08,2.478154387042268e-05,8.756236995944098e-05,0.00014302868201258227,0.0799668819593918,,1.3953055508977364e-05,0.0005834504865067078,0.00012095768037786267,1.733362542368616e-05,,0.0037840570962032975,0.8869630874107329,0.0,0.00124431608885777,Treat
20,,0.017819786287409545,0.05692007001071318,1.1372940523813843e-05,0.016082436413051578,8.882385378614841e-06,0.0007500117355868404,0.0010500640016416285,9.765422717108043e-05,8.390056614859511e-07,9.084316809289874e-05,,6.298942671702789e-05,0.04429664043295383,,0.0002126813295122868,,0.00016031250348619836,0.3636931000036425,1.6114274549590535e-06,2.971879481540024e-07,,,8.363084569505332e-05,,,0.49830199946048914,,0.0003547772068702677,Treat
21,6.692916963720752e-05,0.015401290646846868,,5.5530811430434196e-05,7.483984262041171e-05,0.00227703328641581,0.0011831830877522447,0.001718588296016816,0.00020213788102428116,1.1691412218785712e-05,0.0019163517256052976,,4.733405748901157e-05,0.015031458050832579,,0.0002010536044542501,0.00015728502512209736,0.0010958947441174526,0.18315567795123833,1.5933005333024683e-05,1.908935147112816e-05,0.0012239920844812002,,5.6179776518596615e-05,0.034011314089318685,,0.7418492527948201,,0.0002279593052352998,Treat
22,0.0005718052321681551,0.16595053131140783,,,0.00025209136780609745,0.005680488519895031,0.0017017463639030109,0.01749449111447824,,8.575490164306191e-05,0.00313968161855044,,4.384667562328366e-05,0.18451737849808483,,0.003509008128918773,5.7712607709645206e-05,0.00017032935127230103,0.34321465065146944,8.930457840699359e-05,1.4251649372642166e-06,0.0001967694467824628,,0.00029193747773666634,,,0.22552216755334525,0.04481576351455441,0.0026931159213069,Treat
23,,0.011922768943674658,,,0.011941004531094809,,0.0002695692853916761,0.0007210586920412439,,,0.000531323934867758,,,0.01104444824284843,,,,0.00010160337567966554,0.2097716649834096,,,,,0.0009578353052631438,0.48280799409118774,,0.26926241126334877,,0.0006683173511925522,Treat
24,,0.03989940603360255,,4.342156561208425e-06,,,0.00039135759328027403,0.0004188638080795434,,7.734483111128776e-07,8.985109914984037e-05,,1.1957161323030744e-05,0.020717636803446984,,5.115461614436034e-05,,9.154066005094754e-05,,,,,,2.7640247448002924e-05,,,0.7587833581743126,0.178541529929557,0.0009705882687326169,Treat
25,2.4268503221033778e-05,0.00566774154717955,0.003396607624083218,,0.00032380166839633814,0.0016453556267800146,0.00014698464803586752,0.000595765466602522,3.3276220600207435e-06,7.08949072104235e-06,0.000525591570046094,4.614835344497298e-05,1.6879912378007565e-05,0.00187377756445101,4.077900804554551e-09,9.576439031240458e-05,9.059708338412878e-05,0.00013715163179051478,0.3968528316540524,4.520965980027318e-06,8.694599649993699e-06,0.0006100883039195757,9.273402554933156e-06,7.981564285097645e-05,,0.016719749541277407,0.5706130499592169,,0.0005051191497101994,Treat
26,,0.0005384353838206803,,,0.05804034502392831,,0.002724556490519427,0.029970379194609514,,6.370792733592572e-06,,,,0.14442321065867256,,0.0017358240702120575,,3.049832733092567e-05,,,,,,0.00011255572188691795,0.020740742440853506,,0.05081770379045031,0.6906624705375869,0.0001969075673953708,Treat
27,,0.015186306283337926,,4.238585809038894e-07,,,0.0012775921212422232,0.0007824723770775898,0.00019605930801687462,1.5449170055672943e-07,,,,0.001368338949031089,,8.715208489347465e-05,,,0.045205215726486954,,,,0.04513638396240815,0.00011519520532050883,0.16609683624682536,,0.7240252332100089,,0.0005226361750695493,Treat
28,,,,,,,,,,,,,,0.04719362317432339,,,,0.0003778000375761759,,1.7262078375845576e-06,,,,,0.03002955010486021,,0.9223973004754027,,,Treat
29,,0.02514108018456637,0.19019172864789435,2.802006385047454e-05,0.019310055551758312,0.00014692900478098723,0.0022609766522899096,0.0032563507135645355,0.00015001905143864855,5.805645686144744e-07,6.220637956556154e-05,0.0009757529489638955,3.8100187898712083e-05,0.11690401797049425,2.3658060326423253e-08,0.00036308583995898396,5.082677622090531e-06,0.00041721745247806733,,,,,0.015995123332186424,0.000177375305442822,,0.0014216050728847903,0.6229727701918233,,0.00018189854790855023,Treat
30,,0.02093976477345536,,9.185944687508253e-07,,,0.0007971897603282791,0.0008294740663381187,,3.498476041525893e-07,0.00016731634801168147,3.9151112618147906e-05,1.2070711310533381e-05,0.011854402194934844,,4.4301569463061716e-05,,0.0003507682204001775,,,,,0.0005536696669175848,4.327838843713848e-05,,,0.7239534684318915,0.2363239746468747,0.004089901666945976,Treat
31,,0.0036832311771394432,,,,,6.217165788043731e-05,0.007723234929441649,,3.373591047280672e-06,,,,0.004529252559866279,,,,4.561941315513193e-05,,1.6778431509885066e-05,,,,0.00017363638076991957,,,0.7667427575791452,0.21443182934604127,0.002588114934003538,Treat
